id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,105,183,119,78,86
2,product-2,184,191,87,88,116
3,product-3,83,153,84,115,86
4,product-4,49,55,96,106,97
5,product-5,197,277,171,27,173
6,product-6,25,115,127,129,68
7,product-7,214,292,176,24,23
8,product-8,12,52,185,11,10
9,product-9,195,257,160,40,155
10,product-10,186,206,194,192,9
11,product-11,133,191,187,9,10
12,product-12,46,87,259,0,0
13,product-13,167,214,42,153,52
14,product-14,26,111,36,30,167
15,product-15,94,98,60,141,56
16,product-16,149,236,123,124,73
17,product-17,145,232,148,57,56
18,product-18,81,156,185,15,12
19,product-19,151,190,41,41,158
20,product-20,69,151,113,85,83
21,product-21,161,192,59,140,59
22,product-22,231,299,76,119,129
23,product-23,199,256,79,116,117
24,product-24,192,217,136,135,68
25,product-25,54,119,139,57,61
26,product-26,28,101,15,181,190
27,product-27,79,141,56,55,145
28,product-28,65,71,0,0,222
29,product-29,131,173,0,0,216
30,product-30,75,90,132,63,63
31,product-31,157,218,151,44,50
32,product-32,64,83,90,107,89
33,product-33,126,178,99,105,97
34,product-34,165,227,162,43,156
35,product-35,55,97,0,0,203
36,product-36,124,180,152,51,51
37,product-37,106,159,156,164,40
38,product-38,44,93,0,0,242
39,product-39,125,156,124,124,72
40,product-40,14,101,223,0,0
41,product-41,212,287,114,116,89
42,product-42,169,199,41,160,163
43,product-43,42,66,47,154,157
44,product-44,165,197,139,138,65
45,product-45,223,275,200,1,5
46,product-46,40,127,57,140,58
47,product-47,49,91,48,49,148
48,product-48,138,138,157,45,38
49,product-49,80,168,54,59,146
50,product-50,120,199,162,36,38
