id,label,ts_in,ts_out,dim_0,dim_1
1,customer-1,151,235,211,187
2,customer-2,34,56,78,52
3,customer-3,106,162,94,140
4,customer-4,44,66,208,259
5,customer-5,168,260,46,154
6,customer-6,30,87,28,88
7,customer-7,122,132,167,100
8,customer-8,224,310,172,199
9,customer-9,128,173,152,191
10,customer-10,22,85,165,109
11,customer-11,176,267,162,160
12,customer-12,238,270,13,132
13,customer-13,152,211,96,192
14,customer-14,178,231,42,228
15,customer-15,135,203,78,84
16,customer-16,91,154,118,60
17,customer-17,112,149,24,100
18,customer-18,142,203,90,83
19,customer-19,9,36,164,99
20,customer-20,213,244,227,167
21,customer-21,39,58,186,58
22,customer-22,177,254,151,102
23,customer-23,152,205,197,184
24,customer-24,169,169,118,176
25,customer-25,24,81,202,17
26,customer-26,244,259,127,178
27,customer-27,105,161,86,66
28,customer-28,83,90,107,72
29,customer-29,200,283,84,81
30,customer-30,201,252,227,31
31,customer-31,16,28,34,150
32,customer-32,151,188,76,184
33,customer-33,59,75,223,118
34,customer-34,67,158,187,174
35,customer-35,73,84,192,216
36,customer-36,240,294,68,70
37,customer-37,189,242,86,212
38,customer-38,36,60,160,106
39,customer-39,52,93,41,175
40,customer-40,43,65,171,264
41,customer-41,62,157,86,92
42,customer-42,88,156,9,84
43,customer-43,191,250,15,80
44,customer-44,94,97,73,185
45,customer-45,267,364,41,88
46,customer-46,169,181,105,182
47,customer-47,121,170,37,86
48,customer-48,75,119,50,157
49,customer-49,190,273,114,138
50,customer-50,80,102,61,81
51,customer-51,206,237,155,186
52,customer-52,98,175,181,189
53,customer-53,71,109,9,122
54,customer-54,12,86,213,121
55,customer-55,70,158,137,191
56,customer-56,129,204,181,150
57,customer-57,186,203,64,54
58,customer-58,203,262,82,59
59,customer-59,142,205,158,190
60,customer-60,52,102,1,74
61,customer-61,133,188,175,232
62,customer-62,206,274,214,38
63,customer-63,21,46,60,112
64,customer-64,45,140,51,79
65,customer-65,60,117,147,136
66,customer-66,127,188,140,13
67,customer-67,46,110,174,130
68,customer-68,40,61,13,82
69,customer-69,145,159,76,155
70,customer-70,12,15,51,149
71,customer-71,127,207,87,76
72,customer-72,17,107,109,57
73,customer-73,72,89,166,83
74,customer-74,199,275,40,176
75,customer-75,29,80,194,207
76,customer-76,147,202,23,72
77,customer-77,49,131,162,150
78,customer-78,75,138,38,173
79,customer-79,169,171,2,257
80,customer-80,162,212,110,87
81,customer-81,230,317,10,190
82,customer-82,283,322,75,85
83,customer-83,127,186,106,160
84,customer-84,64,68,63,150
85,customer-85,45,47,79,46
86,customer-86,37,93,122,102
87,customer-87,117,212,170,149
88,customer-88,139,160,195,131
89,customer-89,82,176,104,217
90,customer-90,95,130,98,164
91,customer-91,151,184,134,183
92,customer-92,234,290,137,189
93,customer-93,119,172,106,177
94,customer-94,194,241,174,109
95,customer-95,167,235,93,191
96,customer-96,24,120,225,94
97,customer-97,106,125,162,139
98,customer-98,95,95,135,204
99,customer-99,224,251,166,211
100,customer-100,171,200,91,190
