id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,41,80,217,0,0
2,product-2,127,198,119,76,119
3,product-3,59,128,89,111,106
4,product-4,103,187,15,187,183
5,product-5,81,84,24,30,174
6,product-6,82,150,109,91,91
7,product-7,181,234,48,147,153
8,product-8,35,44,102,95,97
9,product-9,126,140,58,138,143
10,product-10,113,180,0,0,246
11,product-11,36,113,105,97,96
12,product-12,172,185,122,115,83
13,product-13,139,189,14,5,190
14,product-14,177,180,47,154,42
15,product-15,78,124,174,21,22
16,product-16,71,72,160,36,165
17,product-17,73,127,110,90,109
18,product-18,93,173,151,52,54
19,product-19,226,239,113,109,90
20,product-20,62,120,64,135,66
21,product-21,117,208,0,0,228
22,product-22,169,259,50,155,151
23,product-23,48,56,79,117,86
24,product-24,67,119,69,65,136
25,product-25,67,70,31,174,172
26,product-26,193,262,149,46,150
27,product-27,123,125,104,100,98
28,product-28,90,174,0,206,0
29,product-29,150,217,67,138,59
30,product-30,162,191,161,38,157
31,product-31,150,204,84,112,121
32,product-32,279,279,9,6,193
33,product-33,9,81,166,38,164
34,product-34,69,98,19,184,183
35,product-35,120,128,48,156,154
36,product-36,187,231,196,1,7
37,product-37,22,53,193,6,198
38,product-38,121,171,71,133,67
39,product-39,105,196,19,15,180
40,product-40,211,254,122,131,73
41,product-41,75,137,0,274,0
42,product-42,75,159,121,122,79
43,product-43,92,112,24,14,181
44,product-44,103,109,0,0,236
45,product-45,132,142,76,124,75
46,product-46,178,215,143,59,59
47,product-47,103,143,0,241,0
48,product-48,137,197,57,140,65
49,product-49,195,263,173,30,27
50,product-50,106,122,5,11,193
51,product-51,150,172,81,114,123
52,product-52,41,87,0,217,0
53,product-53,175,244,7,4,191
54,product-54,150,246,68,128,67
55,product-55,159,240,167,162,37
56,product-56,31,78,74,123,127
57,product-57,61,117,8,4,195
58,product-58,58,72,27,171,26
59,product-59,76,121,97,102,99
60,product-60,178,180,157,46,155
61,product-61,20,30,169,34,30
62,product-62,62,108,141,64,136
63,product-63,84,101,166,164,31
64,product-64,211,234,194,1,4
65,product-65,131,208,52,148,50
66,product-66,178,188,34,166,165
67,product-67,164,241,57,62,139
68,product-68,125,158,38,165,32
69,product-69,150,221,168,28,37
70,product-70,204,226,35,165,40
71,product-71,86,144,0,218,0
72,product-72,55,72,26,179,21
73,product-73,267,276,0,230,0
74,product-74,198,275,116,80,124
75,product-75,194,209,167,36,164
76,product-76,69,148,92,104,101
77,product-77,67,79,170,168,33
78,product-78,131,203,29,35,167
79,product-79,44,115,80,118,121
80,product-80,62,70,106,105,95
81,product-81,151,200,199,2,2
82,product-82,158,160,160,41,35
83,product-83,35,77,35,167,161
84,product-84,108,163,188,9,14
85,product-85,150,216,128,68,68
86,product-86,176,252,46,159,40
87,product-87,91,144,156,152,44
88,product-88,70,82,0,0,207
89,product-89,177,214,27,27,171
90,product-90,113,127,148,48,155
91,product-91,191,278,209,0,0
92,product-92,137,226,131,66,129
93,product-93,105,129,11,188,8
94,product-94,142,238,115,114,82
95,product-95,182,204,52,48,148
96,product-96,93,101,138,58,147
97,product-97,232,240,71,132,69
98,product-98,52,62,0,214,0
99,product-99,67,89,185,20,19
100,product-100,7,78,175,25,173
101,product-101,260,310,116,119,81
102,product-102,198,274,78,124,120
103,product-103,204,255,151,146,50
104,product-104,53,54,113,83,122
105,product-105,54,107,1,197,5
106,product-106,98,121,30,174,26
107,product-107,217,285,39,163,42
108,product-108,88,103,201,3,0
109,product-109,71,78,102,94,103
110,product-110,34,60,76,129,122
111,product-111,107,162,86,81,114
112,product-112,120,171,32,165,173
