id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,198,210,133,60,134
2,product-2,61,96,259,146,44
3,product-3,255,312,91,92,146
4,product-4,200,270,163,166,283
5,product-5,121,152,198,116,101
6,product-6,144,228,191,217,139
7,product-7,9,90,154,235,175
8,product-8,124,202,181,131,99
9,product-9,147,149,53,242,43
10,product-10,244,321,104,132,220
11,product-11,121,126,62,97,84
12,product-12,35,96,103,167,213
13,product-13,118,206,145,182,44
14,product-14,105,163,130,166,130
15,product-15,153,223,240,73,151
16,product-16,108,146,178,248,71
17,product-17,219,252,60,38,88
18,product-18,58,98,60,226,232
19,product-19,108,122,80,212,122
20,product-20,169,171,152,195,179
21,product-21,11,72,9,134,85
22,product-22,245,272,129,95,126
23,product-23,164,204,104,283,140
24,product-24,131,194,117,119,77
25,product-25,146,233,75,105,125
26,product-26,184,260,57,144,174
27,product-27,82,107,145,225,194
28,product-28,8,41,30,137,132
29,product-29,179,193,154,65,126
30,product-30,194,271,90,73,146
31,product-31,112,153,199,37,182
32,product-32,179,230,256,232,200
33,product-33,211,292,64,163,102
34,product-34,210,279,197,125,119
35,product-35,139,146,190,147,175
36,product-36,100,153,168,101,107
37,product-37,127,176,224,74,164
38,product-38,88,172,92,207,106
39,product-39,163,165,98,55,71
40,product-40,91,179,185,64,182
41,product-41,55,85,164,219,210
42,product-42,30,127,78,77,159
43,product-43,195,286,84,109,187
44,product-44,33,36,113,172,85
45,product-45,204,219,72,19,111
46,product-46,44,115,44,246,34
47,product-47,82,119,225,26,148
48,product-48,236,317,177,56,169
49,product-49,114,118,100,140,94
50,product-50,105,115,26,185,208
51,product-51,73,162,104,141,160
52,product-52,151,156,34,178,50
53,product-53,257,289,66,118,194
54,product-54,54,97,161,110,186
55,product-55,74,76,133,183,64
56,product-56,91,127,229,153,117
57,product-57,11,15,17,186,173
58,product-58,214,233,133,65,56
59,product-59,204,234,126,89,200
60,product-60,74,165,87,112,56
61,product-61,124,166,124,46,0
62,product-62,194,204,174,51,34
63,product-63,105,145,84,224,13
64,product-64,133,185,190,12,181
65,product-65,74,92,67,158,16
66,product-66,66,101,181,182,109
67,product-67,222,227,136,105,142
68,product-68,144,170,39,170,138
69,product-69,77,149,97,82,146
70,product-70,149,190,80,9,169
71,product-71,158,207,207,30,29
72,product-72,74,112,158,218,84
73,product-73,5,33,236,170,201
74,product-74,129,155,212,172,96
75,product-75,153,184,163,160,60
76,product-76,80,137,207,125,168
77,product-77,81,164,57,104,99
78,product-78,247,282,152,65,100
79,product-79,168,225,106,70,69
80,product-80,87,161,122,179,142
81,product-81,135,151,116,148,89
82,product-82,163,175,103,78,155
83,product-83,126,217,113,199,223
84,product-84,171,240,49,175,220
85,product-85,64,96,48,117,86
86,product-86,34,37,49,76,49
87,product-87,164,256,199,175,67
88,product-88,67,116,67,64,118
89,product-89,87,130,89,109,165
90,product-90,250,278,216,103,124
91,product-91,212,273,119,93,45
92,product-92,156,206,214,184,115
93,product-93,135,153,146,34,224
94,product-94,44,89,188,6,171
95,product-95,211,288,110,127,175
96,product-96,167,249,94,71,32
97,product-97,201,245,48,161,218
98,product-98,117,129,81,48,5
99,product-99,147,212,39,188,9
100,product-100,116,131,47,211,56
101,product-101,166,206,108,175,234
102,product-102,179,276,101,199,77
103,product-103,236,330,81,96,225
104,product-104,137,222,218,200,119
105,product-105,136,212,207,96,65
106,product-106,190,231,185,183,2
107,product-107,66,67,83,222,60
108,product-108,201,222,250,34,16
109,product-109,200,222,116,17,67
110,product-110,230,280,146,255,41
111,product-111,46,87,162,163,184
112,product-112,133,213,215,70,38
113,product-113,161,182,27,55,69
114,product-114,130,138,84,117,124
115,product-115,50,123,119,157,183
116,product-116,36,64,195,154,45
117,product-117,161,240,80,185,108
118,product-118,229,298,58,85,159
119,product-119,203,254,60,66,21
120,product-120,73,88,160,104,186
121,product-121,177,203,199,159,175
122,product-122,24,61,103,205,93
123,product-123,175,264,188,96,97
124,product-124,158,228,108,170,59
125,product-125,134,197,122,112,44
126,product-126,187,189,219,6,126
127,product-127,234,299,76,216,75
128,product-128,18,49,218,136,125
129,product-129,223,275,74,85,61
130,product-130,63,73,108,39,69
131,product-131,89,129,92,56,12
132,product-132,54,64,148,27,76
133,product-133,16,38,72,126,5
134,product-134,84,116,113,19,94
135,product-135,170,264,79,125,120
136,product-136,61,103,95,44,133
137,product-137,150,230,80,237,147
138,product-138,141,174,208,119,180
139,product-139,109,190,80,82,76
140,product-140,174,259,58,63,148
141,product-141,212,217,146,242,216
142,product-142,189,244,272,94,103
143,product-143,24,88,23,164,185
144,product-144,105,138,64,77,18
145,product-145,117,165,175,192,131
146,product-146,67,150,94,53,150
147,product-147,199,254,175,41,106
148,product-148,202,291,65,79,88
149,product-149,196,275,107,46,96
150,product-150,66,101,119,190,52
151,product-151,55,136,120,126,115
152,product-152,91,145,175,228,39
153,product-153,182,259,174,10,172
154,product-154,157,208,117,164,40
155,product-155,2,64,137,164,238
156,product-156,257,287,99,220,89
157,product-157,136,208,150,105,201
158,product-158,30,53,54,212,170
159,product-159,116,183,44,64,182
160,product-160,166,169,270,158,50
161,product-161,173,217,33,64,55
162,product-162,197,221,126,135,190
163,product-163,35,75,59,263,39
164,product-164,182,280,185,212,66
165,product-165,102,164,27,123,205
166,product-166,223,287,162,52,90
167,product-167,0,3,157,56,15
168,product-168,56,148,181,94,79
169,product-169,89,101,107,66,118
170,product-170,31,103,136,147,219
171,product-171,108,120,83,200,170
172,product-172,100,155,158,104,108
173,product-173,180,238,130,82,100
174,product-174,89,140,58,95,24
175,product-175,188,238,67,59,159
176,product-176,263,276,110,110,145
177,product-177,98,184,162,160,109
178,product-178,102,191,67,151,114
179,product-179,198,277,152,230,207
180,product-180,101,153,111,141,87
181,product-181,222,293,90,171,67
182,product-182,86,95,23,235,222
183,product-183,250,306,72,148,210
184,product-184,137,184,143,47,205
185,product-185,166,187,221,71,131
186,product-186,66,146,199,73,158
187,product-187,161,232,8,196,134
188,product-188,17,75,146,117,79
189,product-189,89,155,199,70,194
190,product-190,50,101,102,80,125
191,product-191,96,167,53,147,60
192,product-192,185,226,147,154,79
193,product-193,58,116,77,102,187
194,product-194,83,118,185,126,122
195,product-195,0,74,200,67,86
196,product-196,32,45,146,200,73
197,product-197,135,229,200,107,193
198,product-198,255,343,122,216,86
199,product-199,125,137,164,152,156
200,product-200,200,207,130,178,86
201,product-201,195,211,11,140,227
202,product-202,168,258,236,36,99
203,product-203,217,292,63,122,10
204,product-204,47,54,152,85,142
205,product-205,48,131,184,42,62
206,product-206,198,271,32,203,116
207,product-207,131,221,17,149,148
208,product-208,133,145,128,181,185
209,product-209,166,219,188,236,48
210,product-210,200,262,187,125,119
211,product-211,49,90,135,155,25
212,product-212,68,73,114,96,18
213,product-213,214,286,59,101,81
214,product-214,210,257,157,40,232
215,product-215,230,289,50,138,109
216,product-216,124,125,188,181,87
217,product-217,237,303,145,190,49
218,product-218,141,144,73,31,209
219,product-219,66,84,9,49,42
220,product-220,233,281,63,41,86
221,product-221,83,101,96,217,62
222,product-222,90,95,70,81,144
223,product-223,14,20,127,94,92
224,product-224,53,64,206,117,20
225,product-225,43,58,213,152,25
226,product-226,136,152,118,38,138
227,product-227,194,281,64,97,71
228,product-228,55,132,263,52,102
229,product-229,8,66,84,128,173
230,product-230,155,187,159,248,145
231,product-231,161,235,59,176,50
232,product-232,115,154,25,191,84
233,product-233,45,89,180,178,132
234,product-234,80,125,155,136,183
235,product-235,153,190,73,195,174
236,product-236,167,241,147,146,202
237,product-237,26,28,124,34,51
238,product-238,109,155,95,146,176
239,product-239,194,285,98,141,186
240,product-240,173,210,133,146,172
241,product-241,149,172,122,106,161
242,product-242,87,166,95,154,80
243,product-243,183,207,53,128,220
244,product-244,134,194,121,175,73
245,product-245,115,190,72,36,92
246,product-246,52,63,168,88,65
247,product-247,191,245,136,196,100
248,product-248,32,81,69,77,215
249,product-249,195,244,96,100,61
250,product-250,107,114,230,90,138
251,product-251,124,203,204,37,152
252,product-252,177,222,237,207,141
253,product-253,74,83,15,224,113
254,product-254,165,241,130,117,209
255,product-255,267,286,166,210,172
256,product-256,210,300,96,45,247
257,product-257,22,69,184,192,82
258,product-258,102,194,153,158,52
259,product-259,60,128,144,126,121
260,product-260,68,136,15,182,68
261,product-261,240,283,164,66,90
262,product-262,121,174,176,228,114
263,product-263,165,224,28,125,55
264,product-264,94,122,117,26,115
265,product-265,82,134,222,95,182
266,product-266,38,96,98,54,32
267,product-267,167,246,86,83,90
