id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,customer-1,205,254,161,34,37
2,customer-2,196,281,76,123,129
3,customer-3,75,85,145,56,147
4,customer-4,99,100,194,6,4
5,customer-5,215,299,184,11,18
6,customer-6,175,184,214,0,0
7,customer-7,35,35,11,189,8
8,customer-8,231,314,114,88,112
9,customer-9,141,223,105,100,100
10,customer-10,132,164,23,19,177
11,customer-11,108,186,151,53,45
12,customer-12,160,168,0,0,244
13,customer-13,108,168,8,189,13
14,customer-14,92,144,190,9,10
15,customer-15,54,136,144,52,149
16,customer-16,151,160,16,10,188
17,customer-17,151,223,0,0,262
18,customer-18,97,135,125,128,74
19,customer-19,46,66,109,94,102
20,customer-20,65,101,169,31,165
21,customer-21,47,113,110,108,88
22,customer-22,252,306,79,120,126
23,customer-23,166,180,142,149,53
24,customer-24,176,224,35,43,160
25,customer-25,45,62,72,125,132
26,customer-26,201,279,0,0,207
27,customer-27,218,297,14,189,11
28,customer-28,111,208,119,85,118
29,customer-29,88,175,29,32,168
30,customer-30,167,168,0,0,230
31,customer-31,125,155,183,13,12
32,customer-32,34,51,53,50,152
33,customer-33,24,57,145,58,50
34,customer-34,93,106,196,4,7
35,customer-35,31,85,102,96,109
36,customer-36,116,152,106,103,98
37,customer-37,66,119,0,9,195
38,customer-38,248,311,2,197,4
39,customer-39,111,146,0,6,198
40,customer-40,12,82,98,100,99
41,customer-41,183,241,183,13,15
42,customer-42,201,259,0,3,202
43,customer-43,64,155,89,80,116
44,customer-44,120,143,113,89,113
45,customer-45,155,249,161,39,43
46,customer-46,87,165,84,117,85
47,customer-47,66,141,194,4,6
48,customer-48,66,85,0,222,0
49,customer-49,164,166,44,152,53
50,customer-50,82,141,111,89,92
51,customer-51,74,123,132,130,71
52,customer-52,74,107,125,75,126
53,customer-53,8,80,91,114,84
54,customer-54,188,222,91,91,107
55,customer-55,103,162,163,40,37
56,customer-56,126,167,77,85,119
57,customer-57,165,258,47,155,48
58,customer-58,113,145,145,50,152
59,customer-59,120,165,175,30,22
60,customer-60,86,120,0,0,238
61,customer-61,95,127,22,22,181
62,customer-62,171,237,100,97,96
63,customer-63,73,79,85,118,82
64,customer-64,231,323,155,46,41
65,customer-65,165,225,28,173,31
66,customer-66,40,116,137,60,137
67,customer-67,90,188,157,150,48
68,customer-68,143,224,182,15,184
69,customer-69,41,86,96,98,103
70,customer-70,86,129,58,147,141
71,customer-71,205,293,177,24,176
72,customer-72,89,131,169,28,26
73,customer-73,215,282,0,211,0
74,customer-74,201,294,0,207,0
75,customer-75,162,214,56,148,49
76,customer-76,142,211,176,26,179
77,customer-77,32,108,28,38,167
78,customer-78,120,178,79,78,123
79,customer-79,138,140,145,60,135
80,customer-80,175,260,42,163,38
81,customer-81,166,249,64,132,63
82,customer-82,69,126,105,90,106
83,customer-83,148,184,25,20,176
84,customer-84,156,159,39,35,163
85,customer-85,184,251,59,57,143
86,customer-86,175,226,171,32,28
87,customer-87,203,292,65,133,133
88,customer-88,159,207,0,0,206
89,customer-89,35,58,82,120,80
90,customer-90,181,226,170,27,169
91,customer-91,92,97,142,60,60
92,customer-92,36,75,76,74,126
93,customer-93,57,107,46,158,37
94,customer-94,171,184,131,74,123
95,customer-95,84,110,125,74,70
96,customer-96,107,110,177,18,21
97,customer-97,121,193,145,51,147
98,customer-98,26,43,17,183,22
99,customer-99,140,144,117,85,114
100,customer-100,176,215,70,65,134
101,customer-101,70,134,132,63,69
102,customer-102,97,131,204,0,0
103,customer-103,160,175,0,0,223
104,customer-104,59,97,78,121,126
105,customer-105,184,254,192,186,9
106,customer-106,159,171,194,10,4
107,customer-107,225,300,16,182,184
108,customer-108,153,200,130,132,68
109,customer-109,121,149,163,170,33
110,customer-110,19,30,51,152,47
111,customer-111,145,219,187,191,10
112,customer-112,69,80,117,83,118
113,customer-113,98,139,68,65,134
114,customer-114,4,96,103,102,94
115,customer-115,121,208,114,114,85
116,customer-116,221,253,150,146,55
117,customer-117,170,245,63,140,64
118,customer-118,105,150,132,64,135
119,customer-119,68,109,141,54,148
120,customer-120,217,298,101,104,101
121,customer-121,79,125,103,101,100
122,customer-122,174,269,148,57,51
123,customer-123,189,242,118,119,77
124,customer-124,174,237,80,81,118
125,customer-125,92,143,71,131,73
126,customer-126,146,228,162,34,40
127,customer-127,69,105,81,86,116
128,customer-128,109,114,59,67,137
129,customer-129,141,148,49,46,149
130,customer-130,180,207,75,120,80
131,customer-131,190,271,103,98,96
132,customer-132,28,93,64,65,131
133,customer-133,79,147,32,35,166
134,customer-134,53,72,0,0,209
135,customer-135,169,182,108,93,97
136,customer-136,76,85,209,0,0
137,customer-137,152,180,165,39,33
138,customer-138,61,67,13,8,190
139,customer-139,123,155,83,91,113
140,customer-140,193,193,171,29,26
141,customer-141,19,42,77,79,121
142,customer-142,174,217,64,61,140
143,customer-143,48,99,87,118,118
144,customer-144,65,136,68,131,65
145,customer-145,181,237,45,53,152
146,customer-146,180,260,13,20,183
147,customer-147,199,258,104,108,92
148,customer-148,192,214,21,174,183
149,customer-149,107,164,30,37,166
150,customer-150,103,133,2,1,196
151,customer-151,210,220,22,183,16
152,customer-152,100,100,0,206,0
153,customer-153,129,186,19,19,181
154,customer-154,78,145,26,22,175
155,customer-155,127,155,3,197,5
156,customer-156,189,283,7,3,196
157,customer-157,91,131,172,172,23
158,customer-158,250,323,129,66,66
159,customer-159,46,132,96,99,103
160,customer-160,59,114,83,119,76
161,customer-161,249,307,99,91,104
162,customer-162,103,177,82,121,84
163,customer-163,60,93,173,26,26
164,customer-164,211,254,11,189,7
165,customer-165,123,125,0,0,267
166,customer-166,61,122,0,225,0
167,customer-167,74,156,193,5,11
168,customer-168,42,92,208,0,0
169,customer-169,146,169,104,97,102
170,customer-170,37,57,49,151,151
171,customer-171,224,261,146,58,142
172,customer-172,98,191,97,92,104
173,customer-173,117,157,48,156,157
174,customer-174,125,166,169,30,35
175,customer-175,64,143,49,147,56
176,customer-176,85,87,98,100,97
177,customer-177,149,185,129,129,71
178,customer-178,170,176,202,0,0
179,customer-179,177,184,150,47,53
180,customer-180,168,205,156,162,39
181,customer-181,25,99,161,38,159
182,customer-182,178,200,118,84,79
183,customer-183,107,181,130,69,126
184,customer-184,123,147,111,110,88
185,customer-185,59,139,58,58,138
186,customer-186,227,268,81,122,123
187,customer-187,146,236,126,119,76
188,customer-188,199,228,0,0,225
189,customer-189,71,120,99,102,104
190,customer-190,54,65,13,191,7
191,customer-191,67,111,116,89,110
192,customer-192,186,252,111,90,107
193,customer-193,130,203,104,101,98
194,customer-194,43,130,0,196,9
195,customer-195,72,153,12,188,16
196,customer-196,55,75,129,72,123
197,customer-197,57,89,0,214,0
198,customer-198,70,80,23,22,173
199,customer-199,121,163,85,119,118
200,customer-200,183,217,7,5,194
201,customer-201,209,252,141,138,59
202,customer-202,79,159,143,147,56
203,customer-203,251,320,16,185,17
204,customer-204,155,177,129,74,67
205,customer-205,213,229,0,0,245
206,customer-206,221,304,136,64,140
207,customer-207,239,246,122,80,78
208,customer-208,225,239,53,51,147
209,customer-209,159,228,41,154,44
210,customer-210,121,179,14,181,22
211,customer-211,221,302,75,68,127
212,customer-212,200,280,186,14,16
213,customer-213,127,192,0,0,250
214,customer-214,114,120,231,0,0
215,customer-215,197,229,147,57,51
216,customer-216,136,188,68,131,67
217,customer-217,163,181,26,174,31
218,customer-218,14,85,197,3,0
219,customer-219,49,104,56,50,149
220,customer-220,37,46,67,128,135
221,customer-221,201,224,61,52,143
222,customer-222,60,108,103,102,100
223,customer-223,109,122,74,128,76
224,customer-224,48,68,115,84,116
225,customer-225,92,154,190,190,11
226,customer-226,110,152,149,151,49
227,customer-227,74,99,60,140,138
228,customer-228,7,54,43,162,43
229,customer-229,151,190,0,0,219
230,customer-230,200,248,176,19,177
231,customer-231,236,318,0,0,245
232,customer-232,79,105,53,142,61
233,customer-233,218,265,0,0,214
234,customer-234,99,187,103,94,101
235,customer-235,32,102,85,85,120
236,customer-236,158,171,190,9,11
237,customer-237,116,188,183,16,22
238,customer-238,118,191,214,0,0
239,customer-239,123,182,105,106,92
240,customer-240,49,66,119,124,81
241,customer-241,192,205,13,15,186
242,customer-242,110,133,137,140,60
243,customer-243,189,263,155,47,42
244,customer-244,146,155,92,106,95
245,customer-245,130,213,22,177,173
246,customer-246,134,220,17,186,188
247,customer-247,53,102,0,211,0
248,customer-248,58,102,0,0,210
249,customer-249,181,239,113,121,83
250,customer-250,72,138,58,146,50
251,customer-251,145,191,154,151,49
252,customer-252,175,274,111,90,90
253,customer-253,35,43,132,128,68
254,customer-254,126,178,78,120,126
255,customer-255,45,87,40,160,35
256,customer-256,121,175,99,99,105
257,customer-257,145,159,97,107,95
258,customer-258,104,194,134,63,69
259,customer-259,158,161,202,0,0
260,customer-260,156,188,38,164,163
261,customer-261,103,135,69,133,128
262,customer-262,81,180,0,202,0
263,customer-263,182,218,1,6,194
264,customer-264,167,198,149,51,51
265,customer-265,164,176,160,40,160
266,customer-266,203,227,36,167,169
267,customer-267,186,247,0,0,234
268,customer-268,165,203,179,182,16
269,customer-269,214,295,3,2,201
270,customer-270,122,138,39,166,157
271,customer-271,139,218,78,79,117
272,customer-272,146,173,186,191,10
273,customer-273,73,138,125,72,76
274,customer-274,214,241,63,61,142
275,customer-275,95,171,55,142,149
276,customer-276,156,190,19,184,14
277,customer-277,189,261,247,0,0
278,customer-278,179,179,153,153,51
279,customer-279,73,163,23,174,29
280,customer-280,190,203,126,73,129
281,customer-281,123,167,133,128,67
282,customer-282,182,186,135,140,63
283,customer-283,139,189,36,41,164
284,customer-284,154,192,154,150,48
285,customer-285,127,210,102,105,93
286,customer-286,196,237,121,121,84
287,customer-287,116,199,173,29,169
288,customer-288,86,103,85,112,117
289,customer-289,147,150,163,35,41
290,customer-290,79,155,36,36,164
291,customer-291,109,127,55,147,56
292,customer-292,204,239,61,143,144
293,customer-293,170,238,96,97,104
294,customer-294,103,123,21,17,183
295,customer-295,264,357,43,158,42
296,customer-296,190,191,0,0,260
297,customer-297,88,154,109,96,107
298,customer-298,194,246,0,0,201
299,customer-299,87,165,159,162,42
300,customer-300,218,274,186,15,9
301,customer-301,22,96,72,133,69
302,customer-302,76,157,101,96,102
303,customer-303,63,144,192,6,10
304,customer-304,206,305,125,76,80
305,customer-305,102,153,41,155,43
306,customer-306,194,219,0,224,0
307,customer-307,66,107,153,44,42
308,customer-308,106,115,61,138,66
309,customer-309,35,69,85,83,112
310,customer-310,68,85,66,137,139
311,customer-311,119,211,102,109,93
312,customer-312,83,106,40,165,161
313,customer-313,173,267,42,38,162
314,customer-314,79,117,156,47,49
315,customer-315,88,117,103,112,92
316,customer-316,160,172,129,75,73
317,customer-317,81,94,24,179,20
318,customer-318,94,97,119,82,115
319,customer-319,157,215,197,6,0
320,customer-320,162,203,240,0,0
321,customer-321,30,32,13,183,185
322,customer-322,52,91,77,122,123
323,customer-323,104,203,128,75,67
324,customer-324,143,182,129,126,70
325,customer-325,182,253,168,30,169
326,customer-326,91,123,96,105,104
327,customer-327,102,147,47,149,52
328,customer-328,68,144,69,73,132
329,customer-329,97,130,134,65,70
330,customer-330,226,279,117,78,124
331,customer-331,115,115,158,46,152
332,customer-332,189,228,21,31,174
333,customer-333,75,92,65,63,138
334,customer-334,103,192,90,95,108
335,customer-335,240,323,78,123,123
336,customer-336,169,261,181,190,15
337,customer-337,207,231,162,158,40
338,customer-338,134,210,87,118,79
339,customer-339,11,47,113,107,90
340,customer-340,103,116,115,115,88
341,customer-341,62,70,37,164,32
342,customer-342,216,292,0,265,0
343,customer-343,133,210,128,129,70
344,customer-344,24,42,40,161,41
345,customer-345,144,186,190,5,7
346,customer-346,280,355,147,54,143
347,customer-347,36,59,121,123,82
348,customer-348,196,202,46,48,153
349,customer-349,188,287,79,82,123
350,customer-350,10,71,18,19,181
351,customer-351,279,288,54,146,147
352,customer-352,179,214,57,139,59
353,customer-353,210,215,71,131,67
354,customer-354,202,292,131,64,134
355,customer-355,256,269,73,67,130
356,customer-356,16,40,206,0,0
357,customer-357,187,230,130,131,71
358,customer-358,76,120,89,109,107
359,customer-359,176,201,184,20,14
360,customer-360,91,125,0,232,0
361,customer-361,6,44,218,0,0
362,customer-362,173,174,63,136,61
363,customer-363,79,155,36,163,36
364,customer-364,227,237,50,148,148
365,customer-365,83,128,233,0,0
366,customer-366,63,129,172,176,29
367,customer-367,128,149,59,145,59
368,customer-368,24,117,57,139,58
369,customer-369,176,269,107,116,88
370,customer-370,154,182,114,84,112
371,customer-371,76,132,138,62,58
372,customer-372,202,233,93,85,112
373,customer-373,111,193,13,185,14
374,customer-374,178,184,139,64,134
375,customer-375,157,201,25,176,20
376,customer-376,228,249,137,65,68
377,customer-377,147,186,72,69,131
378,customer-378,168,227,125,72,127
379,customer-379,31,72,160,45,35
380,customer-380,125,217,152,153,43
381,customer-381,191,221,47,47,158
382,customer-382,41,97,147,52,55
383,customer-383,49,74,80,119,120
384,customer-384,143,223,96,99,105
385,customer-385,173,233,190,14,15
386,customer-386,92,114,217,0,0
387,customer-387,149,176,69,67,131
388,customer-388,4,75,142,146,56
389,customer-389,13,15,71,133,70
390,customer-390,23,111,52,147,152
391,customer-391,88,163,85,118,120
392,customer-392,82,160,208,0,0
393,customer-393,72,145,51,48,148
394,customer-394,173,267,80,124,80
395,customer-395,107,181,9,11,193
396,customer-396,138,152,140,60,144
397,customer-397,193,221,147,142,57
398,customer-398,204,218,9,11,191
399,customer-399,80,147,88,81,115
400,customer-400,71,131,136,134,66
401,customer-401,178,261,0,0,222
