id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,94,173,12,158,153
2,product-2,11,46,54,84,129
3,product-3,70,73,120,184,134
4,product-4,87,114,111,203,26
5,product-5,238,310,273,124,222
6,product-6,69,127,34,62,114
7,product-7,35,80,231,119,45
8,product-8,212,285,42,120,206
9,product-9,83,138,145,106,134
10,product-10,183,258,213,67,122
11,product-11,174,236,33,117,147
12,product-12,184,271,90,52,54
13,product-13,68,139,71,193,223
14,product-14,227,266,112,131,200
15,product-15,226,283,131,160,92
16,product-16,156,217,202,66,112
17,product-17,195,258,200,45,152
18,product-18,105,195,76,196,129
19,product-19,181,206,113,58,47
20,product-20,127,137,176,97,211
21,product-21,4,28,120,123,86
22,product-22,67,95,202,160,136
23,product-23,125,164,185,83,126
24,product-24,216,303,109,180,86
25,product-25,114,133,133,49,238
26,product-26,50,64,168,7,169
27,product-27,64,153,210,183,212
28,product-28,69,75,76,121,9
29,product-29,157,195,115,151,63
30,product-30,85,107,102,109,182
31,product-31,43,114,45,140,93
32,product-32,134,176,42,160,198
33,product-33,161,196,1,101,233
34,product-34,18,59,141,159,137
35,product-35,200,262,132,28,133
36,product-36,99,183,122,102,57
37,product-37,18,69,167,203,162
38,product-38,85,115,150,139,84
39,product-39,200,258,161,83,1
40,product-40,217,218,92,148,141
41,product-41,182,192,49,191,129
42,product-42,106,139,215,129,162
43,product-43,21,89,140,117,159
44,product-44,189,244,21,191,106
45,product-45,43,66,165,147,131
46,product-46,51,103,116,183,61
47,product-47,188,205,200,33,111
48,product-48,170,178,48,113,94
49,product-49,51,90,41,193,116
50,product-50,176,241,173,111,200
51,product-51,92,116,75,185,133
52,product-52,110,183,69,129,69
53,product-53,34,58,125,92,115
54,product-54,138,178,219,176,105
55,product-55,149,163,191,214,195
56,product-56,45,67,3,68,105
57,product-57,178,195,100,121,63
58,product-58,124,189,251,207,50
59,product-59,80,147,76,68,73
60,product-60,204,215,187,155,149
61,product-61,116,151,107,25,13
62,product-62,196,228,162,193,29
63,product-63,157,233,16,43,117
64,product-64,82,100,80,184,84
65,product-65,200,240,119,89,74
66,product-66,263,312,41,35,205
67,product-67,75,75,146,188,30
68,product-68,207,269,96,77,42
69,product-69,168,176,153,36,163
70,product-70,163,210,143,84,147
71,product-71,101,140,253,61,73
72,product-72,99,103,133,165,22
73,product-73,14,46,185,40,199
74,product-74,73,145,57,129,56
75,product-75,51,94,151,55,97
76,product-76,25,49,210,199,152
77,product-77,66,132,175,126,186
