id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,customer-1,77,150,179,132,77
2,customer-2,70,113,132,14,185
3,customer-3,69,131,64,119,126
4,customer-4,196,253,175,245,100
5,customer-5,201,255,83,82,104
6,customer-6,46,135,28,134,72
7,customer-7,120,177,167,126,233
8,customer-8,157,214,152,15,118
9,customer-9,135,199,125,115,76
10,customer-10,210,306,48,83,70
11,customer-11,188,217,154,120,56
12,customer-12,146,181,233,101,14
13,customer-13,29,99,168,157,175
14,customer-14,108,149,78,258,125
15,customer-15,161,248,232,136,154
16,customer-16,119,194,157,105,182
17,customer-17,78,128,199,16,23
18,customer-18,233,281,217,114,127
19,customer-19,144,207,130,183,202
20,customer-20,131,193,58,184,135
21,customer-21,43,100,84,131,136
22,customer-22,155,180,207,25,67
23,customer-23,264,283,31,49,122
24,customer-24,114,184,186,133,150
25,customer-25,95,102,120,43,189
26,customer-26,140,223,19,238,129
27,customer-27,54,101,170,192,124
28,customer-28,109,126,212,217,105
29,customer-29,244,276,110,94,111
30,customer-30,193,241,119,179,52
31,customer-31,182,202,193,63,92
32,customer-32,255,302,32,105,170
33,customer-33,10,59,91,30,68
34,customer-34,199,203,204,138,117
35,customer-35,172,221,91,117,118
36,customer-36,103,143,84,68,96
37,customer-37,163,201,84,55,97
38,customer-38,14,73,213,93,67
39,customer-39,211,271,75,19,172
40,customer-40,35,77,193,91,138
41,customer-41,106,148,92,123,141
42,customer-42,72,159,71,53,112
43,customer-43,77,151,138,68,132
44,customer-44,153,219,190,134,194
45,customer-45,53,124,159,280,206
46,customer-46,141,229,181,161,61
47,customer-47,220,251,140,185,62
48,customer-48,30,103,172,67,122
49,customer-49,97,165,145,216,240
50,customer-50,200,261,69,117,109
51,customer-51,73,160,22,25,50
52,customer-52,220,256,73,136,120
53,customer-53,179,179,194,11,181
54,customer-54,147,219,140,163,99
55,customer-55,80,103,166,102,84
56,customer-56,207,296,172,199,129
57,customer-57,129,137,205,112,50
58,customer-58,122,146,184,81,115
59,customer-59,202,278,210,215,164
60,customer-60,190,226,50,196,136
61,customer-61,84,118,111,62,72
62,customer-62,44,63,65,136,185
63,customer-63,171,242,60,136,75
64,customer-64,9,66,33,40,67
65,customer-65,91,93,50,187,25
66,customer-66,70,121,186,172,136
67,customer-67,155,243,86,90,24
68,customer-68,69,142,40,118,124
69,customer-69,54,100,60,149,81
70,customer-70,30,46,114,219,146
71,customer-71,49,71,38,87,185
72,customer-72,55,98,44,237,43
73,customer-73,91,112,182,140,173
74,customer-74,35,48,195,142,188
75,customer-75,257,280,152,26,58
76,customer-76,124,149,110,215,38
77,customer-77,137,148,43,31,54
78,customer-78,194,249,25,195,138
79,customer-79,117,168,210,100,134
80,customer-80,19,71,132,1,127
81,customer-81,184,274,132,73,148
82,customer-82,61,96,119,148,60
83,customer-83,31,79,156,111,160
84,customer-84,172,258,179,51,56
85,customer-85,39,81,155,147,83
86,customer-86,109,208,19,209,187
87,customer-87,160,175,91,30,118
88,customer-88,191,206,45,215,175
89,customer-89,64,153,237,231,117
90,customer-90,57,108,53,182,118
91,customer-91,79,168,126,126,119
92,customer-92,233,307,111,258,199
93,customer-93,65,137,51,11,102
