id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,customer-1,18,102,23,27,114
2,customer-2,114,145,117,188,140
3,customer-3,109,112,108,24,105
4,customer-4,96,140,194,136,28
5,customer-5,120,160,30,181,198
6,customer-6,196,287,45,110,218
7,customer-7,225,266,36,252,102
8,customer-8,144,153,216,111,2
9,customer-9,14,73,98,122,40
10,customer-10,121,195,81,68,263
11,customer-11,172,252,173,100,193
12,customer-12,20,75,113,85,117
13,customer-13,211,308,179,77,126
14,customer-14,204,249,232,145,61
15,customer-15,279,283,30,175,90
16,customer-16,17,67,58,51,110
17,customer-17,115,208,65,60,208
18,customer-18,95,123,212,225,100
19,customer-19,66,100,78,37,40
20,customer-20,97,174,90,198,36
21,customer-21,111,112,70,184,208
22,customer-22,66,126,8,203,47
23,customer-23,125,199,40,124,56
24,customer-24,159,173,68,128,231
25,customer-25,68,155,167,152,67
26,customer-26,92,112,64,32,43
27,customer-27,20,105,122,182,84
28,customer-28,94,153,166,42,63
29,customer-29,199,229,157,100,80
30,customer-30,151,241,95,87,212
31,customer-31,213,299,216,169,179
32,customer-32,205,256,25,281,184
33,customer-33,98,116,193,54,182
34,customer-34,152,176,210,50,78
35,customer-35,41,69,112,125,189
36,customer-36,118,171,183,252,206
37,customer-37,124,173,27,28,159
38,customer-38,86,89,99,134,58
39,customer-39,130,212,179,48,198
40,customer-40,49,90,163,200,91
41,customer-41,68,152,79,143,135
42,customer-42,191,246,145,11,84
43,customer-43,115,201,199,105,114
44,customer-44,147,149,49,142,74
45,customer-45,182,272,61,146,47
46,customer-46,171,251,166,115,208
47,customer-47,146,172,227,37,129
48,customer-48,64,82,150,177,225
49,customer-49,122,158,22,87,120
50,customer-50,166,224,159,110,144
51,customer-51,90,164,118,107,55
52,customer-52,99,129,139,166,100
53,customer-53,162,230,212,126,93
54,customer-54,139,198,206,214,104
55,customer-55,104,192,185,233,225
56,customer-56,173,185,209,125,110
57,customer-57,231,254,233,222,57
58,customer-58,60,143,161,38,232
59,customer-59,177,193,54,85,112
60,customer-60,148,232,63,195,209
61,customer-61,121,193,153,197,38
62,customer-62,56,141,198,168,150
63,customer-63,117,198,76,104,46
64,customer-64,193,245,159,45,97
65,customer-65,104,183,125,105,226
66,customer-66,36,47,64,129,69
67,customer-67,155,229,127,152,57
68,customer-68,143,170,189,228,261
69,customer-69,150,205,186,170,109
70,customer-70,11,44,237,138,112
71,customer-71,76,144,131,118,20
72,customer-72,83,123,147,161,143
73,customer-73,208,210,104,62,17
74,customer-74,202,209,119,82,79
75,customer-75,164,217,129,139,38
76,customer-76,209,269,179,118,158
77,customer-77,130,201,43,42,230
78,customer-78,105,145,64,51,177
79,customer-79,109,166,125,118,193
80,customer-80,24,46,173,13,234
81,customer-81,170,211,197,204,131
82,customer-82,126,160,100,174,96
83,customer-83,87,154,193,83,41
84,customer-84,65,143,170,155,173
85,customer-85,39,50,120,110,200
86,customer-86,121,217,207,273,150
87,customer-87,160,177,213,122,178
88,customer-88,99,148,101,36,27
89,customer-89,179,199,268,181,186
90,customer-90,162,177,126,107,136
91,customer-91,34,120,63,163,178
92,customer-92,41,45,284,113,189
93,customer-93,151,162,80,90,72
94,customer-94,83,149,164,205,32
95,customer-95,123,186,67,160,89
96,customer-96,37,80,156,150,94
97,customer-97,113,144,46,195,137
98,customer-98,83,101,60,205,70
99,customer-99,62,105,86,110,190
100,customer-100,97,138,28,238,56
101,customer-101,270,294,160,62,27
102,customer-102,205,272,146,79,58
103,customer-103,65,69,33,206,174
104,customer-104,82,174,44,126,163
105,customer-105,64,64,37,217,28
106,customer-106,48,54,64,102,145
107,customer-107,225,290,55,160,209
108,customer-108,125,149,83,33,183
109,customer-109,2,22,172,76,51
110,customer-110,261,350,47,116,178
111,customer-111,148,199,205,46,107
112,customer-112,128,208,179,181,94
113,customer-113,192,200,99,219,160
114,customer-114,71,83,199,100,217
115,customer-115,225,262,211,114,203
116,customer-116,166,228,176,182,138
117,customer-117,182,190,109,51,72
118,customer-118,154,217,261,158,154
119,customer-119,209,232,191,172,170
120,customer-120,28,75,220,108,79
121,customer-121,240,277,122,103,127
122,customer-122,157,194,13,51,46
123,customer-123,103,150,40,56,82
124,customer-124,184,226,38,132,231
125,customer-125,103,186,57,98,181
126,customer-126,22,64,213,166,66
127,customer-127,204,254,92,30,193
128,customer-128,133,211,151,213,99
129,customer-129,96,185,129,101,84
130,customer-130,67,120,226,138,56
131,customer-131,215,292,155,220,187
132,customer-132,79,85,140,87,97
133,customer-133,84,172,70,222,53
134,customer-134,150,211,99,177,119
135,customer-135,96,145,179,211,198
136,customer-136,70,82,57,102,202
137,customer-137,196,283,199,180,64
138,customer-138,76,86,16,169,219
139,customer-139,111,138,174,191,92
140,customer-140,123,215,15,92,138
141,customer-141,129,142,184,30,35
142,customer-142,127,163,97,221,179
143,customer-143,199,267,179,153,124
144,customer-144,26,78,125,158,114
145,customer-145,164,171,179,93,117
146,customer-146,209,233,179,42,97
147,customer-147,80,89,191,111,13
148,customer-148,167,181,84,83,10
149,customer-149,72,97,57,127,66
150,customer-150,146,180,36,70,83
151,customer-151,185,270,146,191,181
152,customer-152,82,118,191,41,5
153,customer-153,83,142,103,57,126
154,customer-154,170,184,160,216,71
155,customer-155,119,162,202,124,157
156,customer-156,55,70,116,158,113
157,customer-157,54,84,99,137,45
158,customer-158,132,189,168,56,130
159,customer-159,131,211,127,67,65
160,customer-160,178,218,190,31,132
161,customer-161,173,249,158,142,195
162,customer-162,171,218,96,114,87
163,customer-163,174,187,144,160,256
164,customer-164,181,263,197,100,65
165,customer-165,205,243,209,171,153
166,customer-166,22,52,139,48,157
167,customer-167,96,100,101,195,150
168,customer-168,217,261,180,81,160
169,customer-169,195,208,51,71,117
170,customer-170,55,89,130,185,129
171,customer-171,65,128,154,28,95
172,customer-172,187,235,218,81,26
173,customer-173,122,165,98,173,81
174,customer-174,101,135,184,203,152
175,customer-175,175,200,172,177,218
176,customer-176,111,133,98,103,169
177,customer-177,137,184,57,71,175
178,customer-178,145,228,13,209,235
179,customer-179,104,181,22,43,130
180,customer-180,182,233,174,208,68
181,customer-181,181,244,137,246,96
