id,label,ts_in,ts_out,dim_0,dim_1
1,product-1,18,52,141,93
2,product-2,214,263,207,148
3,product-3,15,96,67,148
4,product-4,121,204,125,14
5,product-5,58,60,36,57
6,product-6,108,155,166,192
7,product-7,188,273,120,103
8,product-8,71,136,162,163
9,product-9,190,232,170,104
10,product-10,70,155,158,38
11,product-11,126,180,209,18
12,product-12,139,200,117,38
13,product-13,41,86,180,140
14,product-14,14,55,78,48
15,product-15,111,202,97,151
16,product-16,131,216,63,245
17,product-17,16,37,98,53
18,product-18,86,151,126,136
19,product-19,110,199,101,243
20,product-20,206,300,66,221
21,product-21,224,289,135,56
22,product-22,161,204,142,81
23,product-23,44,117,183,54
24,product-24,71,133,112,149
25,product-25,54,143,209,174
26,product-26,108,169,82,174
27,product-27,184,204,198,229
28,product-28,175,178,34,196
29,product-29,20,77,90,21
30,product-30,228,315,122,135
31,product-31,23,50,55,218
32,product-32,128,147,94,100
33,product-33,24,115,31,100
34,product-34,34,50,83,151
35,product-35,158,161,5,40
36,product-36,262,347,63,228
37,product-37,124,173,194,70
38,product-38,138,181,80,253
39,product-39,155,239,49,163
40,product-40,33,85,145,194
41,product-41,138,144,78,67
42,product-42,183,193,35,47
43,product-43,143,224,111,222
44,product-44,136,223,246,152
45,product-45,145,172,118,124
46,product-46,139,188,135,225
47,product-47,66,154,207,93
48,product-48,221,227,210,109
49,product-49,57,109,105,101
50,product-50,65,152,42,78
51,product-51,153,206,59,83
52,product-52,122,191,136,68
53,product-53,94,133,130,241
54,product-54,77,132,109,78
55,product-55,153,197,48,177
56,product-56,228,304,201,199
57,product-57,53,82,42,99
58,product-58,86,92,155,78
59,product-59,9,103,202,153
60,product-60,98,135,125,136
61,product-61,225,288,98,159
62,product-62,112,168,83,103
63,product-63,115,200,178,72
64,product-64,184,243,91,168
65,product-65,116,184,52,49
66,product-66,146,181,217,150
67,product-67,188,195,38,102
68,product-68,181,214,76,140
69,product-69,94,109,21,200
70,product-70,167,217,44,203
71,product-71,186,267,39,129
72,product-72,149,155,96,105
73,product-73,160,242,223,156
74,product-74,214,220,107,210
75,product-75,191,210,105,90
76,product-76,206,286,128,127
77,product-77,144,212,53,110
78,product-78,150,156,163,88
79,product-79,122,126,166,103
80,product-80,61,140,124,57
81,product-81,33,55,17,105
82,product-82,139,145,159,143
83,product-83,167,212,36,31
84,product-84,164,234,121,97
85,product-85,24,93,188,200
86,product-86,60,81,67,151
87,product-87,136,210,39,186
88,product-88,75,140,122,61
89,product-89,43,91,156,123
90,product-90,108,178,159,143
91,product-91,156,242,143,95
92,product-92,88,128,100,167
93,product-93,117,141,18,173
94,product-94,173,263,170,217
95,product-95,171,271,198,51
96,product-96,42,126,211,228
97,product-97,49,138,142,53
98,product-98,123,192,53,32
99,product-99,135,149,80,142
100,product-100,73,146,169,117
