id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,customer-1,78,85,196,6,198
2,customer-2,199,239,92,110,110
3,customer-3,200,242,119,76,86
4,customer-4,146,159,67,137,138
5,customer-5,83,143,126,75,70
6,customer-6,53,75,129,131,73
7,customer-7,42,69,23,29,176
8,customer-8,100,121,81,120,122
9,customer-9,124,171,13,185,183
10,customer-10,238,266,71,134,66
11,customer-11,141,176,140,55,57
12,customer-12,174,240,24,181,19
13,customer-13,118,138,76,119,83
14,customer-14,68,100,238,0,0
15,customer-15,85,109,141,143,59
16,customer-16,97,142,142,55,53
17,customer-17,113,148,35,160,44
18,customer-18,90,94,0,0,225
19,customer-19,38,75,24,174,172
20,customer-20,125,142,104,92,113
21,customer-21,143,220,163,34,171
22,customer-22,191,264,13,189,13
23,customer-23,42,110,247,0,0
24,customer-24,143,229,74,126,123
25,customer-25,158,235,107,90,110
26,customer-26,145,222,72,131,126
27,customer-27,74,145,91,113,112
28,customer-28,177,259,104,92,93
29,customer-29,165,171,14,187,10
30,customer-30,172,253,94,105,92
31,customer-31,154,159,65,72,132
32,customer-32,158,187,32,168,166
33,customer-33,171,190,140,144,58
34,customer-34,159,159,125,128,71
35,customer-35,159,259,133,68,71
36,customer-36,189,196,5,200,0
37,customer-37,211,295,123,116,82
38,customer-38,221,305,172,29,26
39,customer-39,116,184,158,42,160
40,customer-40,116,191,115,90,107
41,customer-41,151,180,96,90,109
42,customer-42,169,260,31,35,164
43,customer-43,91,154,149,50,52
44,customer-44,76,97,185,10,19
45,customer-45,253,301,166,31,38
46,customer-46,234,272,8,189,16
47,customer-47,16,106,148,54,146
48,customer-48,111,177,76,128,68
49,customer-49,28,86,41,160,163
50,customer-50,139,217,54,151,47
