id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,customer-1,84,151,150,157,171
2,customer-2,203,224,206,193,104
3,customer-3,171,232,228,79,85
4,customer-4,17,104,48,160,161
5,customer-5,55,75,150,154,72
6,customer-6,141,229,237,226,242
7,customer-7,115,120,70,78,82
8,customer-8,140,182,122,36,210
9,customer-9,161,221,72,162,172
10,customer-10,96,109,222,279,184
11,customer-11,79,116,28,151,175
12,customer-12,192,199,125,146,186
13,customer-13,110,141,110,101,191
14,customer-14,39,75,102,183,36
15,customer-15,48,106,79,26,74
16,customer-16,56,120,157,214,203
17,customer-17,222,295,100,132,168
18,customer-18,59,78,74,238,235
19,customer-19,54,105,13,214,194
20,customer-20,34,51,191,42,46
21,customer-21,132,139,144,125,216
22,customer-22,184,207,88,131,134
23,customer-23,67,134,70,136,96
24,customer-24,104,162,115,105,58
25,customer-25,206,268,167,121,168
26,customer-26,175,214,58,69,49
27,customer-27,149,230,43,77,146
28,customer-28,65,106,111,217,54
29,customer-29,74,126,101,115,169
30,customer-30,65,142,106,87,248
31,customer-31,162,204,90,212,194
32,customer-32,134,193,59,104,108
33,customer-33,209,299,211,71,218
34,customer-34,134,173,145,178,70
35,customer-35,104,125,107,213,103
36,customer-36,242,276,87,105,176
37,customer-37,80,118,15,76,80
38,customer-38,89,108,143,95,166
39,customer-39,41,67,199,199,13
40,customer-40,231,316,135,78,53
41,customer-41,166,166,85,194,137
42,customer-42,66,156,147,11,5
43,customer-43,79,116,180,35,79
44,customer-44,115,168,143,103,186
45,customer-45,66,141,63,79,76
46,customer-46,76,87,58,166,139
47,customer-47,108,120,132,99,109
48,customer-48,66,114,209,77,14
49,customer-49,48,97,24,69,119
50,customer-50,254,299,186,119,57
