id,label,ts_in,ts_out,dim_0,dim_1
1,customer-1,75,83,137,78
2,customer-2,196,294,50,36
3,customer-3,140,215,142,146
4,customer-4,155,172,240,134
5,customer-5,206,255,109,134
6,customer-6,103,165,81,54
7,customer-7,193,207,129,71
8,customer-8,142,194,82,186
9,customer-9,137,200,119,197
10,customer-10,75,142,24,147
11,customer-11,27,61,174,88
12,customer-12,123,162,68,152
13,customer-13,93,126,199,66
14,customer-14,86,106,145,128
15,customer-15,206,287,39,146
16,customer-16,111,170,85,179
17,customer-17,124,217,160,158
18,customer-18,175,258,219,71
19,customer-19,113,184,65,215
20,customer-20,78,154,40,80
21,customer-21,226,246,101,77
22,customer-22,57,136,107,198
23,customer-23,187,247,62,83
24,customer-24,80,161,125,239
25,customer-25,123,216,102,30
26,customer-26,171,218,131,126
27,customer-27,141,197,116,77
28,customer-28,153,177,6,227
29,customer-29,137,189,78,130
30,customer-30,96,111,137,198
31,customer-31,128,168,172,85
32,customer-32,26,70,63,104
33,customer-33,119,169,174,210
34,customer-34,168,239,24,55
35,customer-35,216,230,70,143
36,customer-36,194,200,82,208
37,customer-37,136,157,108,148
38,customer-38,58,65,205,202
39,customer-39,129,215,67,55
40,customer-40,184,282,73,53
41,customer-41,106,180,61,228
42,customer-42,57,80,156,205
43,customer-43,71,84,195,105
44,customer-44,92,166,27,183
45,customer-45,205,281,156,92
46,customer-46,222,273,161,231
47,customer-47,56,83,47,278
48,customer-48,41,63,107,132
49,customer-49,52,98,58,209
50,customer-50,73,114,118,36
51,customer-51,125,189,139,260
52,customer-52,132,151,192,71
53,customer-53,93,182,229,182
54,customer-54,123,126,152,139
55,customer-55,28,72,23,16
56,customer-56,129,137,98,130
57,customer-57,68,142,98,157
58,customer-58,113,168,56,103
59,customer-59,148,240,58,134
60,customer-60,5,33,110,154
61,customer-61,92,169,67,214
62,customer-62,187,283,65,105
63,customer-63,46,74,38,83
64,customer-64,124,176,115,188
65,customer-65,212,296,170,31
66,customer-66,105,167,66,49
67,customer-67,42,66,157,97
68,customer-68,145,194,199,113
69,customer-69,206,238,185,231
70,customer-70,123,149,141,244
71,customer-71,89,140,166,165
72,customer-72,95,118,188,207
73,customer-73,25,61,208,222
74,customer-74,218,306,155,46
75,customer-75,46,66,98,176
76,customer-76,58,136,157,157
77,customer-77,46,69,193,237
78,customer-78,223,258,100,167
79,customer-79,210,218,120,175
80,customer-80,143,190,159,142
81,customer-81,37,115,164,39
82,customer-82,15,55,200,178
83,customer-83,94,122,26,199
84,customer-84,50,91,28,76
85,customer-85,171,181,49,118
86,customer-86,245,320,142,119
87,customer-87,89,89,109,124
88,customer-88,40,49,164,80
89,customer-89,40,103,128,27
90,customer-90,224,271,63,50
91,customer-91,133,172,100,112
92,customer-92,42,101,39,91
93,customer-93,79,97,158,196
94,customer-94,195,209,103,230
95,customer-95,114,145,94,123
96,customer-96,85,175,146,18
97,customer-97,100,129,98,138
98,customer-98,53,135,150,198
99,customer-99,183,190,51,43
100,customer-100,103,118,107,171
