id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,147,195,119,84,81
2,product-2,155,242,101,100,104
3,product-3,196,225,43,156,43
4,product-4,125,195,143,57,138
5,product-5,128,146,101,102,101
6,product-6,127,195,101,97,95
7,product-7,227,260,232,0,0
8,product-8,219,219,91,90,107
9,product-9,164,252,0,0,215
10,product-10,158,222,47,149,49
11,product-11,126,193,166,39,39
12,product-12,83,137,83,85,116
13,product-13,153,234,201,1,0
14,product-14,188,242,24,22,176
15,product-15,221,290,73,73,127
16,product-16,57,124,196,2,1
17,product-17,203,297,55,146,52
18,product-18,127,148,264,0,0
19,product-19,109,151,105,106,98
20,product-20,96,183,243,0,0
21,product-21,154,190,16,183,16
22,product-22,75,77,72,131,65
23,product-23,72,108,119,86,111
24,product-24,174,272,60,145,60
25,product-25,101,144,75,127,70
26,product-26,83,173,157,159,45
27,product-27,218,258,43,160,42
28,product-28,193,230,13,184,186
29,product-29,144,217,72,80,123
30,product-30,155,200,162,37,160
31,product-31,70,105,151,53,143
32,product-32,88,160,0,0,205
33,product-33,120,121,128,77,127
34,product-34,161,202,0,240,0
35,product-35,32,67,262,0,0
36,product-36,96,161,0,0,232
37,product-37,123,169,64,135,134
38,product-38,219,272,153,44,153
39,product-39,139,218,52,147,146
40,product-40,137,157,124,79,76
41,product-41,42,100,18,19,184
42,product-42,195,269,60,145,142
43,product-43,207,303,20,23,176
44,product-44,127,132,0,213,0
45,product-45,121,151,171,33,27
46,product-46,96,157,143,139,59
47,product-47,32,122,76,125,73
48,product-48,180,216,113,114,88
49,product-49,107,126,133,70,63
50,product-50,61,103,97,103,101
51,product-51,211,261,108,110,87
52,product-52,158,208,87,115,81
53,product-53,137,156,96,104,100
54,product-54,141,219,45,43,156
55,product-55,43,62,134,68,136
56,product-56,71,126,179,181,17
57,product-57,85,146,22,17,178
58,product-58,98,163,83,118,122
59,product-59,105,178,176,27,26
60,product-60,91,118,5,191,197
61,product-61,195,273,104,93,103
62,product-62,40,73,35,166,30
63,product-63,91,161,148,57,47
64,product-64,106,176,55,52,144
65,product-65,82,159,0,226,0
66,product-66,215,287,149,152,51
67,product-67,109,202,168,165,36
68,product-68,60,90,187,8,11
69,product-69,138,233,4,5,191
70,product-70,194,273,66,130,68
71,product-71,167,192,0,199,0
72,product-72,104,200,28,174,169
73,product-73,133,155,145,50,54
74,product-74,147,230,150,45,48
75,product-75,37,83,87,108,90
76,product-76,96,117,162,154,41
77,product-77,157,183,26,178,173
78,product-78,74,142,22,27,174
79,product-79,233,303,172,26,177
80,product-80,58,69,142,144,57
81,product-81,67,114,13,190,12
82,product-82,52,69,100,93,105
83,product-83,175,195,91,106,98
84,product-84,158,158,36,164,162
85,product-85,220,278,177,28,19
86,product-86,137,217,40,163,165
87,product-87,141,171,0,202,0
88,product-88,74,142,97,106,99
89,product-89,107,116,198,0,0
90,product-90,117,176,83,114,122
91,product-91,56,69,0,208,0
92,product-92,61,83,136,136,69
93,product-93,193,279,165,165,34
94,product-94,103,119,0,203,0
95,product-95,200,217,258,0,0
96,product-96,97,117,138,63,140
97,product-97,107,153,159,43,43
98,product-98,19,27,159,40,44
99,product-99,165,239,137,139,65
100,product-100,123,143,136,65,61
101,product-101,26,44,169,33,171
102,product-102,81,118,58,59,145
103,product-103,216,232,168,32,30
104,product-104,197,204,132,72,132
105,product-105,64,155,145,56,140
106,product-106,157,202,32,165,40
107,product-107,79,88,0,0,206
108,product-108,216,245,0,207,0
109,product-109,90,188,93,90,110
110,product-110,156,227,107,97,107
111,product-111,97,108,126,73,72
112,product-112,156,238,165,163,40
113,product-113,205,299,241,0,0
114,product-114,156,199,0,0,249
115,product-115,40,61,41,155,43
116,product-116,196,216,118,86,110
117,product-117,99,137,154,49,148
118,product-118,227,262,132,73,68
119,product-119,184,205,168,164,32
120,product-120,93,103,24,171,176
121,product-121,178,244,68,132,134
122,product-122,23,87,80,124,79
123,product-123,93,175,86,89,113
124,product-124,147,183,0,220,0
125,product-125,154,232,89,79,116
126,product-126,36,122,17,17,184
127,product-127,93,157,157,153,43
128,product-128,184,240,182,18,15
129,product-129,134,179,197,8,4
130,product-130,29,35,162,38,34
131,product-131,93,130,22,17,179
132,product-132,148,168,0,231,0
133,product-133,200,236,70,126,75
134,product-134,107,188,170,35,33
135,product-135,53,79,19,176,176
136,product-136,169,191,134,62,141
137,product-137,155,234,156,155,45
138,product-138,124,151,26,30,173
139,product-139,64,118,0,0,212
140,product-140,109,138,43,41,159
141,product-141,112,125,36,160,35
142,product-142,99,180,131,64,69
143,product-143,73,83,10,186,193
144,product-144,191,243,53,43,152
145,product-145,33,75,51,145,52
146,product-146,19,33,251,0,0
147,product-147,53,66,97,108,94
148,product-148,73,87,52,49,150
149,product-149,149,189,172,26,179
150,product-150,122,150,76,126,127
151,product-151,238,325,148,50,155
152,product-152,240,319,79,116,80
153,product-153,24,105,51,146,147
154,product-154,246,300,72,127,74
155,product-155,231,243,12,187,185
156,product-156,165,191,117,82,116
157,product-157,122,144,0,0,204
158,product-158,184,203,95,96,100
159,product-159,195,287,166,32,166
160,product-160,46,105,78,122,127
161,product-161,76,80,168,28,175
162,product-162,77,119,64,135,68
163,product-163,63,78,79,123,78
164,product-164,88,175,133,62,67
165,product-165,156,247,132,65,67
166,product-166,243,285,32,171,29
167,product-167,125,149,5,8,197
168,product-168,189,286,214,0,0
169,product-169,263,327,113,86,90
170,product-170,103,188,50,150,45
171,product-171,190,246,177,182,22
172,product-172,168,225,14,184,184
173,product-173,130,145,0,218,0
174,product-174,40,119,158,161,43
175,product-175,30,93,181,14,183
176,product-176,72,132,104,110,92
177,product-177,102,155,173,32,28
178,product-178,249,294,90,89,106
179,product-179,174,176,0,209,0
180,product-180,178,257,139,135,66
181,product-181,80,124,18,15,180
182,product-182,195,288,0,204,0
183,product-183,14,44,40,160,39
184,product-184,55,87,0,0,237
185,product-185,114,178,129,69,129
186,product-186,164,238,133,72,124
187,product-187,71,128,122,122,78
188,product-188,160,165,121,74,81
189,product-189,123,167,13,185,14
190,product-190,40,134,133,62,66
191,product-191,91,122,190,15,184
192,product-192,216,244,101,97,100
193,product-193,88,91,176,174,24
194,product-194,45,52,137,58,142
195,product-195,80,110,34,27,170
196,product-196,203,212,121,77,83
197,product-197,214,282,175,28,30
198,product-198,62,96,85,82,118
199,product-199,171,264,112,86,113
200,product-200,125,169,159,43,41
201,product-201,104,182,19,181,19
202,product-202,231,317,26,30,172
203,product-203,177,214,0,238,0
204,product-204,223,274,131,139,64
205,product-205,100,169,73,64,131
206,product-206,68,150,67,136,130
207,product-207,151,241,47,57,148
208,product-208,190,227,19,182,20
209,product-209,121,163,0,0,227
210,product-210,112,178,113,88,109
211,product-211,149,229,200,4,0
212,product-212,102,188,47,149,52
213,product-213,157,229,160,43,35
214,product-214,29,91,67,135,135
215,product-215,130,187,142,56,146
216,product-216,194,225,7,194,1
217,product-217,167,167,114,107,90
218,product-218,183,250,157,39,158
219,product-219,159,185,46,43,156
220,product-220,53,68,100,96,100
221,product-221,218,221,147,141,54
222,product-222,170,264,27,177,170
223,product-223,195,229,101,103,98
224,product-224,149,190,67,63,134
225,product-225,205,237,173,31,172
226,product-226,209,281,47,48,152
227,product-227,77,77,173,183,22
228,product-228,237,303,194,2,3
229,product-229,74,104,81,119,80
230,product-230,122,169,148,144,56
231,product-231,163,246,189,14,186
232,product-232,144,151,138,67,129
233,product-233,80,146,105,109,94
234,product-234,87,108,35,31,170
235,product-235,27,93,164,165,32
236,product-236,159,233,166,164,39
237,product-237,197,264,0,0,243
238,product-238,154,174,72,124,131
239,product-239,99,110,26,32,171
240,product-240,124,133,18,180,24
241,product-241,164,203,191,194,11
242,product-242,141,193,123,73,75
243,product-243,178,197,264,0,0
244,product-244,28,83,128,137,68
245,product-245,212,257,73,67,129
246,product-246,191,275,0,0,241
247,product-247,7,16,177,22,19
248,product-248,64,66,161,36,43
249,product-249,29,60,55,56,146
250,product-250,182,227,0,207,0
251,product-251,91,158,0,205,0
252,product-252,41,91,65,130,70
253,product-253,190,248,31,25,170
254,product-254,110,146,36,162,165
255,product-255,66,89,50,50,147
256,product-256,172,207,54,147,58
257,product-257,55,74,131,74,64
258,product-258,233,315,0,1,202
259,product-259,144,162,0,212,0
260,product-260,111,139,116,86,79
261,product-261,84,167,12,12,183
262,product-262,36,119,100,98,96
263,product-263,20,60,30,170,171
264,product-264,160,251,120,124,81
265,product-265,73,78,70,68,131
266,product-266,111,120,169,163,32
267,product-267,201,258,105,94,91
268,product-268,125,169,128,126,69
269,product-269,202,285,126,70,129
270,product-270,56,73,30,34,167
271,product-271,92,97,154,43,41
272,product-272,171,226,209,0,0
273,product-273,36,64,143,55,57
274,product-274,207,299,37,165,168
275,product-275,107,158,102,99,106
276,product-276,245,248,148,57,52
277,product-277,85,148,4,8,195
278,product-278,142,215,95,97,107
279,product-279,219,304,63,135,69
280,product-280,47,126,246,0,0
281,product-281,127,179,7,5,190
282,product-282,83,147,124,73,128
283,product-283,117,206,0,0,233
284,product-284,193,274,0,5,197
285,product-285,111,181,192,6,5
286,product-286,161,221,10,195,7
287,product-287,97,98,126,74,126
288,product-288,155,173,36,32,167
289,product-289,24,96,216,0,0
290,product-290,58,119,63,64,141
291,product-291,214,303,200,0,5
292,product-292,85,156,176,23,20
293,product-293,38,84,140,61,137
294,product-294,177,188,172,171,25
295,product-295,53,121,98,106,94
296,product-296,139,196,175,23,25
297,product-297,93,101,146,56,146
298,product-298,76,145,32,29,166
