id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,119,178,58,138,63
2,product-2,261,334,0,247,0
3,product-3,99,184,151,149,46
4,product-4,209,296,52,55,147
5,product-5,92,97,84,111,91
6,product-6,70,107,103,95,95
7,product-7,91,93,150,53,152
8,product-8,38,50,131,129,68
9,product-9,197,239,151,47,53
10,product-10,98,144,83,84,117
11,product-11,159,241,37,44,159
12,product-12,162,213,256,0,0
13,product-13,56,141,111,87,115
14,product-14,107,168,0,212,0
15,product-15,80,142,0,0,220
16,product-16,38,123,80,122,82
17,product-17,182,224,0,230,0
18,product-18,219,272,205,0,0
19,product-19,85,92,140,59,137
20,product-20,180,220,130,74,122
21,product-21,52,133,121,75,124
22,product-22,201,287,84,86,118
23,product-23,62,152,0,0,237
24,product-24,175,217,155,46,47
25,product-25,38,44,142,60,63
26,product-26,223,290,173,26,176
27,product-27,223,294,71,130,73
28,product-28,157,243,51,47,149
29,product-29,202,224,1,196,5
30,product-30,24,102,145,145,58
