id,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways
1,fctype1,9,120,2944,108,1236
2,fctype2,4,122,2942,85,1266
3,fctype3,2,119,2940,67,1296
4,fctype4,1,121,2940,42,1325
5,fctype5,1,121,2939,30,1355
6,fctype6,11,31,2933,42,1535
7,fctype7,10,321,2931,60,1595
8,fctype8,7,299,2936,42,1624
9,fctype9,4,305,2938,30,1654
10,fctype10,3,321,2939,42,1684
11,fctype11,4,69,2940,95,1744
12,fctype12,6,79,2937,124,1774
13,fctype13,6,70,2933,150,1804
14,fctype14,6,38,2930,170,1834
15,fctype15,8,357,2929,192,1864
16,fctype16,11,354,2930,216,1894
17,fctype17,11,320,2929,240,2073
18,fctype18,17,306,2938,240,2103
19,fctype19,20,313,2948,240,2133
20,fctype20,20,335,2957,240,2163
21,fctype21,21,33,2929,300,2248
22,fctype22,17,49,2922,306,2258
23,fctype23,15,63,2914,295,2268
24,fctype24,13,74,2907,277,2279
25,fctype25,11,89,2900,256,2290
26,fctype26,10,103,2895,228,2301
27,fctype27,12,111,2890,201,2312
28,fctype28,16,117,2883,175,2324
29,fctype29,17,121,2875,150,2336
30,fctype30,15,122,2868,127,2349
31,fctype31,12,119,2861,108,2362
32,fctype32,9,108,2856,85,2375
33,fctype33,8,95,2852,60,2388
34,fctype34,6,79,2847,30,2402
35,fctype35,4,14,2845,0,2415
36,fctype36,7,339,2846,0,2429
37,fctype37,10,342,2848,30,2442
38,fctype38,13,346,2849,42,2455
39,fctype39,15,347,2851,67,2469
40,fctype40,16,345,2853,85,2482
41,fctype41,16,343,2856,108,2496
42,fctype42,17,347,2858,127,2509
43,fctype43,19,345,2860,150,2524
44,fctype44,22,336,2864,170,2538
45,fctype45,24,327,2870,182,2553
46,fctype46,27,321,2878,190,2568
47,fctype47,30,319,2889,201,2583
48,fctype48,31,321,2902,216,2598
49,fctype49,31,323,2913,228,2614
50,fctype50,32,323,2924,242,2630
51,fctype51,33,326,2936,258,2646
52,fctype52,34,332,2947,277,2663
53,fctype53,34,340,2955,295,2679
54,fctype54,33,348,2961,306,2696
55,fctype55,32,36,2947,335,2730
56,fctype56,32,38,2935,350,2742
57,fctype57,28,30,2924,350,2754
58,fctype58,17,351,2916,277,2791
59,fctype59,17,336,2919,255,2804
60,fctype60,16,336,2923,228,2817
61,fctype61,15,344,2926,201,2831
62,fctype62,13,353,2928,175,2844
63,fctype63,11,356,2928,150,2858
64,fctype64,8,349,2929,120,2871
65,fctype65,7,354,2930,90,2885
66,fctype66,7,14,2930,60,2899
67,fctype67,7,14,2928,30,2914
68,fctype68,8,335,2928,0,2928
69,fctype69,11,308,2932,30,2943
70,fctype70,11,304,2937,60,2958
71,fctype71,11,308,2941,90,2974
72,fctype72,12,307,2946,120,2989
73,fctype73,12,305,2952,150,3005
74,fctype74,11,301,2957,180,3021
75,fctype75,10,292,2962,210,3007
76,fctype76,9,284,2967,240,2977
77,fctype77,8,277,2971,270,2948
78,fctype78,9,271,2975,300,2919
79,fctype79,11,272,2981,330,2890
80,fctype80,10,282,2986,360,2860
81,fctype81,11,292,2991,390,2831
82,fctype82,12,299,2997,420,2802
83,fctype83,10,308,3001,450,2773
84,fctype84,8,315,3005,480,2743
85,fctype85,6,315,3007,510,2714
86,fctype86,5,315,3010,540,2685
87,fctype87,4,325,3012,570,2656
88,fctype88,1,63,3012,600,2598
89,fctype89,2,72,3011,576,2568
90,fctype90,4,80,3009,553,2539
