id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,88,165,186,196,200
2,product-2,62,99,41,80,80
3,product-3,121,164,129,104,24
4,product-4,74,131,169,127,136
5,product-5,165,171,113,122,193
6,product-6,155,251,31,164,137
7,product-7,125,191,69,228,209
8,product-8,185,220,100,108,186
9,product-9,180,188,218,124,269
10,product-10,138,192,147,87,62
11,product-11,94,108,51,97,228
12,product-12,132,170,158,105,25
13,product-13,59,64,112,132,178
14,product-14,188,239,166,29,96
15,product-15,87,186,89,221,45
16,product-16,109,132,165,271,28
17,product-17,18,26,124,94,21
18,product-18,199,244,101,69,139
19,product-19,60,124,80,184,33
20,product-20,90,103,93,192,177
21,product-21,88,168,43,84,39
22,product-22,65,79,104,172,56
23,product-23,111,194,115,36,114
24,product-24,75,158,88,7,124
25,product-25,138,211,49,196,207
26,product-26,219,298,241,35,89
27,product-27,116,197,62,175,50
28,product-28,214,220,120,134,41
29,product-29,64,98,95,160,96
30,product-30,135,228,157,158,54
31,product-31,228,309,52,213,36
32,product-32,224,255,185,142,55
33,product-33,154,181,112,121,61
34,product-34,23,94,169,159,176
35,product-35,172,228,12,47,117
36,product-36,43,64,206,57,187
37,product-37,261,316,176,134,89
38,product-38,109,144,199,193,26
39,product-39,104,129,113,212,213
40,product-40,147,212,218,195,51
41,product-41,229,244,189,165,86
42,product-42,101,178,88,172,66
43,product-43,36,63,140,70,56
44,product-44,64,118,137,60,171
45,product-45,94,183,36,154,109
46,product-46,73,126,48,178,176
47,product-47,93,160,188,178,271
48,product-48,36,108,229,160,114
49,product-49,79,131,40,68,29
50,product-50,123,135,81,31,187
51,product-51,64,82,135,125,205
52,product-52,127,225,70,156,165
53,product-53,88,174,220,205,126
54,product-54,136,205,50,186,102
55,product-55,160,241,66,74,205
56,product-56,33,47,173,81,238
57,product-57,154,203,60,222,208
58,product-58,211,287,36,259,126
59,product-59,206,269,30,237,147
60,product-60,161,240,92,172,53
61,product-61,173,210,174,160,233
62,product-62,141,221,75,56,171
63,product-63,170,205,248,87,172
64,product-64,118,146,92,218,141
65,product-65,183,238,141,55,121
66,product-66,104,154,127,159,71
67,product-67,187,246,110,160,75
68,product-68,102,104,29,151,108
69,product-69,44,82,92,169,156
70,product-70,72,98,103,51,213
71,product-71,200,278,200,173,79
72,product-72,164,185,178,213,183
73,product-73,65,92,187,33,70
74,product-74,113,198,251,28,92
75,product-75,22,41,230,96,166
76,product-76,101,124,62,40,41
77,product-77,93,93,90,125,130
78,product-78,57,124,76,137,207
79,product-79,130,194,53,105,100
80,product-80,65,119,45,82,212
81,product-81,170,237,194,147,174
82,product-82,78,156,170,183,126
83,product-83,14,107,116,91,171
84,product-84,192,240,160,151,123
85,product-85,150,234,56,65,92
86,product-86,112,135,172,204,11
87,product-87,105,140,112,124,92
88,product-88,152,182,58,5,183
89,product-89,213,255,98,114,185
90,product-90,147,183,219,133,155
91,product-91,188,277,177,183,130
92,product-92,63,105,205,19,140
93,product-93,189,256,136,45,231
94,product-94,258,271,163,210,194
95,product-95,191,218,192,178,69
96,product-96,96,176,181,45,140
97,product-97,69,118,116,75,114
98,product-98,56,133,100,246,79
99,product-99,149,197,106,143,151
100,product-100,186,229,83,214,132
101,product-101,230,309,38,67,83
102,product-102,146,206,121,53,183
103,product-103,85,133,115,71,14
104,product-104,40,58,27,148,82
105,product-105,20,31,13,289,13
106,product-106,148,201,54,132,195
107,product-107,96,128,192,154,225
108,product-108,160,245,61,136,16
109,product-109,31,31,103,118,26
110,product-110,231,287,181,48,109
111,product-111,164,245,187,55,139
112,product-112,202,203,237,131,18
113,product-113,40,124,115,193,24
114,product-114,52,69,68,23,154
115,product-115,194,261,101,169,36
116,product-116,167,171,122,171,213
