id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,96,106,260,191,163
2,product-2,115,211,173,111,18
3,product-3,190,216,174,102,115
4,product-4,188,233,76,194,141
5,product-5,78,86,93,205,139
6,product-6,79,81,110,173,105
7,product-7,66,152,115,149,204
8,product-8,212,246,261,162,133
9,product-9,173,238,133,84,184
10,product-10,59,141,61,55,174
11,product-11,100,117,221,256,175
12,product-12,48,119,4,116,185
13,product-13,215,302,171,76,91
14,product-14,168,217,92,91,104
15,product-15,157,178,72,115,140
16,product-16,49,50,192,207,215
17,product-17,128,140,126,96,95
18,product-18,210,221,117,145,165
19,product-19,28,49,84,48,109
20,product-20,53,108,98,137,35
21,product-21,125,165,193,168,168
22,product-22,206,215,104,186,36
23,product-23,181,211,109,190,217
24,product-24,201,287,232,236,63
25,product-25,155,189,38,209,159
26,product-26,13,19,199,42,216
27,product-27,101,190,179,83,68
28,product-28,113,156,185,136,180
29,product-29,39,64,160,179,79
30,product-30,224,261,11,184,193
31,product-31,107,124,94,97,17
32,product-32,173,222,156,148,209
33,product-33,169,201,79,101,215
34,product-34,86,118,175,130,115
35,product-35,131,201,189,116,165
36,product-36,132,222,122,228,129
37,product-37,179,232,150,230,227
38,product-38,81,162,100,211,47
39,product-39,259,267,191,51,59
40,product-40,241,245,23,52,236
41,product-41,152,201,45,81,164
42,product-42,19,48,149,152,123
43,product-43,116,123,85,168,169
44,product-44,167,236,85,24,133
45,product-45,242,269,165,37,38
46,product-46,171,207,199,180,93
47,product-47,215,290,145,28,159
48,product-48,137,192,80,156,57
49,product-49,91,132,123,217,204
50,product-50,129,205,61,83,20
51,product-51,181,264,78,260,162
52,product-52,179,197,132,213,60
53,product-53,51,73,188,222,171
54,product-54,48,126,60,214,107
55,product-55,21,27,161,259,105
56,product-56,89,136,86,219,136
57,product-57,128,169,141,146,216
58,product-58,161,197,144,60,65
59,product-59,33,91,228,169,66
60,product-60,45,109,36,102,118
61,product-61,65,139,112,43,41
62,product-62,158,214,215,166,136
63,product-63,89,152,152,205,192
64,product-64,112,120,135,257,77
65,product-65,218,235,242,164,145
66,product-66,131,206,171,136,150
67,product-67,183,217,15,174,117
68,product-68,84,123,50,76,153
69,product-69,257,308,258,263,25
70,product-70,166,247,214,177,259
71,product-71,169,269,49,41,196
72,product-72,195,213,150,119,138
73,product-73,254,303,106,213,204
74,product-74,165,207,209,171,56
75,product-75,185,211,115,155,239
76,product-76,150,216,79,52,202
77,product-77,98,104,57,94,97
