id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,customer-1,81,130,40,165,34
2,customer-2,204,291,135,68,65
3,customer-3,147,213,7,192,9
4,customer-4,49,121,146,59,146
5,customer-5,113,150,169,34,26
6,customer-6,100,154,0,0,209
7,customer-7,23,55,150,52,50
8,customer-8,129,211,165,36,34
9,customer-9,127,142,48,155,50
10,customer-10,113,153,17,184,14
11,customer-11,111,155,54,148,56
12,customer-12,88,179,22,177,28
13,customer-13,89,177,162,34,40
14,customer-14,163,193,25,178,18
15,customer-15,113,168,0,0,214
16,customer-16,71,162,130,132,68
17,customer-17,179,255,174,179,22
18,customer-18,108,180,104,103,93
19,customer-19,89,174,37,39,162
20,customer-20,52,126,173,165,31
21,customer-21,145,154,105,94,96
22,customer-22,93,156,0,0,208
23,customer-23,70,150,186,12,13
24,customer-24,252,316,132,126,69
25,customer-25,148,214,199,2,3
26,customer-26,75,163,160,42,41
27,customer-27,185,210,163,39,38
28,customer-28,51,114,77,119,123
29,customer-29,99,158,118,78,127
30,customer-30,27,67,173,24,24
31,customer-31,104,123,100,95,102
32,customer-32,148,156,6,189,14
33,customer-33,83,144,118,77,87
34,customer-34,141,160,134,69,70
35,customer-35,80,125,11,190,14
36,customer-36,124,131,69,67,135
37,customer-37,93,183,0,0,251
38,customer-38,46,47,82,118,119
39,customer-39,175,183,66,64,135
40,customer-40,162,243,182,23,13
41,customer-41,151,220,55,141,141
42,customer-42,194,253,138,137,64
43,customer-43,199,244,196,6,9
44,customer-44,193,200,122,79,73
45,customer-45,76,161,28,175,21
46,customer-46,98,190,0,0,238
47,customer-47,81,84,198,0,5
48,customer-48,40,74,121,75,128
49,customer-49,116,129,98,102,101
50,customer-50,104,192,227,0,0
51,customer-51,203,225,128,68,135
52,customer-52,78,101,0,200,0
53,customer-53,224,298,3,200,198
54,customer-54,202,291,16,179,23
55,customer-55,107,110,0,0,232
56,customer-56,33,129,189,14,13
57,customer-57,51,67,46,46,150
58,customer-58,174,268,31,169,171
59,customer-59,125,159,77,126,119
60,customer-60,159,205,165,38,34
61,customer-61,96,187,232,0,0
62,customer-62,213,221,191,9,4
63,customer-63,201,297,53,152,46
64,customer-64,54,69,19,24,177
65,customer-65,188,254,52,147,149
66,customer-66,182,278,32,169,164
67,customer-67,170,194,71,124,80
68,customer-68,230,252,209,0,0
69,customer-69,61,67,145,141,55
70,customer-70,93,93,178,19,26
71,customer-71,245,335,155,162,42
72,customer-72,103,126,124,119,76
73,customer-73,103,129,45,152,46
74,customer-74,250,307,25,179,21
75,customer-75,213,263,129,70,67
76,customer-76,111,199,167,28,36
77,customer-77,49,133,147,54,58
78,customer-78,137,194,152,149,51
79,customer-79,85,117,72,128,131
80,customer-80,157,198,55,56,144
81,customer-81,35,103,173,30,25
