id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,189,269,86,87,11
2,product-2,73,82,45,72,123
3,product-3,12,53,214,43,176
4,product-4,141,233,99,269,128
5,product-5,168,170,147,128,173
6,product-6,28,96,118,190,130
7,product-7,129,147,198,126,173
8,product-8,152,156,157,88,87
9,product-9,107,193,46,226,30
10,product-10,34,98,44,187,61
11,product-11,110,167,83,126,77
12,product-12,236,249,41,52,125
13,product-13,73,161,121,86,183
14,product-14,67,86,102,179,105
15,product-15,104,150,198,156,136
16,product-16,143,166,83,112,98
17,product-17,148,169,29,186,143
18,product-18,252,285,55,85,80
19,product-19,161,245,152,218,195
20,product-20,47,66,155,184,127
21,product-21,135,183,187,97,177
22,product-22,216,302,186,92,111
23,product-23,156,229,51,59,166
24,product-24,50,73,6,57,56
25,product-25,289,306,107,49,160
26,product-26,60,148,233,77,109
27,product-27,75,167,150,44,77
28,product-28,143,172,195,248,169
29,product-29,154,172,37,142,133
30,product-30,118,152,33,75,37
31,product-31,165,194,33,47,181
32,product-32,185,220,143,76,172
33,product-33,155,226,206,193,182
34,product-34,34,69,147,202,77
35,product-35,145,240,166,111,190
36,product-36,67,70,45,159,162
37,product-37,162,199,222,67,127
38,product-38,100,170,187,53,158
39,product-39,94,118,162,36,143
40,product-40,123,176,51,105,196
41,product-41,54,69,236,156,115
42,product-42,86,133,96,155,97
43,product-43,129,210,191,126,28
44,product-44,200,212,152,97,80
45,product-45,8,93,125,85,90
46,product-46,164,189,141,26,151
47,product-47,175,262,23,48,48
48,product-48,152,218,93,67,55
49,product-49,37,104,62,172,143
50,product-50,151,239,211,148,132
51,product-51,40,88,196,58,44
52,product-52,78,169,265,233,128
53,product-53,115,181,93,163,69
54,product-54,203,232,88,125,135
55,product-55,37,84,161,58,135
56,product-56,15,96,208,149,44
57,product-57,165,194,137,92,54
58,product-58,120,158,103,203,93
59,product-59,103,179,198,181,124
60,product-60,117,178,135,88,146
61,product-61,124,161,58,52,186
62,product-62,65,65,173,53,165
63,product-63,198,278,147,150,59
64,product-64,38,86,120,66,174
65,product-65,13,58,91,210,111
66,product-66,194,235,11,185,50
67,product-67,191,285,131,104,170
68,product-68,12,77,60,177,137
69,product-69,160,178,105,63,111
70,product-70,35,66,43,103,145
71,product-71,164,192,131,75,165
72,product-72,62,107,174,69,71
73,product-73,212,212,133,82,137
74,product-74,5,87,70,190,73
75,product-75,175,216,89,248,148
76,product-76,106,119,12,20,145
77,product-77,59,120,132,244,114
78,product-78,117,129,150,183,19
79,product-79,260,343,102,206,131
80,product-80,145,237,64,174,101
81,product-81,179,237,122,229,63
82,product-82,203,266,61,124,220
83,product-83,90,174,222,34,258
84,product-84,77,112,84,168,133
85,product-85,216,226,149,142,134
86,product-86,76,89,246,173,56
87,product-87,129,172,110,45,145
88,product-88,85,166,129,170,27
89,product-89,172,203,116,150,78
90,product-90,57,79,244,113,67
91,product-91,99,170,182,115,70
92,product-92,25,28,195,133,95
93,product-93,22,53,171,14,75
94,product-94,153,158,131,34,72
95,product-95,120,211,75,152,163
96,product-96,233,308,145,77,153
97,product-97,275,338,178,78,151
98,product-98,201,246,28,26,234
99,product-99,111,181,106,32,64
100,product-100,19,22,151,22,134
