id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,customer-1,38,71,145,155,152
2,customer-2,152,249,186,73,150
3,customer-3,6,65,89,98,101
4,customer-4,112,158,94,145,54
5,customer-5,120,168,162,218,60
6,customer-6,33,96,119,85,131
7,customer-7,87,112,242,128,113
8,customer-8,79,80,107,104,36
9,customer-9,153,205,100,180,186
10,customer-10,116,209,194,163,100
11,customer-11,189,201,57,175,55
12,customer-12,87,119,90,92,160
13,customer-13,83,162,194,78,83
14,customer-14,141,237,253,164,99
15,customer-15,164,235,27,36,24
16,customer-16,16,104,72,110,85
17,customer-17,155,177,156,85,200
18,customer-18,123,131,184,30,162
19,customer-19,177,229,291,173,188
20,customer-20,105,150,56,136,90
21,customer-21,252,279,177,170,193
22,customer-22,116,139,160,54,84
23,customer-23,95,102,239,165,127
24,customer-24,155,175,180,162,254
25,customer-25,86,177,175,93,72
26,customer-26,154,219,215,82,120
27,customer-27,192,268,87,260,129
28,customer-28,71,78,61,71,278
29,customer-29,103,141,119,49,136
30,customer-30,231,251,109,155,57
31,customer-31,59,146,165,142,87
32,customer-32,149,175,51,69,153
33,customer-33,104,106,195,154,120
34,customer-34,138,181,35,94,93
35,customer-35,151,217,210,236,64
36,customer-36,145,188,187,46,44
37,customer-37,180,244,110,58,189
38,customer-38,192,279,136,122,58
39,customer-39,176,225,21,284,63
40,customer-40,182,257,178,104,3
41,customer-41,120,205,53,27,178
42,customer-42,205,268,163,215,66
43,customer-43,196,224,183,168,109
44,customer-44,196,269,154,225,115
45,customer-45,140,231,61,13,71
46,customer-46,145,230,35,143,160
47,customer-47,164,242,89,187,190
48,customer-48,70,75,155,173,189
49,customer-49,195,285,107,166,122
50,customer-50,199,265,182,200,29
51,customer-51,217,286,172,193,207
52,customer-52,176,193,92,117,101
53,customer-53,111,181,160,60,12
54,customer-54,243,251,131,151,253
55,customer-55,197,217,43,183,128
56,customer-56,98,154,139,41,108
57,customer-57,174,222,144,47,97
58,customer-58,176,233,157,115,175
59,customer-59,15,16,155,186,49
60,customer-60,116,191,174,116,76
61,customer-61,156,179,118,102,99
62,customer-62,162,202,42,138,226
63,customer-63,183,214,212,65,115
64,customer-64,110,205,171,247,17
65,customer-65,42,115,194,182,44
66,customer-66,58,134,180,220,52
67,customer-67,85,124,176,18,195
68,customer-68,185,243,190,195,173
69,customer-69,13,34,201,120,153
70,customer-70,61,127,188,91,232
71,customer-71,97,120,107,235,246
72,customer-72,19,58,75,203,138
73,customer-73,99,184,100,44,248
74,customer-74,38,47,14,57,78
75,customer-75,118,146,36,18,265
76,customer-76,196,232,184,12,42
77,customer-77,127,185,108,81,11
78,customer-78,123,192,86,206,244
79,customer-79,157,195,144,205,222
80,customer-80,91,186,140,208,118
81,customer-81,175,180,107,197,234
82,customer-82,115,191,86,266,41
83,customer-83,132,173,160,86,164
84,customer-84,45,74,76,53,103
85,customer-85,117,163,137,162,134
86,customer-86,138,196,59,74,176
87,customer-87,204,233,135,105,167
88,customer-88,97,151,125,178,201
89,customer-89,137,215,187,56,19
90,customer-90,98,139,66,82,81
91,customer-91,148,225,198,26,112
92,customer-92,163,177,86,72,175
93,customer-93,162,197,189,97,224
94,customer-94,132,210,171,165,223
95,customer-95,30,34,157,163,186
96,customer-96,60,138,187,3,182
97,customer-97,176,186,39,82,85
98,customer-98,197,264,134,57,174
99,customer-99,10,47,46,15,169
100,customer-100,182,202,87,80,236
101,customer-101,1,67,125,83,227
102,customer-102,57,120,115,153,51
103,customer-103,157,201,102,147,139
104,customer-104,131,176,52,142,60
105,customer-105,127,166,187,74,206
106,customer-106,124,161,132,119,266
107,customer-107,121,169,81,102,30
108,customer-108,96,123,67,154,28
109,customer-109,181,245,103,68,157
110,customer-110,125,147,100,113,60
111,customer-111,121,145,128,54,86
112,customer-112,111,175,5,28,161
113,customer-113,101,111,204,95,167
114,customer-114,18,42,135,205,165
115,customer-115,228,230,201,192,129
116,customer-116,32,113,126,80,80
117,customer-117,131,164,172,160,126
118,customer-118,181,236,121,212,99
119,customer-119,86,165,242,77,31
120,customer-120,149,214,121,100,165
121,customer-121,172,181,41,12,101
122,customer-122,166,230,145,102,131
123,customer-123,174,181,149,112,9
124,customer-124,45,99,67,62,238
125,customer-125,173,261,34,158,244
126,customer-126,147,203,187,113,193
127,customer-127,155,167,62,176,267
128,customer-128,57,103,69,226,75
129,customer-129,96,154,110,155,73
130,customer-130,84,133,210,110,176
131,customer-131,100,164,32,55,93
132,customer-132,193,213,90,120,50
133,customer-133,219,227,112,77,237
134,customer-134,200,273,203,147,203
