id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,30,59,131,72,124
2,product-2,21,35,54,52,144
3,product-3,141,234,83,115,115
4,product-4,161,236,116,88,112
5,product-5,36,68,24,29,171
6,product-6,40,91,137,58,140
7,product-7,122,175,183,19,14
8,product-8,172,243,144,143,57
9,product-9,131,211,167,34,168
10,product-10,157,164,4,9,191
11,product-11,38,111,112,89,113
12,product-12,107,128,25,172,178
13,product-13,184,186,181,24,180
14,product-14,35,67,189,9,196
15,product-15,194,275,165,31,40
16,product-16,110,167,101,99,96
17,product-17,172,242,99,97,100
18,product-18,80,99,205,0,0
19,product-19,66,131,191,10,13
20,product-20,18,93,39,159,37
21,product-21,67,159,243,0,0
22,product-22,42,86,168,161,37
23,product-23,66,163,48,43,152
24,product-24,124,174,100,98,105
25,product-25,101,180,107,96,106
26,product-26,172,220,83,114,120
27,product-27,188,272,162,166,37
28,product-28,179,212,143,55,150
29,product-29,193,283,44,41,155
30,product-30,133,198,0,214,0
31,product-31,175,254,19,22,182
32,product-32,22,62,140,63,63
33,product-33,43,130,52,153,42
34,product-34,71,78,140,59,140
35,product-35,83,161,60,61,140
36,product-36,257,298,179,171,24
37,product-37,6,78,190,9,195
38,product-38,45,77,3,0,199
39,product-39,201,212,73,132,129
40,product-40,31,73,111,109,88
41,product-41,47,79,47,158,43
42,product-42,148,213,123,82,115
43,product-43,214,273,113,86,87
44,product-44,156,195,160,45,150
45,product-45,58,135,47,37,158
46,product-46,161,213,199,1,1
47,product-47,129,144,27,177,177
48,product-48,51,66,80,116,122
49,product-49,168,247,36,41,162
50,product-50,42,107,12,184,13
51,product-51,244,332,18,27,177
52,product-52,105,177,222,0,0
53,product-53,111,132,0,229,0
54,product-54,78,169,148,55,48
55,product-55,180,274,39,46,157
56,product-56,30,100,0,0,228
57,product-57,141,193,124,73,122
58,product-58,64,79,169,30,26
59,product-59,94,184,91,93,112
60,product-60,34,50,142,54,146
61,product-61,133,166,45,160,43
62,product-62,46,117,23,173,23
63,product-63,186,239,29,171,31
64,product-64,89,138,110,93,86
65,product-65,88,124,86,112,115
66,product-66,192,284,61,62,142
67,product-67,38,42,175,22,180
68,product-68,156,184,45,54,150
69,product-69,126,137,151,47,154
70,product-70,159,181,84,118,114
71,product-71,202,243,111,107,91
72,product-72,36,99,27,175,30
73,product-73,57,110,87,111,89
74,product-74,97,148,54,53,142
75,product-75,182,264,66,133,131
76,product-76,116,156,143,57,52
77,product-77,127,198,0,0,212
78,product-78,99,154,113,89,92
79,product-79,115,146,163,159,36
80,product-80,160,201,0,0,238
81,product-81,198,217,138,64,141
82,product-82,140,232,34,169,30
83,product-83,194,194,17,188,8
84,product-84,60,79,128,72,127
85,product-85,96,104,94,96,109
86,product-86,130,130,28,167,177
87,product-87,201,250,97,106,99
88,product-88,93,144,0,0,223
89,product-89,213,269,50,148,154
90,product-90,144,237,158,161,37
91,product-91,118,120,10,185,14
92,product-92,248,272,45,159,38
93,product-93,138,166,11,192,13
94,product-94,173,177,107,92,109
95,product-95,125,143,150,47,156
96,product-96,132,198,34,38,163
97,product-97,232,260,169,30,34
98,product-98,40,93,121,80,116
99,product-99,155,215,143,145,55
100,product-100,74,108,17,183,22
101,product-101,112,141,128,127,77
102,product-102,70,87,75,127,75
103,product-103,45,110,49,155,152
104,product-104,7,50,78,127,124
105,product-105,72,84,199,196,6
106,product-106,168,255,177,176,21
107,product-107,172,199,104,101,92
108,product-108,82,132,60,142,62
109,product-109,170,257,232,0,0
110,product-110,168,242,57,144,55
111,product-111,63,99,116,125,80
112,product-112,222,262,61,66,138
113,product-113,210,300,98,103,105
114,product-114,62,142,58,142,54
115,product-115,9,16,170,175,25
116,product-116,92,140,147,56,49
117,product-117,92,181,0,247,0
118,product-118,167,236,37,160,159
119,product-119,85,89,54,47,150
120,product-120,127,141,32,169,169
121,product-121,38,77,77,122,128
122,product-122,49,132,31,40,164
123,product-123,153,186,142,151,53
124,product-124,162,178,107,108,91
125,product-125,198,271,50,145,151
126,product-126,84,162,126,78,73
127,product-127,244,258,112,89,85
128,product-128,48,101,52,55,148
129,product-129,132,165,0,0,206
130,product-130,30,59,38,162,36
131,product-131,237,296,159,153,44
132,product-132,216,269,166,31,165
133,product-133,229,248,138,60,61
134,product-134,38,95,132,72,67
135,product-135,17,71,74,122,127
136,product-136,17,105,0,0,240
137,product-137,141,156,181,21,22
138,product-138,70,79,61,142,138
139,product-139,85,135,70,129,129
140,product-140,229,241,56,57,139
141,product-141,214,215,7,7,191
142,product-142,28,107,92,96,103
143,product-143,130,140,245,0,0
144,product-144,104,184,146,148,54
145,product-145,195,265,174,31,166
146,product-146,43,114,96,102,102
147,product-147,43,108,25,171,176
148,product-148,35,54,50,54,147
149,product-149,70,72,164,38,37
150,product-150,182,194,152,45,48
151,product-151,85,95,136,69,127
152,product-152,68,155,165,31,171
153,product-153,117,193,171,29,24
154,product-154,190,227,116,88,117
155,product-155,171,187,136,63,136
156,product-156,108,179,0,0,206
157,product-157,72,98,155,155,43
158,product-158,52,123,188,8,17
159,product-159,141,159,63,66,136
160,product-160,95,116,182,14,188
161,product-161,156,249,23,174,30
162,product-162,178,223,65,137,58
163,product-163,91,156,58,145,143
164,product-164,239,255,56,56,142
165,product-165,99,165,0,203,0
166,product-166,182,236,128,69,131
167,product-167,46,140,108,92,109
168,product-168,226,240,47,151,51
169,product-169,136,219,44,45,154
170,product-170,65,147,137,66,61
171,product-171,152,165,0,1,197
172,product-172,126,219,96,108,100
173,product-173,95,179,133,65,134
174,product-174,108,131,98,96,105
175,product-175,197,206,126,75,130
