id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,customer-1,122,209,64,45,121
2,customer-2,117,182,211,102,98
3,customer-3,164,262,200,217,139
4,customer-4,138,234,47,217,89
5,customer-5,146,166,95,204,213
6,customer-6,32,113,79,174,61
7,customer-7,177,257,74,213,26
8,customer-8,284,322,85,157,236
9,customer-9,87,112,173,66,188
10,customer-10,137,198,102,133,174
11,customer-11,135,150,103,141,154
12,customer-12,3,3,177,189,177
13,customer-13,158,226,29,20,173
14,customer-14,71,75,175,154,156
15,customer-15,155,234,110,187,66
16,customer-16,86,116,153,74,66
17,customer-17,43,72,84,95,204
18,customer-18,93,143,118,52,79
19,customer-19,84,91,39,39,188
20,customer-20,196,272,184,215,194
21,customer-21,63,163,189,109,243
22,customer-22,79,99,121,115,111
23,customer-23,74,114,172,173,140
24,customer-24,151,221,133,156,27
25,customer-25,156,241,24,168,48
26,customer-26,41,110,200,131,66
27,customer-27,129,170,126,211,150
28,customer-28,58,141,162,146,235
29,customer-29,160,189,160,134,152
30,customer-30,189,274,185,100,131
31,customer-31,117,148,65,198,198
32,customer-32,108,200,45,120,148
33,customer-33,92,149,94,70,150
34,customer-34,35,35,66,142,233
35,customer-35,47,83,240,250,103
36,customer-36,219,307,135,85,171
37,customer-37,147,198,69,94,96
38,customer-38,121,166,86,193,178
39,customer-39,156,220,61,161,60
40,customer-40,24,58,72,108,104
41,customer-41,110,122,143,103,139
42,customer-42,23,106,76,58,158
43,customer-43,37,38,177,53,193
44,customer-44,214,305,188,81,191
45,customer-45,80,90,109,125,87
46,customer-46,108,183,193,56,190
47,customer-47,135,172,30,165,164
48,customer-48,33,60,42,142,191
49,customer-49,57,63,194,272,201
50,customer-50,171,215,189,191,183
51,customer-51,112,178,151,212,153
52,customer-52,31,31,82,98,97
53,customer-53,104,153,211,161,172
54,customer-54,61,108,60,108,33
55,customer-55,113,201,25,236,18
56,customer-56,186,218,67,117,142
57,customer-57,226,253,100,90,189
58,customer-58,62,140,59,134,46
59,customer-59,126,202,17,159,215
60,customer-60,54,135,118,139,118
61,customer-61,17,76,79,176,174
62,customer-62,35,111,163,28,43
63,customer-63,136,154,169,61,183
64,customer-64,75,119,46,202,128
65,customer-65,85,171,72,90,30
66,customer-66,124,218,184,169,40
67,customer-67,18,20,75,125,241
68,customer-68,192,216,122,112,151
69,customer-69,189,209,186,231,96
70,customer-70,227,236,158,68,76
71,customer-71,83,166,142,90,178
72,customer-72,195,245,20,135,28
73,customer-73,124,203,156,167,238
74,customer-74,134,148,58,176,115
75,customer-75,45,93,94,78,55
76,customer-76,117,199,211,142,64
77,customer-77,44,54,106,34,145
78,customer-78,126,197,84,199,123
79,customer-79,146,221,31,113,70
80,customer-80,279,301,49,131,32
81,customer-81,181,255,101,10,115
82,customer-82,162,184,22,41,64
83,customer-83,60,118,13,97,45
84,customer-84,125,134,149,23,122
85,customer-85,94,111,254,176,205
86,customer-86,182,233,161,236,40
87,customer-87,185,199,144,11,178
88,customer-88,105,161,206,206,236
89,customer-89,70,73,14,153,92
90,customer-90,206,225,107,149,124
91,customer-91,174,176,132,161,156
92,customer-92,169,209,210,225,130
93,customer-93,108,181,207,157,184
94,customer-94,284,368,188,65,73
95,customer-95,155,243,121,211,78
96,customer-96,115,128,80,156,196
97,customer-97,222,233,163,141,121
98,customer-98,97,136,27,80,90
99,customer-99,27,90,190,107,116
100,customer-100,189,207,33,57,31
101,customer-101,40,138,169,146,233
102,customer-102,101,145,96,109,139
