id,label,ts_in,ts_out,dim_0,dim_1
1,customer-1,256,325,167,30
2,customer-2,82,116,191,7
3,customer-3,179,193,179,25
4,customer-4,187,214,178,24
5,customer-5,196,245,129,76
6,customer-6,118,162,197,4
7,customer-7,92,152,45,155
8,customer-8,70,153,49,147
9,customer-9,225,244,174,22
10,customer-10,79,169,123,75
11,customer-11,151,175,89,115
12,customer-12,124,178,115,81
13,customer-13,135,156,103,97
14,customer-14,161,212,228,0
15,customer-15,231,271,118,84
16,customer-16,162,193,165,38
17,customer-17,186,194,0,219
18,customer-18,85,145,86,114
19,customer-19,43,110,184,13
20,customer-20,125,216,62,142
21,customer-21,227,275,7,190
22,customer-22,91,126,21,174
23,customer-23,90,115,131,73
24,customer-24,160,196,80,121
25,customer-25,232,280,83,122
26,customer-26,35,110,267,0
27,customer-27,200,245,25,172
28,customer-28,73,76,50,145
29,customer-29,137,156,100,101
30,customer-30,116,116,202,0
31,customer-31,214,263,200,0
32,customer-32,20,51,86,113
33,customer-33,191,213,58,147
34,customer-34,76,108,81,121
35,customer-35,90,131,1,198
36,customer-36,80,177,77,126
37,customer-37,172,201,18,186
38,customer-38,87,160,148,48
39,customer-39,123,137,144,55
40,customer-40,62,148,108,96
41,customer-41,230,294,0,202
42,customer-42,19,96,120,78
43,customer-43,237,276,179,16
44,customer-44,171,202,22,177
45,customer-45,183,227,146,56
46,customer-46,20,42,202,2
47,customer-47,167,170,29,172
48,customer-48,179,193,117,83
49,customer-49,148,212,0,198
50,customer-50,14,76,80,117
51,customer-51,204,291,64,141
52,customer-52,34,35,75,124
53,customer-53,8,31,122,74
54,customer-54,177,212,127,69
55,customer-55,37,124,71,134
56,customer-56,58,121,149,46
57,customer-57,185,232,214,0
58,customer-58,75,143,142,59
59,customer-59,79,125,91,113
60,customer-60,130,217,111,94
61,customer-61,154,167,51,144
62,customer-62,156,215,166,39
63,customer-63,201,287,273,0
64,customer-64,195,267,53,144
65,customer-65,197,287,20,175
66,customer-66,198,286,66,136
67,customer-67,126,169,125,70
68,customer-68,136,195,181,21
69,customer-69,94,158,177,25
70,customer-70,214,219,102,102
71,customer-71,33,39,225,0
72,customer-72,132,211,186,14
73,customer-73,78,116,118,87
74,customer-74,217,271,200,2
75,customer-75,177,197,129,75
76,customer-76,62,124,164,34
77,customer-77,183,221,39,164
78,customer-78,169,246,167,28
79,customer-79,173,236,9,188
80,customer-80,121,123,84,114
81,customer-81,229,270,0,231
82,customer-82,83,88,94,111
83,customer-83,206,208,20,183
84,customer-84,186,261,68,129
85,customer-85,37,79,119,83
86,customer-86,120,178,135,68
87,customer-87,70,152,83,118
88,customer-88,39,77,50,146
89,customer-89,190,277,125,78
90,customer-90,218,241,164,40
