id,label,ts_in,ts_out,dim_0,dim_1
1,product-1,109,120,90,105
2,product-2,56,134,186,9
3,product-3,97,148,137,63
4,product-4,181,197,145,50
5,product-5,136,204,36,165
6,product-6,130,146,166,36
7,product-7,271,350,67,137
8,product-8,153,163,140,61
9,product-9,74,148,135,66
10,product-10,124,207,148,47
11,product-11,39,106,111,93
12,product-12,121,204,0,218
13,product-13,206,248,142,60
14,product-14,32,37,11,191
15,product-15,46,51,109,89
16,product-16,184,219,222,0
17,product-17,33,115,79,122
18,product-18,152,210,101,100
19,product-19,233,244,156,49
20,product-20,77,163,28,170
21,product-21,174,208,147,53
22,product-22,199,288,113,85
23,product-23,153,211,174,31
24,product-24,162,222,124,71
25,product-25,170,229,178,23
26,product-26,234,234,44,158
27,product-27,150,197,93,109
28,product-28,132,176,0,200
29,product-29,117,127,11,190
30,product-30,155,179,12,186
31,product-31,203,268,89,114
32,product-32,28,108,72,129
33,product-33,161,242,102,98
34,product-34,86,110,154,44
35,product-35,182,182,142,58
36,product-36,22,53,243,0
37,product-37,11,39,98,97
38,product-38,88,97,87,112
39,product-39,60,75,16,182
40,product-40,47,142,183,20
41,product-41,215,269,125,77
42,product-42,37,68,53,145
43,product-43,144,159,122,80
44,product-44,151,151,45,159
45,product-45,216,308,206,0
46,product-46,87,116,154,50
47,product-47,59,75,0,212
48,product-48,44,99,19,185
49,product-49,178,189,18,182
50,product-50,96,119,124,80
51,product-51,67,145,63,132
52,product-52,107,159,69,133
53,product-53,186,190,170,34
54,product-54,138,144,112,83
55,product-55,84,122,107,93
56,product-56,12,62,101,98
57,product-57,151,224,231,0
58,product-58,157,239,70,132
59,product-59,100,144,98,101
60,product-60,62,121,46,154
61,product-61,112,179,76,123
62,product-62,87,111,0,249
63,product-63,110,135,230,0
64,product-64,198,242,161,36
65,product-65,41,72,131,67
66,product-66,43,51,218,0
67,product-67,108,155,229,0
68,product-68,201,223,79,121
69,product-69,154,169,123,82
70,product-70,176,205,109,86
71,product-71,25,29,38,161
72,product-72,94,168,24,180
73,product-73,200,263,81,116
74,product-74,52,113,0,220
75,product-75,157,206,66,129
76,product-76,205,270,88,117
77,product-77,120,136,246,0
78,product-78,181,205,22,176
79,product-79,129,174,75,130
80,product-80,129,199,0,230
81,product-81,98,130,124,76
82,product-82,97,175,111,92
83,product-83,205,297,0,201
84,product-84,115,163,188,7
85,product-85,20,100,146,50
86,product-86,219,246,162,43
87,product-87,93,144,5,197
88,product-88,8,43,206,0
89,product-89,267,314,155,49
90,product-90,189,238,196,3
91,product-91,92,129,114,83
92,product-92,184,254,22,173
93,product-93,119,121,95,105
94,product-94,120,125,226,0
95,product-95,170,255,152,48
96,product-96,84,169,25,172
97,product-97,210,259,89,111
98,product-98,136,229,151,45
99,product-99,175,267,82,115
100,product-100,161,207,0,199
101,product-101,175,268,225,0
102,product-102,180,274,38,162
