id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4
1,product-1,202,265,39,156,49,40,45
2,product-2,146,152,182,173,178,23,178
3,product-3,202,283,147,147,157,149,48
4,product-4,52,126,21,21,21,19,182
5,product-5,160,174,86,110,85,93,87
6,product-6,56,60,55,53,59,146,58
7,product-7,86,174,250,0,0,0,0
8,product-8,180,222,67,66,131,65,68
9,product-9,114,194,34,168,164,161,167
10,product-10,33,67,35,38,161,42,44
11,product-11,16,77,109,90,95,95,91
12,product-12,200,251,208,0,0,0,0
13,product-13,126,184,92,104,105,111,106
14,product-14,204,223,0,232,0,0,0
15,product-15,34,66,0,0,267,0,0
16,product-16,91,154,1,4,0,199,4
17,product-17,13,80,83,117,115,117,122
18,product-18,39,128,166,170,31,170,165
19,product-19,197,250,176,170,28,173,170
20,product-20,48,49,55,141,61,58,55
21,product-21,44,117,103,109,108,104,93
22,product-22,192,252,104,99,105,98,103
23,product-23,6,28,0,2,0,0,200
24,product-24,63,146,45,53,46,52,150
25,product-25,112,112,0,0,0,202,0
26,product-26,91,150,27,27,173,22,26
27,product-27,190,201,36,37,40,161,44
28,product-28,199,224,0,0,236,0,0
29,product-29,210,234,124,72,78,77,80
30,product-30,151,231,35,36,35,169,35
31,product-31,72,132,19,21,184,18,11
32,product-32,142,207,113,82,119,120,115
33,product-33,187,209,174,29,30,23,23
34,product-34,179,241,120,82,80,84,78
35,product-35,202,241,200,2,2,0,0
36,product-36,102,137,108,107,102,101,97
37,product-37,192,233,12,183,12,18,12
38,product-38,145,165,52,51,60,144,59
39,product-39,226,258,141,141,146,140,57
40,product-40,123,167,0,266,0,0,0
41,product-41,71,146,141,60,140,145,144
42,product-42,132,215,33,30,30,170,31
43,product-43,103,131,95,91,93,88,109
44,product-44,185,229,9,7,195,9,0
45,product-45,222,238,31,29,173,27,23
46,product-46,103,152,10,193,6,11,2
47,product-47,16,52,125,131,128,132,70
48,product-48,139,193,25,172,176,174,172
49,product-49,131,135,0,0,3,0,201
50,product-50,72,158,0,0,208,0,0
51,product-51,153,215,181,187,183,187,15
52,product-52,225,313,193,8,4,8,10
53,product-53,203,274,90,92,86,112,93
54,product-54,86,146,19,19,20,24,180
55,product-55,22,51,141,54,54,58,58
56,product-56,235,289,140,55,148,145,148
57,product-57,65,136,149,147,152,148,53
58,product-58,126,178,221,0,0,0,0
59,product-59,207,266,115,106,108,90,112
60,product-60,52,92,13,189,8,13,16
61,product-61,158,217,109,104,105,94,103
62,product-62,163,177,158,154,155,43,152
63,product-63,209,268,0,0,0,0,238
64,product-64,81,98,164,167,163,36,161
65,product-65,160,218,125,73,78,75,76
66,product-66,140,228,33,33,171,25,33
67,product-67,116,184,154,159,156,156,44
68,product-68,219,252,54,60,143,61,57
69,product-69,45,123,72,66,71,66,129
70,product-70,113,146,146,50,154,150,146
71,product-71,170,174,103,95,102,100,97
72,product-72,138,172,199,0,0,6,6
73,product-73,195,229,83,91,85,90,112
74,product-74,236,303,22,30,30,24,175
75,product-75,80,136,90,92,94,96,106
76,product-76,14,54,23,25,180,21,20
77,product-77,81,111,74,72,71,127,78
78,product-78,42,103,68,132,130,130,132
79,product-79,183,281,7,192,9,7,9
80,product-80,27,120,133,143,134,136,62
81,product-81,59,102,189,186,14,184,191
82,product-82,207,243,185,183,13,191,186
83,product-83,194,219,57,148,139,144,145
84,product-84,169,212,0,0,0,251,0
85,product-85,18,67,1,200,4,0,1
86,product-86,57,107,155,152,50,148,146
87,product-87,32,59,73,126,73,79,78
88,product-88,55,68,78,80,77,73,124
89,product-89,202,212,144,56,55,52,57
90,product-90,135,204,124,72,78,71,78
91,product-91,93,122,65,69,65,130,65
92,product-92,200,212,143,56,58,52,53
93,product-93,87,117,20,176,177,177,175
94,product-94,114,171,250,0,0,0,0
95,product-95,226,295,139,140,140,59,136
96,product-96,124,145,50,155,48,42,48
97,product-97,215,283,64,64,67,131,67
98,product-98,109,146,24,176,177,181,171
99,product-99,16,98,108,97,96,88,92
100,product-100,125,211,84,81,82,87,114
101,product-101,18,61,0,0,0,236,0
102,product-102,134,158,91,114,84,82,83
103,product-103,107,120,0,0,0,0,208
104,product-104,135,179,0,0,0,218,0
105,product-105,97,119,29,170,30,28,26
106,product-106,118,153,200,2,3,1,5
107,product-107,97,193,160,43,160,159,155
108,product-108,205,271,0,0,2,0,201
109,product-109,203,223,104,92,95,101,95
110,product-110,209,300,144,55,142,144,142
111,product-111,55,114,108,104,92,104,109
112,product-112,52,69,62,57,143,55,54
113,product-113,210,218,220,0,0,0,0
114,product-114,108,161,127,121,77,122,118
115,product-115,169,176,228,0,0,0,0
116,product-116,137,163,113,116,113,120,85
117,product-117,60,105,110,106,107,107,89
118,product-118,100,115,127,131,74,121,130
119,product-119,243,279,93,112,86,85,93
120,product-120,45,77,0,0,226,0,0
121,product-121,270,282,3,1,0,8,195
122,product-122,23,113,179,187,18,184,177
123,product-123,31,62,80,87,90,115,90
124,product-124,81,122,171,34,169,169,165
125,product-125,6,57,184,176,19,176,182
126,product-126,62,111,3,199,0,0,4
127,product-127,223,246,92,113,111,106,112
128,product-128,146,238,4,0,0,201,3
129,product-129,210,218,138,139,146,138,57
130,product-130,54,77,106,109,91,110,114
131,product-131,168,213,93,97,92,98,104
132,product-132,119,182,7,196,0,6,8
133,product-133,93,98,105,99,97,102,100
134,product-134,191,264,85,91,86,111,84
135,product-135,96,112,0,0,0,0,217
136,product-136,202,238,62,69,66,134,61
137,product-137,204,279,44,44,48,51,151
138,product-138,200,212,159,153,156,45,152
139,product-139,46,119,1,0,200,5,1
140,product-140,145,241,148,52,148,143,149
141,product-141,143,164,33,31,28,170,31
142,product-142,276,337,48,52,51,152,43
143,product-143,95,138,143,137,61,139,140
144,product-144,179,247,0,0,202,0,0
145,product-145,40,41,158,159,157,44,159
146,product-146,24,36,182,185,14,184,187
147,product-147,161,162,91,104,108,114,113
148,product-148,183,244,160,41,38,39,36
149,product-149,171,182,96,103,107,108,103
150,product-150,159,234,182,21,174,175,180
151,product-151,96,140,7,14,191,5,14
152,product-152,98,148,177,173,169,26,172
153,product-153,36,120,8,195,0,6,10
154,product-154,159,192,63,61,57,64,138
155,product-155,163,237,173,28,176,177,177
156,product-156,164,241,121,113,115,84,121
157,product-157,6,81,58,65,137,68,66
158,product-158,94,118,197,6,2,1,3
159,product-159,97,139,0,0,0,0,268
160,product-160,137,176,0,0,230,0,0
161,product-161,77,152,65,130,72,68,71
162,product-162,88,180,108,92,92,89,89
163,product-163,173,234,119,121,116,118,80
164,product-164,69,148,175,22,179,178,183
165,product-165,139,221,97,107,97,91,93
166,product-166,193,283,43,50,43,152,48
167,product-167,127,156,6,0,0,0,197
168,product-168,154,233,139,149,56,142,139
169,product-169,82,114,4,5,196,3,7
170,product-170,150,193,166,34,162,169,161
171,product-171,147,147,151,149,156,156,48
172,product-172,118,174,132,64,134,136,135
173,product-173,21,97,206,0,0,0,0
174,product-174,56,60,0,214,0,0,0
175,product-175,215,309,5,192,191,191,199
176,product-176,49,101,0,6,198,1,0
177,product-177,161,225,124,119,78,124,118
178,product-178,211,227,119,81,121,122,116
179,product-179,56,59,140,147,143,147,57
180,product-180,10,19,94,99,102,102,100
181,product-181,105,160,213,0,0,0,0
182,product-182,166,198,79,122,73,77,74
183,product-183,154,229,0,0,0,0,216
184,product-184,160,188,110,111,86,118,113
185,product-185,64,78,143,139,60,136,145
186,product-186,181,260,99,103,106,105,103
187,product-187,81,99,78,76,84,121,80
188,product-188,196,220,75,80,78,124,71
189,product-189,118,160,41,39,38,162,40
190,product-190,178,232,120,127,119,126,76
191,product-191,144,199,176,28,26,22,28
192,product-192,117,167,166,29,173,176,174
193,product-193,92,158,123,116,82,118,116
194,product-194,149,243,106,95,99,97,90
195,product-195,116,121,0,0,0,0,228
196,product-196,164,206,161,160,155,162,42
197,product-197,192,216,41,159,46,36,40
198,product-198,72,125,106,105,110,94,106
199,product-199,223,309,38,157,158,161,159
200,product-200,9,91,11,14,16,15,184
201,product-201,82,89,24,32,172,27,32
202,product-202,116,206,9,192,13,6,4
203,product-203,37,51,0,0,0,230,0
204,product-204,137,152,24,20,176,22,21
205,product-205,211,270,176,27,19,21,26
206,product-206,121,192,49,51,153,49,51
207,product-207,159,160,106,99,89,90,91
208,product-208,183,216,184,13,16,20,14
209,product-209,206,221,0,226,0,0,0
210,product-210,175,208,153,147,49,156,152
211,product-211,116,180,139,61,56,58,57
212,product-212,70,153,26,171,172,170,170
213,product-213,93,114,132,126,126,129,70
214,product-214,176,181,61,59,62,56,141
215,product-215,140,151,154,147,151,50,147
216,product-216,72,86,0,214,0,0,0
217,product-217,145,233,60,140,63,57,62
218,product-218,35,120,90,112,86,93,86
219,product-219,80,157,135,69,132,128,127
220,product-220,249,301,47,47,53,149,55
221,product-221,98,148,157,155,48,155,156
222,product-222,20,25,0,0,0,0,205
223,product-223,110,165,28,170,30,33,33
224,product-224,133,226,58,65,61,65,137
225,product-225,125,140,9,10,190,14,6
226,product-226,136,158,45,45,46,159,45
227,product-227,224,242,0,0,214,0,0
228,product-228,67,109,59,145,57,60,51
229,product-229,217,308,91,90,110,91,88
230,product-230,271,300,83,84,121,82,74
231,product-231,149,224,38,43,160,37,44
232,product-232,224,232,0,0,0,0,221
233,product-233,160,251,74,69,131,68,66
234,product-234,77,145,135,139,64,136,131
235,product-235,151,212,53,151,51,52,51
236,product-236,152,214,179,17,18,25,17
237,product-237,77,148,5,196,7,1,0
238,product-238,25,97,132,131,130,67,129
239,product-239,191,248,178,18,26,23,20
240,product-240,121,168,200,0,200,200,200
241,product-241,19,77,0,0,0,209,0
242,product-242,210,307,158,158,160,161,44
243,product-243,172,195,102,96,97,99,97
244,product-244,188,233,109,92,88,89,89
245,product-245,197,238,120,77,79,85,80
246,product-246,168,176,75,126,76,78,73
247,product-247,177,211,68,65,62,66,134
248,product-248,192,233,100,100,94,103,101
249,product-249,203,266,52,143,151,143,143
250,product-250,40,112,132,124,127,73,123
251,product-251,120,175,53,145,50,58,50
252,product-252,25,50,103,98,99,99,96
253,product-253,156,166,110,87,88,90,89
254,product-254,90,94,128,129,71,131,125
255,product-255,142,228,114,111,116,113,84
256,product-256,38,56,121,74,77,84,79
257,product-257,162,253,34,25,25,170,30
258,product-258,34,113,143,144,149,55,143
259,product-259,191,222,117,84,88,80,84
260,product-260,115,213,42,34,35,161,35
261,product-261,145,153,104,95,101,92,93
262,product-262,134,215,103,102,105,103,94
263,product-263,62,83,75,81,122,74,81
264,product-264,249,286,180,24,175,175,176
265,product-265,173,228,71,68,66,131,72
266,product-266,188,224,3,0,5,1,199
267,product-267,144,156,57,57,142,60,63
268,product-268,34,120,12,13,11,13,191
269,product-269,207,249,183,182,188,13,188
270,product-270,201,226,22,181,15,22,19
271,product-271,129,131,75,75,81,73,122
272,product-272,13,24,76,84,74,75,121
273,product-273,151,232,58,56,52,143,60
274,product-274,116,171,9,195,1,6,8
275,product-275,53,136,128,68,74,67,71
276,product-276,134,146,2,0,6,0,199
277,product-277,87,87,151,52,146,152,148
278,product-278,145,213,184,11,16,18,17
279,product-279,124,191,65,74,70,131,65
280,product-280,186,221,174,28,27,22,30
281,product-281,151,197,0,0,0,0,202
282,product-282,28,72,0,3,201,0,0
283,product-283,192,267,109,108,93,105,105
284,product-284,87,94,148,52,50,55,48
285,product-285,110,196,91,106,98,99,89
286,product-286,116,160,0,239,0,0,0
287,product-287,194,276,26,26,27,171,29
288,product-288,148,194,106,105,98,99,103
289,product-289,247,280,89,109,115,113,107
290,product-290,57,138,124,74,74,75,81
291,product-291,114,203,247,0,0,0,0
292,product-292,122,148,40,156,46,49,49
293,product-293,45,119,22,24,28,22,173
294,product-294,94,135,186,178,180,17,185
295,product-295,150,202,13,191,8,9,4
296,product-296,59,97,43,43,39,40,161
297,product-297,192,240,145,59,54,54,58
298,product-298,36,87,90,114,88,87,85
299,product-299,178,227,180,19,25,18,18
300,product-300,140,177,116,83,120,112,117
301,product-301,190,207,58,138,139,143,144
302,product-302,79,96,137,138,65,140,140
303,product-303,97,103,176,20,175,183,185
304,product-304,29,79,63,66,62,135,63
305,product-305,108,171,198,200,200,200,2
