id,label,ts_in,ts_out,dim_0,dim_1
1,product-1,69,102,102,101
2,product-2,121,179,148,55
3,product-3,9,84,23,179
4,product-4,151,164,176,24
5,product-5,133,227,193,6
6,product-6,133,211,118,84
7,product-7,142,144,51,153
8,product-8,143,196,27,178
9,product-9,170,234,81,124
10,product-10,214,217,42,163
11,product-11,150,243,186,14
12,product-12,49,124,50,148
13,product-13,62,117,188,14
14,product-14,135,141,184,21
15,product-15,180,184,15,185
16,product-16,104,147,47,148
17,product-17,69,137,2,200
18,product-18,227,297,133,68
19,product-19,183,259,0,222
20,product-20,43,57,49,147
21,product-21,235,273,92,110
22,product-22,133,135,18,184
23,product-23,50,118,87,114
24,product-24,215,304,65,137
25,product-25,61,93,144,54
26,product-26,218,250,89,113
27,product-27,170,244,93,104
28,product-28,221,233,169,33
29,product-29,181,235,119,80
30,product-30,99,127,256,0
31,product-31,117,132,52,143
32,product-32,88,152,81,115
33,product-33,118,118,65,132
34,product-34,213,266,6,193
35,product-35,58,136,141,62
36,product-36,122,151,188,8
37,product-37,174,199,59,141
38,product-38,212,272,112,85
39,product-39,127,167,135,70
40,product-40,31,122,52,144
41,product-41,280,325,114,86
42,product-42,54,95,177,26
43,product-43,133,198,137,63
44,product-44,147,173,101,95
45,product-45,34,62,171,32
46,product-46,80,113,210,0
47,product-47,108,141,0,212
48,product-48,179,258,4,201
49,product-49,193,219,129,73
50,product-50,231,291,5,196
51,product-51,53,70,139,66
52,product-52,20,66,160,35
53,product-53,188,194,26,169
54,product-54,70,162,0,249
55,product-55,151,243,94,101
56,product-56,128,187,61,142
57,product-57,106,107,181,24
58,product-58,152,240,41,158
59,product-59,119,174,183,13
60,product-60,136,174,175,30
61,product-61,151,196,166,33
62,product-62,97,174,96,103
63,product-63,216,217,123,82
64,product-64,174,216,126,77
65,product-65,138,202,71,131
66,product-66,197,221,45,154
67,product-67,198,268,98,107
68,product-68,62,97,138,59
69,product-69,100,139,34,169
70,product-70,201,281,20,181
71,product-71,262,303,51,144
72,product-72,72,130,23,176
73,product-73,149,167,109,96
74,product-74,225,299,18,179
75,product-75,98,146,113,84
76,product-76,176,251,183,20
77,product-77,219,258,198,1
78,product-78,83,115,143,55
79,product-79,143,222,6,191
80,product-80,96,151,171,32
81,product-81,114,129,12,191
82,product-82,141,151,52,144
83,product-83,188,190,73,122
84,product-84,52,57,77,121
85,product-85,57,97,100,104
86,product-86,145,184,221,0
87,product-87,41,49,94,111
88,product-88,124,211,53,151
89,product-89,81,112,74,125
90,product-90,101,126,175,28
91,product-91,152,183,149,48
92,product-92,84,140,230,0
93,product-93,162,249,182,21
94,product-94,86,151,154,49
95,product-95,155,190,111,86
96,product-96,109,147,81,115
97,product-97,123,173,8,190
98,product-98,55,138,98,101
99,product-99,171,224,63,139
100,product-100,71,166,39,163
101,product-101,164,249,47,148
102,product-102,149,168,69,134
103,product-103,204,281,64,131
104,product-104,246,338,97,98
105,product-105,118,213,162,37
106,product-106,74,98,74,131
107,product-107,140,219,51,146
108,product-108,100,147,202,0
109,product-109,49,96,162,40
110,product-110,178,187,202,0
111,product-111,135,218,135,63
112,product-112,101,114,35,168
113,product-113,35,61,54,145
114,product-114,249,290,32,166
115,product-115,136,188,48,154
