id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,81,133,140,60,59
2,product-2,107,185,132,72,128
3,product-3,38,54,140,58,140
4,product-4,191,243,204,0,0
5,product-5,133,184,61,139,65
6,product-6,186,274,42,163,155
7,product-7,136,198,173,31,169
8,product-8,35,98,4,192,11
9,product-9,178,251,0,0,209
10,product-10,119,120,92,94,111
11,product-11,56,120,120,81,121
12,product-12,202,230,154,48,151
13,product-13,200,213,232,0,0
14,product-14,70,89,122,74,79
15,product-15,137,157,176,25,175
16,product-16,177,233,87,116,112
17,product-17,166,176,0,6,195
18,product-18,150,168,27,176,173
19,product-19,220,228,84,121,80
20,product-20,191,269,125,131,70
21,product-21,136,141,153,51,146
22,product-22,21,71,150,48,49
23,product-23,192,228,169,28,167
24,product-24,196,284,71,132,63
25,product-25,98,158,59,61,141
26,product-26,180,200,106,110,95
27,product-27,7,77,66,132,138
28,product-28,173,240,5,1,196
29,product-29,89,146,267,0,0
30,product-30,163,248,0,0,229
31,product-31,215,273,0,206,0
32,product-32,176,246,10,186,16
33,product-33,96,136,57,51,146
34,product-34,227,266,103,112,93
35,product-35,191,238,90,113,84
36,product-36,34,70,37,38,161
37,product-37,117,187,36,40,164
38,product-38,105,134,39,158,165
39,product-39,117,157,72,125,128
40,product-40,69,131,50,54,146
41,product-41,98,190,0,0,214
42,product-42,149,237,39,163,164
43,product-43,13,95,0,0,259
44,product-44,151,222,197,0,5
45,product-45,116,186,85,86,110
46,product-46,205,232,74,121,84
47,product-47,23,65,30,168,175
48,product-48,165,224,24,25,172
49,product-49,237,325,197,3,4
50,product-50,79,167,18,187,187
51,product-51,75,120,75,123,124
52,product-52,77,124,123,74,123
53,product-53,228,278,0,220,0
54,product-54,220,275,122,77,83
55,product-55,63,105,76,119,79
56,product-56,186,275,114,114,84
57,product-57,40,78,71,132,133
58,product-58,164,229,0,195,1
59,product-59,178,212,0,0,215
60,product-60,128,200,41,163,35
61,product-61,122,164,19,182,184
62,product-62,156,256,176,19,176
63,product-63,190,227,9,193,10
64,product-64,128,224,163,38,38
65,product-65,189,219,52,59,146
66,product-66,92,109,68,131,136
67,product-67,178,219,26,172,172
68,product-68,97,131,0,239,0
69,product-69,155,244,80,117,120
70,product-70,207,221,24,178,24
71,product-71,75,84,192,193,10
72,product-72,100,129,161,35,168
73,product-73,91,178,5,195,7
74,product-74,59,154,143,147,58
75,product-75,226,235,148,55,47
76,product-76,75,111,42,157,41
77,product-77,124,148,147,49,53
78,product-78,147,208,91,114,86
79,product-79,242,259,184,186,17
80,product-80,130,168,267,0,0
81,product-81,48,102,106,93,94
82,product-82,98,118,195,3,9
83,product-83,136,215,78,69,126
84,product-84,140,226,63,136,69
85,product-85,86,110,34,166,32
86,product-86,53,103,50,48,151
87,product-87,128,175,0,0,217
88,product-88,163,196,78,122,78
89,product-89,86,129,66,61,134
90,product-90,92,94,11,4,193
91,product-91,89,174,134,66,134
92,product-92,183,215,81,78,120
93,product-93,189,253,184,11,187
94,product-94,150,206,104,91,101
95,product-95,146,238,154,50,50
96,product-96,44,133,4,200,197
97,product-97,96,134,96,107,103
98,product-98,65,66,162,162,36
99,product-99,198,214,0,0,254
100,product-100,73,111,134,62,136
101,product-101,189,207,8,0,197
102,product-102,214,278,0,229,0
103,product-103,243,325,200,4,3
104,product-104,137,208,87,92,111
105,product-105,167,225,237,0,0
106,product-106,134,198,0,0,264
107,product-107,72,121,99,106,89
108,product-108,183,264,55,142,55
109,product-109,49,53,113,108,89
110,product-110,186,220,136,60,64
111,product-111,96,140,39,166,161
112,product-112,172,242,32,170,172
113,product-113,193,222,250,0,0
114,product-114,145,174,237,0,0
115,product-115,169,214,173,29,25
116,product-116,156,227,103,97,98
117,product-117,147,215,76,129,72
118,product-118,49,101,105,104,94
119,product-119,144,234,85,88,117
120,product-120,138,164,157,41,41
121,product-121,71,129,195,4,2
122,product-122,68,136,79,71,125
123,product-123,161,234,80,74,121
124,product-124,156,228,138,61,59
125,product-125,94,149,133,125,70
126,product-126,89,152,21,29,176
127,product-127,75,115,119,80,84
128,product-128,163,192,140,63,62
129,product-129,100,155,3,199,197
130,product-130,14,96,179,19,17
131,product-131,249,263,123,122,80
132,product-132,161,181,63,137,64
133,product-133,123,172,171,27,170
134,product-134,54,77,89,91,112
135,product-135,181,254,128,72,131
136,product-136,50,135,41,34,164
137,product-137,64,128,43,157,153
138,product-138,171,175,0,213,0
139,product-139,181,211,37,36,168
140,product-140,135,220,224,0,0
141,product-141,243,257,27,168,34
142,product-142,29,55,101,95,101
143,product-143,130,225,103,104,94
144,product-144,200,288,0,231,0
145,product-145,70,115,134,67,63
146,product-146,103,156,72,125,72
147,product-147,121,197,75,82,121
148,product-148,195,217,89,113,116
149,product-149,182,193,76,124,79
150,product-150,106,186,111,84,94
151,product-151,227,256,166,36,33
152,product-152,106,117,44,161,36
153,product-153,170,196,0,0,245
154,product-154,232,323,130,70,72
155,product-155,57,105,82,75,121
156,product-156,111,145,170,29,28
157,product-157,69,132,162,36,169
158,product-158,36,110,135,67,67
