id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,209,223,117,123,81
2,product-2,134,229,170,29,25
3,product-3,155,196,235,0,0
4,product-4,54,91,1,0,204
5,product-5,146,161,22,29,176
6,product-6,173,261,14,5,191
7,product-7,191,286,203,0,2
8,product-8,161,234,141,140,55
9,product-9,199,277,230,0,0
10,product-10,86,109,140,65,140
11,product-11,170,202,76,84,119
12,product-12,120,181,0,220,0
13,product-13,159,175,104,97,101
14,product-14,4,16,145,51,149
15,product-15,187,266,153,148,48
16,product-16,150,205,138,61,59
17,product-17,162,189,118,85,116
18,product-18,63,133,0,219,0
19,product-19,173,237,127,75,126
20,product-20,71,138,0,0,223
21,product-21,115,170,96,104,92
22,product-22,174,265,58,58,137
23,product-23,26,105,102,95,102
24,product-24,48,50,44,161,44
25,product-25,216,252,9,6,189
26,product-26,116,121,182,175,23
27,product-27,21,93,92,91,110
28,product-28,211,298,97,107,91
29,product-29,213,228,146,58,138
30,product-30,147,178,0,207,0
31,product-31,206,241,21,16,184
32,product-32,96,179,175,180,24
33,product-33,209,284,53,142,56
34,product-34,191,216,0,0,241
35,product-35,210,279,25,176,19
36,product-36,166,247,57,141,56
37,product-37,41,60,24,180,174
38,product-38,240,278,151,52,150
39,product-39,171,249,137,141,64
40,product-40,105,158,72,69,133
41,product-41,155,197,63,136,66
42,product-42,197,284,5,197,4
43,product-43,161,255,111,120,85
44,product-44,51,88,162,35,37
45,product-45,200,258,25,20,177
46,product-46,164,262,138,64,59
47,product-47,178,212,44,152,51
48,product-48,16,90,62,135,135
49,product-49,111,123,146,140,57
50,product-50,59,143,17,15,182
51,product-51,161,250,27,21,177
52,product-52,110,158,45,150,52
53,product-53,178,191,119,113,85
54,product-54,70,158,24,175,25
55,product-55,156,184,0,0,216
56,product-56,7,63,88,114,107
57,product-57,246,254,0,212,0
58,product-58,156,169,120,77,81
59,product-59,71,123,54,143,145
60,product-60,66,116,24,177,20
61,product-61,103,103,53,148,145
62,product-62,184,266,133,64,63
63,product-63,107,184,55,55,147
64,product-64,181,244,88,115,89
65,product-65,119,187,126,130,71
66,product-66,242,260,192,3,192
67,product-67,247,325,66,139,58
68,product-68,85,177,49,44,152
69,product-69,55,141,109,92,110
70,product-70,182,240,172,33,33
71,product-71,211,274,14,16,182
72,product-72,33,73,156,46,47
73,product-73,179,208,112,83,116
74,product-74,170,182,35,164,31
75,product-75,160,168,106,90,113
76,product-76,92,154,134,61,69
77,product-77,127,209,165,158,37
78,product-78,127,150,65,138,65
79,product-79,69,93,90,99,106
80,product-80,153,241,119,81,77
81,product-81,126,205,191,10,7
82,product-82,80,109,0,0,227
83,product-83,112,150,225,0,0
84,product-84,119,144,161,42,160
85,product-85,52,86,165,170,31
86,product-86,8,95,47,158,45
87,product-87,247,267,82,114,117
88,product-88,34,67,93,110,102
89,product-89,157,188,3,192,5
90,product-90,145,178,179,17,178
91,product-91,141,176,161,41,158
92,product-92,95,128,56,139,139
93,product-93,216,244,125,123,77
94,product-94,42,47,18,186,13
95,product-95,80,82,222,0,0
96,product-96,243,244,18,16,186
97,product-97,159,197,215,0,0
98,product-98,66,88,141,64,61
99,product-99,91,164,149,48,156
100,product-100,15,48,37,168,37
101,product-101,111,119,189,6,8
102,product-102,202,241,86,84,117
103,product-103,86,96,94,110,105
104,product-104,130,148,37,38,162
105,product-105,58,89,65,137,67
106,product-106,142,207,60,135,62
107,product-107,29,104,123,124,76
108,product-108,178,206,135,139,63
109,product-109,42,124,149,146,56
110,product-110,118,135,142,148,56
111,product-111,131,158,117,86,112
112,product-112,60,92,206,0,0
113,product-113,153,189,51,145,150
