id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,customer-1,137,177,116,89,106
2,customer-2,187,193,61,136,139
3,customer-3,168,256,19,9,186
4,customer-4,123,182,33,40,164
5,customer-5,83,162,119,115,86
6,customer-6,43,61,160,38,35
7,customer-7,51,88,27,170,28
8,customer-8,51,134,163,33,37
9,customer-9,21,27,271,0,0
10,customer-10,69,161,54,45,150
11,customer-11,112,181,33,31,165
12,customer-12,19,58,155,43,50
13,customer-13,175,203,88,96,109
14,customer-14,87,132,71,128,70
15,customer-15,59,89,64,135,60
16,customer-16,174,232,0,0,224
17,customer-17,160,191,14,187,12
18,customer-18,8,36,187,9,14
19,customer-19,132,198,130,71,125
20,customer-20,129,136,30,167,167
21,customer-21,138,173,35,168,27
22,customer-22,160,220,157,41,42
23,customer-23,160,210,24,178,23
24,customer-24,65,118,0,0,213
25,customer-25,123,186,134,64,70
26,customer-26,74,132,48,154,148
27,customer-27,243,255,59,138,139
28,customer-28,113,170,120,84,81
29,customer-29,204,234,31,27,172
30,customer-30,102,105,150,46,152
31,customer-31,73,122,189,11,187
32,customer-32,212,221,79,122,122
33,customer-33,140,140,183,18,185
34,customer-34,165,208,30,171,171
35,customer-35,162,208,42,157,42
36,customer-36,113,184,161,40,43
37,customer-37,208,255,178,184,18
38,customer-38,19,31,177,28,24
39,customer-39,199,209,151,50,150
40,customer-40,220,282,138,66,134
41,customer-41,88,165,116,120,84
42,customer-42,170,222,122,83,76
43,customer-43,110,184,7,197,0
44,customer-44,74,158,71,74,125
45,customer-45,122,209,188,7,10
46,customer-46,163,184,117,87,87
47,customer-47,116,151,89,113,110
48,customer-48,45,100,180,16,22
49,customer-49,237,299,116,82,82
50,customer-50,57,83,159,40,164
51,customer-51,176,204,41,40,161
52,customer-52,76,163,38,167,35
53,customer-53,46,59,115,86,81
54,customer-54,46,83,151,149,47
55,customer-55,191,244,8,7,189
56,customer-56,199,211,169,27,36
57,customer-57,111,211,38,167,35
58,customer-58,208,229,122,78,125
59,customer-59,121,201,160,158,43
60,customer-60,195,231,198,2,6
61,customer-61,113,162,0,266,0
62,customer-62,37,103,35,36,164
63,customer-63,160,164,87,108,116
64,customer-64,274,351,134,138,64
65,customer-65,164,211,25,18,179
66,customer-66,162,188,133,70,131
67,customer-67,136,169,34,170,165
68,customer-68,135,175,9,188,8
69,customer-69,205,297,5,193,199
70,customer-70,240,312,66,139,58
71,customer-71,132,227,157,158,40
72,customer-72,221,299,30,39,165
73,customer-73,140,219,114,87,110
74,customer-74,143,184,134,71,61
75,customer-75,174,184,18,182,18
76,customer-76,134,212,129,134,69
77,customer-77,198,215,153,144,52
78,customer-78,32,97,105,99,95
79,customer-79,122,123,177,20,176
80,customer-80,143,192,83,77,120
81,customer-81,36,49,165,40,155
82,customer-82,40,97,93,104,97
83,customer-83,35,90,177,172,28
84,customer-84,219,260,127,77,120
85,customer-85,136,174,201,1,0
86,customer-86,182,197,192,197,6
87,customer-87,64,135,173,30,28
88,customer-88,108,152,35,37,160
89,customer-89,42,121,14,181,21
90,customer-90,20,91,99,99,98
91,customer-91,104,160,173,173,22
92,customer-92,51,53,8,11,191
93,customer-93,117,181,0,0,207
94,customer-94,90,183,0,0,236
95,customer-95,57,61,0,0,201
96,customer-96,233,294,56,61,142
97,customer-97,25,35,212,0,0
98,customer-98,126,170,54,142,144
99,customer-99,114,149,82,117,121
100,customer-100,239,311,73,127,68
101,customer-101,96,113,152,50,44
102,customer-102,63,116,160,35,168
103,customer-103,46,58,18,20,177
104,customer-104,130,222,82,80,121
105,customer-105,157,211,64,66,137
106,customer-106,199,293,189,6,13
107,customer-107,110,122,127,133,71
108,customer-108,52,105,22,181,16
109,customer-109,257,258,198,4,196
110,customer-110,168,199,66,130,135
111,customer-111,120,214,98,100,105
112,customer-112,214,235,6,6,195
113,customer-113,117,119,198,0,6
114,customer-114,143,201,165,164,39
115,customer-115,139,206,56,141,142
116,customer-116,29,127,171,26,30
117,customer-117,95,162,61,140,138
118,customer-118,53,81,55,50,150
119,customer-119,92,138,155,43,41
120,customer-120,91,125,5,191,14
121,customer-121,94,153,16,179,26
122,customer-122,28,69,65,130,130
123,customer-123,48,108,37,46,159
124,customer-124,102,199,91,89,107
125,customer-125,231,254,58,54,142
126,customer-126,245,312,123,82,82
127,customer-127,104,141,150,54,142
128,customer-128,213,228,22,179,20
129,customer-129,170,234,121,83,115
130,customer-130,87,146,144,146,57
131,customer-131,175,210,54,149,55
132,customer-132,72,130,91,112,91
133,customer-133,67,156,116,117,79
134,customer-134,179,259,12,191,14
135,customer-135,116,188,119,111,84
136,customer-136,181,237,120,80,79
137,customer-137,71,118,246,0,0
138,customer-138,128,142,173,30,28
139,customer-139,46,143,248,0,0
140,customer-140,14,56,161,44,42
141,customer-141,82,112,106,91,105
142,customer-142,85,106,0,208,0
143,customer-143,169,245,107,97,99
144,customer-144,160,251,22,178,17
145,customer-145,199,258,74,128,71
146,customer-146,176,251,181,23,18
147,customer-147,130,185,13,183,22
148,customer-148,203,226,128,132,72
149,customer-149,160,183,110,90,89
150,customer-150,33,103,17,180,183
151,customer-151,149,202,109,87,108
152,customer-152,202,244,90,107,110
153,customer-153,123,180,0,232,0
154,customer-154,115,133,0,0,217
155,customer-155,211,280,168,168,32
156,customer-156,219,275,161,43,42
157,customer-157,214,255,0,205,0
158,customer-158,172,228,53,144,58
159,customer-159,61,156,164,33,34
160,customer-160,95,141,78,117,120
161,customer-161,116,132,9,189,8
162,customer-162,85,113,101,103,97
163,customer-163,187,222,140,64,137
164,customer-164,108,129,178,181,23
165,customer-165,83,154,81,79,121
166,customer-166,208,293,54,54,146
167,customer-167,62,112,127,77,73
168,customer-168,101,121,57,147,48
169,customer-169,128,130,0,0,217
170,customer-170,224,254,93,84,111
171,customer-171,169,234,65,69,132
172,customer-172,162,190,132,73,132
173,customer-173,70,91,50,154,151
174,customer-174,75,129,190,7,14
175,customer-175,185,205,105,90,106
176,customer-176,50,137,107,100,96
177,customer-177,261,276,30,169,168
178,customer-178,214,303,19,16,183
179,customer-179,157,230,0,216,0
180,customer-180,128,133,218,0,0
181,customer-181,223,292,140,132,63
182,customer-182,134,137,120,80,79
183,customer-183,205,264,55,141,55
184,customer-184,79,90,33,36,164
185,customer-185,90,133,124,124,80
186,customer-186,80,124,168,29,174
187,customer-187,234,299,94,111,104
188,customer-188,124,169,38,32,167
189,customer-189,21,66,18,178,21
190,customer-190,102,171,103,95,103
191,customer-191,221,316,36,163,33
192,customer-192,50,53,75,75,125
193,customer-193,120,208,172,25,176
194,customer-194,161,161,152,145,51
195,customer-195,61,103,0,0,203
196,customer-196,238,310,93,108,110
197,customer-197,54,93,0,0,205
198,customer-198,4,26,109,89,91
199,customer-199,65,92,52,145,52
200,customer-200,127,195,173,22,26
201,customer-201,115,183,125,122,80
202,customer-202,90,168,0,0,247
203,customer-203,67,121,177,27,171
204,customer-204,227,259,199,2,4
205,customer-205,160,200,151,52,51
206,customer-206,249,305,90,107,98
207,customer-207,90,171,46,154,155
208,customer-208,149,158,98,104,98
209,customer-209,164,208,79,123,125
210,customer-210,34,103,67,63,133
211,customer-211,78,167,22,16,183
212,customer-212,72,122,197,6,199
213,customer-213,97,161,223,0,0
214,customer-214,68,142,137,59,63
215,customer-215,14,79,173,27,174
216,customer-216,129,219,0,0,236
217,customer-217,91,170,149,147,55
218,customer-218,57,94,12,189,15
219,customer-219,132,183,169,34,34
220,customer-220,230,287,82,118,79
221,customer-221,64,132,108,97,97
222,customer-222,91,125,27,178,173
223,customer-223,232,272,0,0,228
224,customer-224,110,194,130,70,65
225,customer-225,21,107,25,178,175
226,customer-226,115,153,0,205,0
227,customer-227,200,223,107,90,113
228,customer-228,112,190,11,184,13
229,customer-229,44,135,132,72,125
230,customer-230,159,188,61,137,141
231,customer-231,111,154,63,133,64
232,customer-232,42,95,65,140,58
233,customer-233,166,171,12,16,189
234,customer-234,222,253,134,71,126
235,customer-235,179,181,0,252,0
236,customer-236,217,229,15,17,188
237,customer-237,155,246,33,38,162
238,customer-238,160,216,123,119,76
239,customer-239,112,145,189,6,11
240,customer-240,190,255,45,160,39
241,customer-241,24,83,0,0,248
242,customer-242,197,231,205,0,0
243,customer-243,252,294,162,36,41
244,customer-244,251,337,229,0,0
245,customer-245,69,88,55,56,143
246,customer-246,12,55,35,37,166
247,customer-247,234,324,108,94,101
248,customer-248,77,123,135,138,60
249,customer-249,63,84,145,54,150
250,customer-250,212,244,172,28,26
251,customer-251,101,117,187,17,14
252,customer-252,90,91,136,61,65
253,customer-253,56,71,138,131,65
254,customer-254,101,114,83,113,117
255,customer-255,212,256,23,177,178
256,customer-256,125,154,167,173,29
257,customer-257,154,168,41,39,158
258,customer-258,81,100,0,0,210
259,customer-259,41,100,134,61,61
260,customer-260,67,167,0,216,0
261,customer-261,181,197,79,82,123
262,customer-262,231,241,114,119,82
263,customer-263,201,255,40,35,165
264,customer-264,99,103,98,103,107
265,customer-265,37,62,0,0,227
266,customer-266,99,179,38,166,159
267,customer-267,97,126,105,94,102
268,customer-268,156,181,94,103,96
269,customer-269,62,137,0,0,216
270,customer-270,96,111,104,103,94
271,customer-271,37,78,9,191,4
272,customer-272,121,165,151,157,46
273,customer-273,63,106,146,56,148
274,customer-274,44,76,44,51,151
275,customer-275,193,239,4,8,193
276,customer-276,73,107,196,5,194
277,customer-277,52,65,147,55,145
278,customer-278,9,80,174,172,29
279,customer-279,188,249,172,173,25
280,customer-280,131,137,191,13,9
281,customer-281,118,185,111,117,88
282,customer-282,140,194,140,58,59
283,customer-283,35,86,123,82,80
284,customer-284,209,253,135,66,139
285,customer-285,122,132,72,131,69
286,customer-286,168,245,189,14,182
287,customer-287,195,220,183,18,15
288,customer-288,96,175,149,48,152
289,customer-289,60,105,102,102,96
290,customer-290,168,189,72,126,77
291,customer-291,138,233,131,130,71
292,customer-292,144,235,72,130,66
293,customer-293,147,179,128,70,73
294,customer-294,145,245,171,32,167
295,customer-295,63,141,103,93,102
296,customer-296,274,302,45,151,50
297,customer-297,250,307,66,132,138
298,customer-298,134,134,123,81,75
299,customer-299,104,146,27,168,170
300,customer-300,100,118,89,82,114
301,customer-301,116,120,135,62,67
302,customer-302,253,313,70,134,125
303,customer-303,64,90,19,185,13
304,customer-304,96,172,139,66,60
305,customer-305,43,85,13,12,191
306,customer-306,207,269,0,210,0
307,customer-307,139,139,0,0,210
308,customer-308,42,120,26,172,28
309,customer-309,152,215,124,118,77
310,customer-310,63,74,54,50,149
311,customer-311,167,254,89,111,116
312,customer-312,154,164,13,189,14
313,customer-313,186,231,11,11,189
314,customer-314,43,116,38,37,161
315,customer-315,74,157,186,14,16
316,customer-316,57,62,4,11,193
317,customer-317,92,165,153,157,46
318,customer-318,200,284,41,162,161
319,customer-319,135,150,94,108,88
320,customer-320,168,230,95,105,100
321,customer-321,205,283,109,90,110
322,customer-322,71,92,36,164,41
323,customer-323,104,179,45,50,154
324,customer-324,209,242,7,188,17
325,customer-325,161,218,98,102,94
326,customer-326,43,59,166,34,162
327,customer-327,98,177,86,77,119
328,customer-328,176,222,146,139,58
329,customer-329,163,219,180,16,21
330,customer-330,200,292,80,80,117
331,customer-331,155,190,9,9,196
332,customer-332,70,160,96,96,102
333,customer-333,11,89,73,73,127
334,customer-334,181,260,72,128,75
335,customer-335,74,85,134,69,68
336,customer-336,188,247,188,11,184
337,customer-337,15,112,8,9,196
338,customer-338,83,110,192,6,3
339,customer-339,209,247,36,167,162
340,customer-340,71,132,90,107,89
341,customer-341,15,32,124,80,120
342,customer-342,57,66,0,0,215
343,customer-343,127,148,39,163,32
344,customer-344,105,118,45,47,156
345,customer-345,146,212,129,127,72
346,customer-346,31,90,116,81,89
347,customer-347,180,231,21,18,180
348,customer-348,141,155,200,4,4
349,customer-349,83,92,54,58,147
350,customer-350,180,216,122,75,76
351,customer-351,98,185,33,33,166
352,customer-352,9,40,91,114,88
353,customer-353,94,155,88,110,86
354,customer-354,107,170,0,0,237
355,customer-355,41,130,0,219,0
356,customer-356,159,246,90,114,108
357,customer-357,192,281,71,125,74
358,customer-358,68,75,14,23,182
359,customer-359,156,218,48,44,153
360,customer-360,169,209,199,0,4
361,customer-361,95,116,85,83,117
362,customer-362,74,102,65,138,138
363,customer-363,114,206,94,111,111
364,customer-364,135,203,175,22,26
365,customer-365,153,233,143,62,142
366,customer-366,168,211,0,229,0
367,customer-367,33,73,185,19,12
368,customer-368,214,266,5,192,5
369,customer-369,191,222,103,92,101
370,customer-370,5,77,136,63,65
371,customer-371,89,147,190,9,10
372,customer-372,175,218,256,0,0
373,customer-373,240,247,60,142,60
374,customer-374,91,180,143,58,138
375,customer-375,159,245,0,0,255
376,customer-376,64,80,38,165,157
377,customer-377,100,130,2,202,0
378,customer-378,121,176,60,135,61
379,customer-379,129,170,133,142,62
380,customer-380,66,99,58,140,61
381,customer-381,212,270,25,25,175
382,customer-382,82,148,237,0,0
383,customer-383,133,204,132,72,70
384,customer-384,130,221,114,87,113
385,customer-385,239,296,164,36,40
386,customer-386,202,269,175,170,27
387,customer-387,78,99,0,210,0
388,customer-388,106,132,157,39,40
389,customer-389,191,269,54,58,143
390,customer-390,79,84,108,94,89
391,customer-391,71,132,137,139,59
392,customer-392,147,215,0,0,222
393,customer-393,162,260,87,82,117
394,customer-394,169,183,139,58,61
395,customer-395,89,123,154,42,48
396,customer-396,121,198,50,145,150
397,customer-397,194,278,13,11,186
398,customer-398,116,166,1,4,199
399,customer-399,115,140,97,107,104
400,customer-400,114,123,93,106,90
401,customer-401,111,146,64,132,69
402,customer-402,182,230,90,112,106
403,customer-403,83,122,115,88,116
404,customer-404,128,225,13,184,189
405,customer-405,155,183,169,29,171
406,customer-406,129,186,0,263,0
407,customer-407,80,93,145,60,139
408,customer-408,163,237,111,87,92
409,customer-409,131,208,201,3,0
410,customer-410,79,170,202,0,0
411,customer-411,149,156,153,150,50
412,customer-412,5,33,31,167,165
413,customer-413,213,300,169,28,28
414,customer-414,58,71,85,120,114
415,customer-415,49,130,26,169,178
416,customer-416,40,89,0,0,234
417,customer-417,182,223,81,79,117
418,customer-418,164,245,138,60,60
419,customer-419,216,222,73,125,70
420,customer-420,177,250,0,233,0
421,customer-421,161,224,39,34,164
422,customer-422,106,185,156,163,40
423,customer-423,207,291,170,177,25
424,customer-424,92,180,126,79,120
425,customer-425,148,222,67,133,66
426,customer-426,71,85,149,54,145
427,customer-427,216,286,157,38,38
428,customer-428,155,246,73,73,128
429,customer-429,161,209,69,136,135
430,customer-430,68,156,130,69,67
431,customer-431,169,169,133,127,70
432,customer-432,225,238,82,115,121
433,customer-433,74,115,244,0,0
434,customer-434,20,23,181,20,19
435,customer-435,79,167,167,167,29
436,customer-436,180,264,155,49,47
437,customer-437,144,172,49,148,57
438,customer-438,168,211,169,32,32
439,customer-439,228,236,76,71,124
440,customer-440,115,160,144,53,150
441,customer-441,186,227,180,19,186
442,customer-442,81,147,157,42,162
443,customer-443,98,131,0,0,215
444,customer-444,117,124,133,71,62
445,customer-445,157,175,158,37,42
446,customer-446,126,206,0,0,201
447,customer-447,210,276,129,76,69
448,customer-448,190,224,190,9,195
449,customer-449,56,124,0,204,0
450,customer-450,64,133,97,100,104
451,customer-451,41,50,54,151,51
452,customer-452,153,176,187,12,186
453,customer-453,133,224,54,50,145
454,customer-454,42,126,136,135,67
455,customer-455,193,216,108,116,88
456,customer-456,186,234,101,103,96
457,customer-457,141,200,45,42,159
458,customer-458,224,251,17,18,187
459,customer-459,53,143,166,37,31
460,customer-460,161,237,42,156,155
461,customer-461,140,228,25,22,173
462,customer-462,209,257,127,75,127
463,customer-463,210,296,206,0,0
464,customer-464,190,261,168,36,31
465,customer-465,79,168,169,33,32
466,customer-466,202,238,114,88,107
467,customer-467,206,235,0,0,201
468,customer-468,25,110,211,0,0
469,customer-469,150,238,0,0,219
470,customer-470,74,95,124,125,78
471,customer-471,139,200,70,66,131
472,customer-472,137,149,215,0,0
473,customer-473,227,229,118,113,87
474,customer-474,103,185,72,125,74
475,customer-475,90,125,15,181,22
476,customer-476,119,170,64,132,140
477,customer-477,69,130,229,0,0
478,customer-478,147,173,64,134,131
479,customer-479,269,314,37,168,34
480,customer-480,122,178,147,49,150
481,customer-481,51,51,205,0,0
482,customer-482,123,210,0,222,0
483,customer-483,125,171,38,163,36
484,customer-484,104,198,166,157,39
485,customer-485,131,170,0,0,210
486,customer-486,65,144,53,148,49
487,customer-487,105,196,34,35,167
488,customer-488,175,191,119,118,80
489,customer-489,8,40,34,165,170
490,customer-490,80,124,129,68,75
491,customer-491,180,197,76,119,128
492,customer-492,128,206,79,126,123
493,customer-493,140,168,95,105,91
494,customer-494,150,162,30,25,171
495,customer-495,114,166,94,97,106
496,customer-496,57,154,22,177,173
497,customer-497,215,224,102,99,101
498,customer-498,93,168,89,85,112
499,customer-499,143,175,143,133,62
500,customer-500,142,144,111,90,110
501,customer-501,16,52,47,156,39
502,customer-502,115,171,132,71,134
503,customer-503,176,183,66,130,139
504,customer-504,17,66,188,184,11
505,customer-505,99,143,232,0,0
506,customer-506,170,191,75,68,128
507,customer-507,133,146,147,55,48
508,customer-508,74,132,168,32,170
509,customer-509,25,56,19,178,23
510,customer-510,19,66,132,129,73
511,customer-511,178,185,91,106,98
512,customer-512,188,273,115,87,89
513,customer-513,169,181,136,59,137
514,customer-514,124,133,42,43,156
515,customer-515,133,143,207,0,0
516,customer-516,73,136,167,168,32
517,customer-517,58,99,75,125,74
518,customer-518,177,254,118,84,83
519,customer-519,100,126,215,0,0
520,customer-520,80,135,198,4,0
521,customer-521,179,196,168,32,28
522,customer-522,104,144,51,146,53
523,customer-523,252,304,0,244,0
524,customer-524,128,140,0,217,0
525,customer-525,75,90,57,50,148
526,customer-526,228,292,146,143,57
527,customer-527,81,168,57,53,145
528,customer-528,110,147,170,34,167
529,customer-529,176,190,4,201,3
530,customer-530,183,271,0,0,227
531,customer-531,100,182,31,167,173
532,customer-532,85,136,103,106,97
533,customer-533,85,100,0,233,0
534,customer-534,19,40,140,59,63
535,customer-535,9,47,144,51,154
536,customer-536,148,230,19,185,181
537,customer-537,160,197,39,39,164
538,customer-538,150,171,86,116,109
539,customer-539,190,210,75,124,79
540,customer-540,147,149,77,73,123
541,customer-541,138,212,100,103,98
542,customer-542,152,158,108,107,95
543,customer-543,21,108,66,136,131
544,customer-544,38,115,79,85,119
545,customer-545,198,225,73,74,131
546,customer-546,179,267,29,170,32
547,customer-547,21,57,81,122,115
548,customer-548,239,253,41,161,43
549,customer-549,26,94,64,67,138
550,customer-550,201,263,86,87,109
551,customer-551,132,213,148,48,149
552,customer-552,129,163,244,0,0
553,customer-553,216,303,0,268,0
554,customer-554,105,172,151,158,45
555,customer-555,139,154,34,164,167
556,customer-556,36,93,0,207,0
557,customer-557,184,261,0,228,0
558,customer-558,164,221,24,176,175
559,customer-559,201,260,49,50,153
560,customer-560,246,278,60,145,142
561,customer-561,134,137,54,46,151
562,customer-562,219,225,162,42,42
563,customer-563,138,219,34,163,167
564,customer-564,108,181,152,151,48
565,customer-565,142,166,8,16,187
566,customer-566,190,232,128,73,69
567,customer-567,258,340,116,84,81
568,customer-568,68,100,199,0,0
569,customer-569,139,234,104,101,96
570,customer-570,165,244,19,184,20
571,customer-571,42,62,106,99,99
572,customer-572,119,129,106,109,90
573,customer-573,80,114,82,82,113
574,customer-574,207,245,193,7,188
575,customer-575,88,146,77,81,121
576,customer-576,26,105,72,133,69
577,customer-577,127,136,121,124,78
578,customer-578,196,255,82,118,83
579,customer-579,64,133,42,42,157
580,customer-580,18,43,173,24,32
581,customer-581,198,264,125,74,121
582,customer-582,50,127,31,27,170
583,customer-583,4,30,85,110,120
584,customer-584,86,122,62,138,57
585,customer-585,56,154,0,209,0
586,customer-586,2,70,11,11,191
587,customer-587,163,174,124,124,77
588,customer-588,131,136,88,112,107
589,customer-589,106,160,191,8,193
590,customer-590,27,39,155,44,155
591,customer-591,83,112,98,99,99
592,customer-592,38,88,182,17,13
593,customer-593,152,219,57,144,61
594,customer-594,200,294,47,157,48
595,customer-595,141,189,15,180,16
596,customer-596,114,134,151,147,50
