id,label,ts_in,ts_out,dim_0,dim_1
1,customer-1,216,298,184,147
2,customer-2,141,219,63,155
3,customer-3,86,136,143,69
4,customer-4,45,128,110,20
5,customer-5,153,245,186,21
6,customer-6,161,233,45,251
7,customer-7,30,72,23,122
8,customer-8,101,139,68,59
9,customer-9,52,76,68,100
10,customer-10,154,234,139,106
11,customer-11,170,174,159,107
12,customer-12,27,99,119,115
13,customer-13,81,157,63,189
14,customer-14,93,106,66,158
15,customer-15,224,284,71,145
16,customer-16,40,63,105,62
17,customer-17,95,161,34,82
18,customer-18,10,15,34,144
19,customer-19,102,136,111,37
20,customer-20,182,182,60,18
21,customer-21,180,185,148,41
22,customer-22,143,213,183,55
23,customer-23,153,189,108,223
24,customer-24,200,291,191,184
25,customer-25,128,170,122,126
26,customer-26,171,186,217,166
27,customer-27,176,192,102,194
28,customer-28,105,169,104,102
29,customer-29,107,147,112,119
30,customer-30,88,111,153,158
31,customer-31,185,245,120,200
32,customer-32,161,228,178,115
33,customer-33,250,337,91,162
34,customer-34,188,218,145,95
35,customer-35,170,220,26,80
36,customer-36,195,239,210,118
37,customer-37,174,236,72,196
38,customer-38,85,154,180,77
39,customer-39,99,151,112,223
40,customer-40,141,232,99,217
41,customer-41,12,32,142,72
42,customer-42,40,50,64,77
43,customer-43,87,95,159,103
44,customer-44,108,127,33,216
45,customer-45,136,149,206,26
46,customer-46,26,52,196,40
47,customer-47,83,106,155,236
48,customer-48,95,141,132,219
49,customer-49,133,178,2,60
50,customer-50,93,142,73,206
51,customer-51,124,199,151,200
52,customer-52,153,221,162,32
53,customer-53,162,236,238,183
54,customer-54,139,188,206,76
55,customer-55,121,212,115,119
56,customer-56,124,181,66,119
57,customer-57,135,138,134,222
58,customer-58,95,188,208,139
59,customer-59,150,186,64,206
60,customer-60,193,265,147,105
61,customer-61,102,134,150,89
62,customer-62,170,245,128,143
63,customer-63,205,274,42,64
64,customer-64,6,38,171,78
65,customer-65,140,231,123,197
66,customer-66,74,159,86,120
67,customer-67,12,75,62,157
68,customer-68,130,151,173,14
69,customer-69,74,169,57,70
70,customer-70,67,153,180,35
