id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,customer-1,94,157,207,116,75
2,customer-2,190,280,110,165,105
3,customer-3,97,115,71,16,28
4,customer-4,63,147,170,84,114
5,customer-5,232,287,159,82,79
6,customer-6,190,266,64,176,64
7,customer-7,135,211,188,177,145
8,customer-8,46,111,182,146,31
9,customer-9,62,119,162,153,128
10,customer-10,186,272,196,217,118
11,customer-11,170,250,166,61,103
12,customer-12,71,135,96,71,253
13,customer-13,249,273,162,93,130
14,customer-14,205,282,54,160,68
15,customer-15,73,131,53,82,81
16,customer-16,94,156,157,69,191
17,customer-17,89,161,81,116,130
18,customer-18,120,212,198,179,80
19,customer-19,82,118,143,77,112
20,customer-20,52,55,84,111,170
21,customer-21,207,303,187,26,227
22,customer-22,173,261,109,179,116
23,customer-23,48,81,95,166,150
24,customer-24,98,121,76,153,157
25,customer-25,87,101,156,64,78
26,customer-26,122,144,24,130,101
27,customer-27,111,182,173,154,147
28,customer-28,77,94,251,207,59
29,customer-29,208,298,136,169,127
30,customer-30,99,151,104,200,27
31,customer-31,39,110,114,46,36
32,customer-32,234,296,182,110,65
33,customer-33,91,96,65,51,29
34,customer-34,208,251,90,200,51
35,customer-35,151,158,145,95,21
36,customer-36,112,142,137,24,27
37,customer-37,156,228,117,49,115
38,customer-38,162,239,161,130,250
39,customer-39,68,132,117,119,189
40,customer-40,234,255,131,211,73
41,customer-41,82,84,230,2,169
42,customer-42,105,178,236,165,178
43,customer-43,58,143,33,99,200
44,customer-44,182,272,211,150,223
45,customer-45,80,139,56,181,68
46,customer-46,104,193,187,83,114
47,customer-47,69,158,40,241,86
48,customer-48,188,190,17,83,111
49,customer-49,204,245,48,31,91
50,customer-50,217,289,40,139,197
51,customer-51,125,220,204,85,219
52,customer-52,213,277,204,194,269
53,customer-53,102,108,146,102,194
54,customer-54,107,126,127,200,4
55,customer-55,51,95,96,4,93
56,customer-56,227,300,89,262,26
57,customer-57,106,128,211,128,271
58,customer-58,71,163,179,195,127
59,customer-59,85,152,158,87,192
60,customer-60,202,209,36,63,126
61,customer-61,67,120,155,63,156
62,customer-62,119,199,218,114,137
63,customer-63,177,261,90,167,199
64,customer-64,164,239,213,118,117
65,customer-65,247,314,179,149,181
66,customer-66,179,250,15,168,55
67,customer-67,47,106,222,70,202
68,customer-68,37,126,209,102,81
69,customer-69,89,105,204,169,1
70,customer-70,53,148,75,171,194
71,customer-71,93,181,191,237,96
72,customer-72,103,135,108,144,123
73,customer-73,16,43,74,84,89
74,customer-74,43,118,84,196,172
75,customer-75,77,163,226,136,62
76,customer-76,223,230,64,192,159
77,customer-77,44,57,220,62,5
78,customer-78,160,217,130,79,37
79,customer-79,223,252,205,180,101
80,customer-80,216,219,198,204,178
81,customer-81,33,116,38,188,100
82,customer-82,218,221,197,77,92
83,customer-83,40,117,198,58,82
84,customer-84,90,90,51,121,107
85,customer-85,102,150,236,169,217
86,customer-86,38,123,225,57,193
87,customer-87,147,189,71,145,220
88,customer-88,216,246,186,191,154
89,customer-89,199,226,100,6,200
90,customer-90,202,246,81,140,47
91,customer-91,83,110,25,86,188
92,customer-92,113,180,80,20,163
93,customer-93,188,244,55,107,55
94,customer-94,43,90,123,28,198
95,customer-95,83,116,148,72,152
96,customer-96,217,247,71,131,159
97,customer-97,188,250,161,210,21
98,customer-98,206,281,127,116,88
99,customer-99,132,167,143,139,158
100,customer-100,238,307,169,169,163
101,customer-101,86,134,190,100,63
102,customer-102,20,47,184,133,63
103,customer-103,107,153,92,204,187
104,customer-104,79,164,70,188,15
105,customer-105,32,99,111,218,103
106,customer-106,101,119,129,183,181
107,customer-107,216,239,38,240,206
108,customer-108,132,210,243,46,63
109,customer-109,235,250,214,170,138
110,customer-110,147,197,180,43,127
111,customer-111,26,59,122,42,149
112,customer-112,247,319,31,78,150
113,customer-113,108,131,191,132,159
114,customer-114,79,176,69,143,10
115,customer-115,202,251,170,189,93
116,customer-116,139,164,9,157,197
117,customer-117,29,100,172,181,39
118,customer-118,183,273,85,188,237
119,customer-119,140,141,46,169,122
120,customer-120,49,119,172,153,107
121,customer-121,212,288,29,202,204
122,customer-122,177,261,174,172,171
123,customer-123,136,222,155,136,185
124,customer-124,61,72,57,52,195
125,customer-125,190,241,38,220,104
126,customer-126,224,300,35,183,58
127,customer-127,44,93,154,123,61
128,customer-128,86,155,45,99,150
129,customer-129,158,169,130,242,136
130,customer-130,63,96,111,131,164
131,customer-131,137,209,182,154,227
132,customer-132,226,253,177,134,102
133,customer-133,68,88,141,136,38
134,customer-134,201,284,190,92,123
135,customer-135,125,203,176,141,45
136,customer-136,149,196,96,8,227
137,customer-137,111,179,166,32,72
138,customer-138,91,160,48,70,139
139,customer-139,163,202,40,54,114
140,customer-140,109,127,92,135,215
141,customer-141,48,56,176,71,175
142,customer-142,17,46,207,4,84
143,customer-143,52,141,234,200,225
144,customer-144,68,130,99,52,29
145,customer-145,112,189,153,30,27
146,customer-146,211,293,59,174,26
147,customer-147,41,72,163,93,117
148,customer-148,125,178,102,118,128
149,customer-149,201,244,9,154,172
150,customer-150,114,203,207,76,128
151,customer-151,169,227,41,172,94
152,customer-152,228,297,193,89,86
153,customer-153,142,177,110,42,106
154,customer-154,72,115,22,34,203
155,customer-155,187,215,74,66,46
156,customer-156,60,110,92,106,50
157,customer-157,200,292,67,135,143
158,customer-158,154,247,158,121,149
159,customer-159,104,197,80,53,98
160,customer-160,213,279,178,47,191
161,customer-161,10,74,97,114,12
162,customer-162,59,101,158,192,164
163,customer-163,75,153,85,241,19
164,customer-164,198,231,145,128,168
165,customer-165,226,303,144,46,93
166,customer-166,110,141,129,199,162
167,customer-167,69,141,184,90,27
168,customer-168,40,41,78,41,192
169,customer-169,77,139,170,85,188
170,customer-170,36,89,35,195,26
171,customer-171,172,223,233,79,158
172,customer-172,155,178,159,237,151
173,customer-173,102,179,183,71,36
174,customer-174,45,117,213,158,183
175,customer-175,265,318,161,152,188
176,customer-176,202,279,96,116,77
177,customer-177,121,187,201,122,197
178,customer-178,154,239,149,219,123
179,customer-179,73,161,220,63,167
180,customer-180,121,197,214,188,114
181,customer-181,148,244,51,19,121
182,customer-182,18,40,91,120,59
183,customer-183,94,128,62,37,107
184,customer-184,144,202,166,98,118
185,customer-185,26,58,136,118,141
186,customer-186,135,204,122,133,129
187,customer-187,205,232,85,129,135
188,customer-188,195,206,190,140,202
189,customer-189,180,211,26,197,101
190,customer-190,166,246,194,161,147
191,customer-191,119,178,41,160,180
192,customer-192,13,91,116,82,67
193,customer-193,124,216,208,61,39
194,customer-194,190,202,200,192,125
195,customer-195,73,119,140,197,76
196,customer-196,206,265,184,179,267
197,customer-197,159,207,171,109,175
198,customer-198,95,168,70,22,58
199,customer-199,237,240,170,225,51
200,customer-200,158,236,72,76,225
201,customer-201,93,120,96,141,178
202,customer-202,148,240,67,102,142
203,customer-203,40,67,94,161,26
204,customer-204,202,259,209,192,133
205,customer-205,168,192,40,107,14
206,customer-206,33,110,113,164,124
207,customer-207,201,225,83,105,189
208,customer-208,171,256,111,41,156
209,customer-209,113,169,166,36,72
210,customer-210,201,260,44,156,137
211,customer-211,186,235,186,24,49
212,customer-212,113,184,175,132,108
213,customer-213,127,145,44,89,93
214,customer-214,75,83,170,90,62
215,customer-215,36,109,204,215,86
216,customer-216,44,115,211,76,150
217,customer-217,118,143,163,196,188
218,customer-218,103,139,193,44,147
