id,label,ts_in,ts_out,dim_0,dim_1
1,customer-1,46,63,133,128
2,customer-2,177,226,184,79
3,customer-3,23,27,68,46
4,customer-4,222,256,218,199
5,customer-5,99,123,85,167
6,customer-6,181,272,208,127
7,customer-7,201,253,71,101
8,customer-8,30,117,43,190
9,customer-9,216,295,27,179
10,customer-10,150,152,63,111
11,customer-11,216,292,190,224
12,customer-12,17,104,204,191
13,customer-13,110,125,141,138
14,customer-14,9,24,224,142
15,customer-15,207,266,108,173
16,customer-16,38,128,49,210
17,customer-17,125,181,165,120
18,customer-18,46,89,211,90
19,customer-19,58,86,88,78
20,customer-20,230,288,191,222
21,customer-21,36,120,218,42
22,customer-22,142,203,209,208
23,customer-23,225,295,219,41
24,customer-24,99,175,138,43
25,customer-25,159,161,143,149
26,customer-26,208,295,60,210
27,customer-27,29,57,103,66
28,customer-28,111,154,130,69
29,customer-29,50,130,175,42
30,customer-30,221,246,25,130
31,customer-31,53,88,180,59
32,customer-32,263,353,65,20
33,customer-33,148,173,223,63
34,customer-34,134,151,57,77
35,customer-35,176,242,106,56
36,customer-36,192,272,178,59
37,customer-37,216,223,201,127
38,customer-38,96,101,140,109
39,customer-39,281,357,231,20
40,customer-40,52,137,142,125
41,customer-41,176,231,250,174
42,customer-42,20,92,222,23
43,customer-43,95,187,171,145
44,customer-44,64,74,33,120
45,customer-45,193,288,130,89
46,customer-46,173,202,54,198
47,customer-47,239,247,109,174
48,customer-48,103,196,156,109
49,customer-49,164,165,148,165
50,customer-50,172,232,203,154
51,customer-51,187,206,123,200
52,customer-52,168,212,171,99
53,customer-53,91,135,103,145
54,customer-54,262,272,186,69
55,customer-55,82,168,224,59
56,customer-56,54,139,106,134
57,customer-57,126,135,81,24
58,customer-58,7,51,2,55
59,customer-59,79,84,112,138
60,customer-60,170,245,219,209
61,customer-61,146,155,175,35
62,customer-62,107,112,192,62
63,customer-63,126,166,213,230
64,customer-64,183,248,112,237
65,customer-65,53,125,110,149
66,customer-66,158,201,136,250
67,customer-67,153,197,131,185
68,customer-68,151,194,211,135
69,customer-69,109,158,79,151
70,customer-70,121,181,90,79
71,customer-71,89,133,16,35
72,customer-72,110,184,55,201
73,customer-73,46,98,60,88
74,customer-74,70,127,237,31
75,customer-75,191,193,169,158
76,customer-76,54,87,90,184
77,customer-77,177,245,50,89
78,customer-78,134,165,217,151
79,customer-79,111,139,180,91
80,customer-80,216,298,32,78
81,customer-81,106,137,73,207
82,customer-82,168,200,20,64
83,customer-83,101,192,139,146
84,customer-84,87,157,108,37
85,customer-85,127,182,18,169
86,customer-86,214,257,43,142
87,customer-87,114,183,149,44
88,customer-88,146,226,37,155
89,customer-89,25,107,202,44
90,customer-90,179,228,123,13
91,customer-91,35,94,181,33
92,customer-92,119,201,159,221
93,customer-93,192,218,161,203
94,customer-94,206,265,142,140
95,customer-95,211,224,83,199
96,customer-96,146,190,162,67
97,customer-97,73,153,104,140
98,customer-98,58,68,83,7
99,customer-99,208,297,121,223
100,customer-100,176,246,85,76
