id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,135,152,159,136,149
2,product-2,88,149,72,46,60
3,product-3,16,22,57,130,12
4,product-4,100,100,193,171,159
5,product-5,17,21,93,122,203
6,product-6,188,265,131,154,233
7,product-7,42,44,101,177,8
8,product-8,60,96,144,212,220
9,product-9,233,302,95,136,100
10,product-10,85,171,33,79,127
11,product-11,46,91,124,135,107
12,product-12,127,143,174,183,212
13,product-13,110,190,33,243,174
14,product-14,121,197,124,262,89
15,product-15,201,257,141,228,226
16,product-16,98,139,201,51,123
17,product-17,247,293,183,206,71
18,product-18,101,182,33,225,141
19,product-19,15,53,194,115,242
20,product-20,172,188,137,21,137
21,product-21,55,105,175,144,146
22,product-22,188,250,101,155,117
23,product-23,52,57,196,48,71
24,product-24,70,149,20,88,208
25,product-25,25,60,190,163,261
26,product-26,71,144,74,117,119
27,product-27,101,175,103,151,156
28,product-28,3,36,123,129,208
29,product-29,96,139,59,129,128
30,product-30,6,78,126,194,61
31,product-31,122,136,195,49,121
32,product-32,21,41,142,105,61
33,product-33,185,187,32,199,97
34,product-34,125,155,188,214,200
35,product-35,74,78,166,11,58
36,product-36,278,356,124,231,221
37,product-37,118,173,204,122,172
38,product-38,207,240,186,195,158
39,product-39,111,183,209,48,229
40,product-40,31,101,153,110,187
41,product-41,79,129,102,97,137
42,product-42,75,157,172,183,79
43,product-43,165,253,168,125,189
44,product-44,74,122,105,72,69
45,product-45,54,81,135,209,224
46,product-46,88,134,107,127,64
47,product-47,194,221,187,195,184
48,product-48,118,206,183,21,82
49,product-49,69,135,115,247,202
50,product-50,143,178,21,60,101
51,product-51,119,149,93,122,131
52,product-52,99,152,202,181,61
53,product-53,143,219,69,121,98
54,product-54,76,110,141,143,137
55,product-55,241,321,87,212,97
56,product-56,122,216,17,118,49
57,product-57,194,288,71,181,88
58,product-58,85,177,154,82,33
59,product-59,81,148,71,180,241
60,product-60,176,180,153,135,75
61,product-61,14,21,123,187,92
62,product-62,124,137,193,223,97
63,product-63,51,61,221,198,211
64,product-64,102,151,48,139,176
65,product-65,201,296,127,135,220
66,product-66,157,190,161,170,144
67,product-67,82,94,171,59,38
68,product-68,189,237,76,165,113
69,product-69,229,306,129,119,88
70,product-70,92,115,45,76,246
71,product-71,149,193,156,194,111
72,product-72,51,76,33,65,111
73,product-73,179,266,151,21,92
74,product-74,155,248,197,143,167
75,product-75,150,154,57,46,47
76,product-76,149,150,191,126,81
77,product-77,179,194,133,236,147
78,product-78,180,240,35,62,154
79,product-79,155,181,11,150,73
80,product-80,162,194,105,148,216
81,product-81,156,193,65,167,154
82,product-82,15,77,62,41,27
83,product-83,25,66,190,180,123
84,product-84,205,223,18,74,266
85,product-85,33,36,79,107,209
86,product-86,40,72,69,182,185
87,product-87,74,90,72,215,62
88,product-88,15,50,109,228,70
89,product-89,197,279,114,24,97
90,product-90,118,127,157,201,156
91,product-91,55,133,159,189,141
92,product-92,60,92,151,221,38
93,product-93,52,129,178,114,87
94,product-94,146,170,88,34,112
95,product-95,158,158,187,15,104
96,product-96,77,109,204,114,67
97,product-97,205,244,117,192,57
98,product-98,57,150,90,156,130
99,product-99,65,95,145,164,121
100,product-100,187,195,208,34,30
101,product-101,103,165,119,148,114
102,product-102,129,223,162,251,123
