id,label,ts_in,ts_out,dim_0,dim_1,dim_2
1,product-1,156,158,153,116,45
2,product-2,208,260,183,109,104
3,product-3,105,112,42,85,95
4,product-4,157,176,165,266,159
5,product-5,98,188,106,83,49
6,product-6,181,220,144,73,125
7,product-7,206,211,52,120,158
8,product-8,119,134,106,214,35
9,product-9,130,133,69,158,34
10,product-10,60,90,120,57,173
11,product-11,51,69,132,9,225
12,product-12,160,171,154,214,128
13,product-13,234,299,24,126,157
14,product-14,144,163,113,159,128
15,product-15,129,178,88,78,90
16,product-16,148,195,62,240,128
17,product-17,31,87,47,183,113
18,product-18,139,236,146,118,129
19,product-19,186,261,69,108,158
20,product-20,203,269,121,184,183
21,product-21,155,157,244,209,85
22,product-22,194,227,120,240,153
23,product-23,99,182,105,109,106
24,product-24,202,217,169,200,182
25,product-25,235,256,162,120,140
26,product-26,70,113,88,131,97
27,product-27,189,245,71,80,260
28,product-28,137,160,224,199,16
29,product-29,55,133,164,176,162
30,product-30,104,189,201,151,88
31,product-31,172,224,85,98,21
32,product-32,109,193,75,90,232
33,product-33,36,83,149,79,159
34,product-34,128,215,96,173,147
35,product-35,48,127,78,196,248
36,product-36,104,199,61,114,135
37,product-37,251,333,118,198,190
38,product-38,156,179,108,156,53
39,product-39,172,267,86,72,184
40,product-40,157,228,81,140,183
41,product-41,163,228,101,163,164
42,product-42,30,61,240,60,185
43,product-43,209,294,132,197,40
44,product-44,146,152,190,211,220
45,product-45,102,159,108,113,31
46,product-46,123,152,100,42,80
47,product-47,181,198,155,110,185
48,product-48,91,120,15,223,41
49,product-49,186,186,39,107,88
50,product-50,124,220,126,62,135
51,product-51,85,133,218,60,12
52,product-52,45,117,121,88,116
53,product-53,164,218,200,45,5
54,product-54,234,260,44,188,199
55,product-55,95,131,186,104,49
56,product-56,116,211,50,83,133
57,product-57,26,102,141,52,87
58,product-58,53,58,23,48,60
59,product-59,81,150,70,46,165
60,product-60,48,51,34,200,205
61,product-61,92,94,123,107,34
62,product-62,135,142,14,129,234
63,product-63,24,114,266,23,135
64,product-64,41,63,24,220,108
65,product-65,61,141,106,69,93
66,product-66,112,113,158,51,60
67,product-67,121,190,71,159,164
68,product-68,223,233,30,186,187
69,product-69,92,157,176,210,187
70,product-70,71,152,211,112,160
71,product-71,132,178,106,139,20
72,product-72,114,191,124,70,53
73,product-73,173,209,39,157,57
74,product-74,194,204,106,93,118
75,product-75,156,194,107,113,44
76,product-76,202,279,89,91,57
77,product-77,74,123,68,144,16
78,product-78,71,170,24,210,85
79,product-79,132,137,110,197,219
80,product-80,217,292,170,53,119
81,product-81,146,218,132,197,145
82,product-82,9,97,71,129,50
83,product-83,45,139,183,163,52
84,product-84,214,293,44,36,94
85,product-85,282,303,232,115,67
86,product-86,146,163,170,151,55
87,product-87,46,83,11,70,54
88,product-88,56,91,176,160,239
89,product-89,165,224,85,73,158
90,product-90,49,91,210,183,192
91,product-91,155,206,109,199,91
92,product-92,207,214,138,143,74
93,product-93,162,219,17,64,109
94,product-94,130,218,5,163,196
95,product-95,128,212,109,189,12
96,product-96,163,181,230,87,46
97,product-97,208,296,158,141,119
98,product-98,18,109,106,185,137
99,product-99,111,123,157,206,188
100,product-100,209,229,31,47,216
101,product-101,238,247,156,164,134
102,product-102,133,177,185,97,43
103,product-103,125,129,122,138,200
104,product-104,221,222,183,115,40
105,product-105,24,89,48,214,72
106,product-106,53,93,120,199,77
107,product-107,154,189,214,61,63
108,product-108,176,262,101,221,75
109,product-109,175,251,38,103,173
110,product-110,173,231,65,99,86
111,product-111,87,166,230,24,129
112,product-112,199,266,161,51,17
113,product-113,165,205,194,213,189
114,product-114,148,226,126,152,120
115,product-115,141,176,31,104,69
116,product-116,152,182,141,58,230
117,product-117,198,269,156,76,184
118,product-118,156,215,111,136,160
119,product-119,110,150,87,200,82
120,product-120,38,98,85,36,194
121,product-121,105,143,99,69,79
122,product-122,96,102,139,151,193
123,product-123,212,216,121,144,57
124,product-124,204,272,189,118,125
125,product-125,182,280,162,214,270
126,product-126,201,240,122,90,59
127,product-127,87,132,84,239,149
128,product-128,179,186,195,118,23
129,product-129,53,105,219,155,155
130,product-130,70,87,89,132,101
131,product-131,183,224,183,108,32
