id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4
1,customer-1,168,215,33,115,192,52,152
2,customer-2,73,131,100,18,158,100,68
3,customer-3,101,176,155,189,212,91,52
4,customer-4,22,57,180,26,132,74,79
5,customer-5,156,201,30,140,94,219,37
6,customer-6,179,203,177,189,187,116,239
7,customer-7,35,45,114,63,116,123,194
8,customer-8,195,249,97,149,23,33,162
9,customer-9,146,179,55,235,59,51,52
10,customer-10,81,138,216,24,249,81,108
11,customer-11,128,129,125,62,256,132,53
12,customer-12,64,95,74,85,67,48,46
13,customer-13,39,129,67,91,72,127,47
14,customer-14,80,147,84,68,34,40,55
15,customer-15,168,231,185,18,16,119,207
16,customer-16,184,191,125,192,198,141,123
17,customer-17,34,88,228,89,187,2,127
18,customer-18,98,167,64,142,183,98,88
19,customer-19,96,149,209,198,76,92,181
20,customer-20,125,129,66,200,10,211,48
21,customer-21,50,93,35,192,151,109,51
22,customer-22,192,220,135,235,28,174,61
23,customer-23,178,269,7,206,56,135,141
24,customer-24,95,141,153,109,162,174,122
25,customer-25,60,67,113,170,48,162,155
26,customer-26,220,312,152,246,71,132,49
27,customer-27,118,213,197,191,177,201,182
28,customer-28,132,145,35,58,194,186,189
29,customer-29,102,148,154,157,150,69,43
30,customer-30,153,200,195,150,122,103,168
31,customer-31,95,145,83,212,191,169,43
32,customer-32,204,239,88,74,159,207,93
33,customer-33,158,167,68,41,135,64,276
34,customer-34,79,113,23,121,178,209,124
35,customer-35,79,156,179,162,214,123,99
36,customer-36,43,79,197,109,47,102,169
37,customer-37,13,16,42,200,159,204,15
38,customer-38,198,291,201,21,267,63,113
39,customer-39,203,240,154,76,84,108,98
40,customer-40,207,278,206,153,31,140,220
41,customer-41,66,80,118,215,199,113,30
42,customer-42,4,31,189,150,131,42,93
43,customer-43,42,83,173,181,111,161,84
44,customer-44,34,97,80,157,160,19,200
45,customer-45,44,50,159,170,81,128,208
46,customer-46,129,142,36,90,62,29,86
47,customer-47,158,194,79,211,121,17,63
48,customer-48,124,206,86,38,184,125,53
49,customer-49,108,126,93,130,149,153,84
50,customer-50,25,91,41,98,116,143,158
51,customer-51,82,152,45,79,48,180,84
52,customer-52,203,226,110,56,33,183,133
53,customer-53,221,298,200,140,171,206,42
54,customer-54,55,150,109,87,200,72,164
55,customer-55,135,175,163,227,176,155,108
56,customer-56,61,76,74,188,30,72,90
57,customer-57,43,77,28,150,76,88,140
58,customer-58,90,132,56,162,122,181,152
59,customer-59,77,143,59,159,197,205,119
