id,label,ts_in,ts_out,dim_0,dim_1
1,product-1,115,145,41,180
2,product-2,122,198,199,62
3,product-3,202,254,200,81
4,product-4,137,149,200,47
5,product-5,124,195,45,161
6,product-6,149,216,91,109
7,product-7,169,169,40,265
8,product-8,103,165,60,72
9,product-9,109,151,87,76
10,product-10,144,238,212,189
11,product-11,16,24,201,7
12,product-12,115,181,188,69
13,product-13,86,150,129,187
14,product-14,133,208,24,207
15,product-15,100,128,149,97
16,product-16,96,120,62,160
17,product-17,207,262,83,126
18,product-18,210,304,124,160
19,product-19,36,108,67,67
20,product-20,121,156,95,227
21,product-21,74,152,188,30
22,product-22,46,110,195,222
23,product-23,144,155,74,46
24,product-24,100,189,177,182
25,product-25,167,197,70,129
26,product-26,129,148,193,156
27,product-27,75,137,212,75
28,product-28,117,208,132,168
29,product-29,85,169,150,76
30,product-30,13,68,48,139
31,product-31,138,226,1,79
32,product-32,78,79,56,169
33,product-33,72,150,158,174
34,product-34,74,138,147,105
35,product-35,185,204,15,178
36,product-36,171,187,218,83
37,product-37,186,201,130,129
38,product-38,122,122,175,228
39,product-39,107,183,123,150
40,product-40,173,210,30,24
41,product-41,198,209,106,64
42,product-42,193,285,191,101
43,product-43,215,217,51,10
44,product-44,204,263,180,126
45,product-45,102,180,213,173
46,product-46,23,99,108,20
47,product-47,36,103,147,41
48,product-48,73,73,186,91
49,product-49,78,167,169,161
50,product-50,152,172,142,160
51,product-51,178,190,210,132
52,product-52,185,276,28,244
53,product-53,38,99,92,224
54,product-54,95,135,166,99
55,product-55,158,244,69,50
56,product-56,118,201,103,132
57,product-57,199,272,57,72
58,product-58,41,66,158,159
59,product-59,28,73,111,77
60,product-60,101,177,192,66
61,product-61,72,145,134,204
62,product-62,131,205,92,61
63,product-63,209,263,13,66
64,product-64,44,82,13,84
65,product-65,230,316,53,117
66,product-66,64,72,13,230
67,product-67,216,222,88,199
68,product-68,58,146,267,119
69,product-69,18,31,177,193
70,product-70,37,64,199,153
71,product-71,150,250,99,216
72,product-72,242,262,168,213
73,product-73,68,130,14,53
74,product-74,122,156,120,151
75,product-75,12,92,37,117
76,product-76,67,123,111,110
77,product-77,194,272,34,118
78,product-78,158,199,128,125
79,product-79,254,342,107,198
80,product-80,159,165,145,87
81,product-81,150,191,78,121
82,product-82,190,226,34,205
83,product-83,77,105,144,39
84,product-84,67,75,25,209
85,product-85,135,190,189,80
86,product-86,31,76,61,185
87,product-87,94,161,120,90
88,product-88,32,73,139,184
89,product-89,102,181,79,22
90,product-90,72,154,63,106
91,product-91,174,226,191,70
92,product-92,51,118,61,211
93,product-93,159,250,134,158
94,product-94,119,142,219,197
95,product-95,56,67,136,187
96,product-96,104,148,60,201
97,product-97,168,206,150,46
98,product-98,188,283,129,100
99,product-99,113,118,213,159
100,product-100,164,181,139,122
101,product-101,208,288,30,37
102,product-102,169,255,191,129
103,product-103,120,146,224,38
104,product-104,75,117,193,68
105,product-105,50,52,53,176
106,product-106,16,53,123,125
107,product-107,277,306,144,27
108,product-108,64,96,72,127
109,product-109,111,139,59,14
110,product-110,173,259,184,96
111,product-111,72,84,211,160
112,product-112,141,196,42,103
113,product-113,105,163,71,61
114,product-114,176,246,99,194
115,product-115,138,226,184,102
116,product-116,43,48,120,73
117,product-117,161,169,234,163
118,product-118,63,153,159,167
119,product-119,113,173,31,61
120,product-120,119,133,22,41
121,product-121,105,163,188,192
122,product-122,160,160,74,121
123,product-123,112,158,50,69
124,product-124,61,106,49,140
125,product-125,53,92,68,188
126,product-126,42,86,140,188
127,product-127,101,175,85,176
128,product-128,132,163,242,184
129,product-129,178,239,121,69
130,product-130,223,269,140,44
131,product-131,17,95,105,159
132,product-132,239,316,86,164
133,product-133,121,190,187,150
134,product-134,164,214,21,112
135,product-135,176,177,136,29
136,product-136,35,57,244,161
137,product-137,182,210,142,137
138,product-138,182,249,136,88
139,product-139,72,100,134,149
140,product-140,169,256,214,170
141,product-141,55,87,45,90
142,product-142,20,82,181,181
143,product-143,198,208,107,193
144,product-144,138,163,121,187
145,product-145,175,175,138,96
146,product-146,142,209,87,74
147,product-147,217,290,225,155
148,product-148,147,164,190,10
149,product-149,165,201,74,43
150,product-150,144,197,65,61
151,product-151,46,61,108,116
152,product-152,195,243,32,84
153,product-153,188,236,55,54
154,product-154,209,253,147,117
155,product-155,74,112,271,113
156,product-156,132,221,220,92
157,product-157,61,135,82,178
158,product-158,74,76,80,159
159,product-159,156,189,119,110
160,product-160,119,202,58,175
161,product-161,155,171,182,109
162,product-162,133,142,79,84
163,product-163,181,265,150,204
164,product-164,78,90,91,112
165,product-165,171,239,229,116
166,product-166,187,241,177,80
167,product-167,105,170,76,150
168,product-168,101,147,223,78
169,product-169,123,149,156,216
170,product-170,120,146,173,159
171,product-171,132,191,12,121
172,product-172,88,174,144,80
173,product-173,130,213,180,86
174,product-174,145,202,223,13
175,product-175,150,153,205,141
176,product-176,32,43,97,152
177,product-177,167,242,208,104
178,product-178,78,143,137,185
179,product-179,18,23,177,90
180,product-180,148,212,31,207
181,product-181,33,117,153,228
182,product-182,192,230,163,219
183,product-183,71,110,137,27
184,product-184,74,151,172,152
185,product-185,225,246,79,46
186,product-186,152,155,49,168
187,product-187,177,266,34,171
188,product-188,132,149,78,238
189,product-189,187,266,148,255
190,product-190,131,153,57,203
191,product-191,116,187,139,137
192,product-192,85,98,216,102
193,product-193,68,134,242,194
194,product-194,55,104,133,126
195,product-195,181,215,187,119
196,product-196,63,89,192,185
197,product-197,9,87,155,172
198,product-198,17,106,152,122
199,product-199,161,178,67,138
200,product-200,87,108,52,174
201,product-201,190,262,55,34
202,product-202,14,60,80,147
203,product-203,227,287,37,51
204,product-204,132,216,64,154
205,product-205,135,201,99,23
206,product-206,126,132,148,236
207,product-207,203,257,223,130
208,product-208,207,289,82,83
209,product-209,160,183,87,101
210,product-210,170,187,128,229
211,product-211,160,194,194,30
212,product-212,178,189,149,103
213,product-213,199,257,176,149
214,product-214,190,210,162,57
215,product-215,173,254,132,75
216,product-216,128,170,229,195
217,product-217,94,179,66,167
218,product-218,231,233,151,131
219,product-219,40,60,110,204
220,product-220,183,229,6,199
221,product-221,129,156,34,261
222,product-222,38,100,44,142
223,product-223,112,153,170,161
224,product-224,188,261,139,217
225,product-225,61,94,117,28
226,product-226,174,223,53,51
227,product-227,155,177,29,22
228,product-228,218,281,76,185
229,product-229,78,162,260,183
230,product-230,188,211,121,61
231,product-231,71,81,191,43
232,product-232,252,294,27,137
233,product-233,150,237,129,140
234,product-234,77,87,288,119
235,product-235,170,172,117,101
236,product-236,108,119,204,133
237,product-237,178,204,15,204
238,product-238,196,290,73,33
