id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3
1,product-1,119,140,208,107,20,80
2,product-2,68,94,248,19,161,83
3,product-3,183,267,87,185,148,67
4,product-4,87,159,175,263,113,213
5,product-5,213,276,200,80,153,130
6,product-6,107,189,146,33,191,173
7,product-7,168,230,243,104,126,228
8,product-8,169,185,82,27,184,62
9,product-9,146,217,85,47,139,179
10,product-10,164,220,100,161,196,160
11,product-11,149,191,156,30,80,137
12,product-12,140,197,189,160,170,207
13,product-13,181,215,114,48,28,93
14,product-14,158,233,245,108,86,176
15,product-15,121,143,140,195,199,88
16,product-16,211,260,113,106,107,199
17,product-17,131,149,220,214,153,200
18,product-18,70,148,34,59,166,120
19,product-19,112,183,42,72,242,216
20,product-20,207,271,170,132,28,160
21,product-21,174,265,44,109,91,139
22,product-22,233,295,183,168,59,22
23,product-23,119,135,157,183,23,151
24,product-24,180,208,46,168,62,20
25,product-25,179,207,206,157,157,105
26,product-26,159,186,54,219,104,52
27,product-27,34,94,53,172,84,119
28,product-28,176,188,41,239,205,246
29,product-29,31,69,45,53,137,157
30,product-30,29,101,42,184,81,183
31,product-31,194,267,178,118,53,131
32,product-32,194,233,90,90,207,103
33,product-33,113,149,188,40,127,109
34,product-34,143,178,2,87,193,164
35,product-35,168,198,125,249,103,93
36,product-36,114,212,53,106,99,193
37,product-37,52,127,79,20,89,108
38,product-38,132,157,86,192,53,213
39,product-39,23,55,7,29,139,177
40,product-40,60,84,116,171,91,151
41,product-41,100,162,121,166,21,30
42,product-42,75,110,220,34,43,201
43,product-43,113,164,154,133,189,113
44,product-44,144,212,147,190,109,207
45,product-45,154,194,209,155,211,69
46,product-46,90,156,88,82,57,104
47,product-47,185,187,214,179,202,131
48,product-48,116,183,186,86,205,188
49,product-49,208,288,155,87,10,148
50,product-50,146,232,90,164,134,83
51,product-51,158,224,121,71,119,3
52,product-52,26,120,115,190,118,173
53,product-53,98,140,48,188,200,138
54,product-54,25,30,163,234,36,56
55,product-55,26,35,144,208,109,180
56,product-56,123,170,143,17,34,195
57,product-57,116,126,70,25,80,159
58,product-58,178,182,90,128,46,119
59,product-59,186,214,21,94,177,122
60,product-60,105,126,83,33,93,143
61,product-61,171,187,83,176,271,123
62,product-62,32,66,112,47,53,61
63,product-63,197,197,168,55,202,59
64,product-64,20,81,56,185,149,136
65,product-65,59,101,93,211,76,110
66,product-66,163,239,101,182,122,66
67,product-67,116,200,147,48,23,68
68,product-68,53,82,76,189,207,147
69,product-69,177,191,21,21,157,80
70,product-70,169,226,195,27,135,137
71,product-71,91,176,142,139,157,190
72,product-72,82,93,139,87,101,183
73,product-73,76,90,160,5,124,90
74,product-74,139,179,221,200,65,203
75,product-75,44,53,50,91,147,101
76,product-76,106,135,186,190,61,73
77,product-77,131,172,27,181,221,218
78,product-78,236,290,203,119,73,162
79,product-79,205,265,210,214,176,62
80,product-80,129,219,152,53,249,252
81,product-81,76,147,109,216,175,36
82,product-82,115,176,218,115,99,142
83,product-83,66,147,149,193,201,26
84,product-84,24,25,52,85,55,24
85,product-85,59,107,142,80,200,172
86,product-86,80,131,61,179,134,26
87,product-87,199,260,105,126,50,131
88,product-88,234,273,179,112,202,32
89,product-89,258,307,79,81,212,118
90,product-90,216,243,240,164,73,94
91,product-91,98,187,105,180,229,150
92,product-92,18,110,119,35,113,193
93,product-93,90,99,86,116,202,194
94,product-94,129,152,68,146,77,208
95,product-95,86,158,148,104,94,147
96,product-96,58,74,111,90,99,81
97,product-97,157,183,221,129,34,66
98,product-98,75,121,69,218,202,33
99,product-99,67,67,87,199,255,14
100,product-100,127,137,16,141,60,196
101,product-101,135,137,73,163,47,51
102,product-102,76,111,69,117,20,103
103,product-103,78,79,143,236,183,164
104,product-104,47,92,139,117,93,106
105,product-105,202,219,181,29,129,85
106,product-106,38,123,55,127,273,168
107,product-107,42,106,34,140,35,211
108,product-108,97,162,197,23,178,106
109,product-109,101,119,104,215,136,178
110,product-110,206,224,40,50,162,215
111,product-111,68,83,238,137,176,117
112,product-112,209,221,80,191,215,166
113,product-113,195,196,16,104,113,129
114,product-114,200,276,81,27,161,214
115,product-115,194,256,149,75,191,65
116,product-116,46,145,111,129,111,116
117,product-117,195,280,24,69,156,52
118,product-118,229,232,63,69,192,110
119,product-119,261,329,20,59,158,98
120,product-120,62,72,87,67,17,31
121,product-121,64,66,117,186,145,102
122,product-122,137,218,69,62,18,216
123,product-123,116,185,200,64,177,78
124,product-124,68,136,184,39,91,83
125,product-125,80,125,117,203,88,96
126,product-126,10,101,198,53,90,46
127,product-127,174,254,136,100,59,177
128,product-128,173,243,204,127,50,48
129,product-129,56,117,110,88,118,220
130,product-130,133,163,181,14,164,30
131,product-131,135,226,92,137,171,134
132,product-132,112,179,95,41,85,199
133,product-133,211,251,204,130,196,134
134,product-134,63,137,175,168,62,193
135,product-135,236,280,250,27,164,209
136,product-136,157,157,194,129,132,177
137,product-137,204,242,165,83,193,29
138,product-138,37,132,54,32,214,160
139,product-139,63,116,154,141,145,161
140,product-140,48,102,66,157,87,159
141,product-141,49,56,170,110,260,57
142,product-142,193,212,127,148,13,49
143,product-143,65,152,198,46,88,136
144,product-144,88,98,69,66,46,14
145,product-145,107,175,48,58,168,124
146,product-146,203,251,175,86,117,94
147,product-147,175,180,230,215,185,137
148,product-148,122,194,95,18,149,111
149,product-149,137,167,75,80,252,108
150,product-150,168,238,85,162,167,79
151,product-151,180,255,23,163,147,22
152,product-152,55,68,136,45,176,78
153,product-153,95,131,154,138,91,130
154,product-154,217,259,124,176,81,92
155,product-155,105,118,50,106,68,161
156,product-156,122,123,181,30,165,236
