id,label,ts_in,ts_out,dim_0,dim_1
1,product-1,139,145,202,24
2,product-2,12,100,59,40
3,product-3,33,44,82,62
4,product-4,31,73,105,237
5,product-5,92,123,191,143
6,product-6,164,214,130,36
7,product-7,138,226,88,120
8,product-8,101,104,133,219
9,product-9,197,240,122,139
10,product-10,184,248,46,77
11,product-11,191,209,17,172
12,product-12,19,112,160,214
13,product-13,239,316,103,108
14,product-14,47,84,125,202
15,product-15,79,88,107,123
16,product-16,126,170,82,59
17,product-17,29,108,97,76
18,product-18,128,148,119,108
19,product-19,91,129,22,132
20,product-20,144,192,245,106
21,product-21,88,97,205,41
22,product-22,32,73,189,132
23,product-23,109,136,190,102
24,product-24,118,188,134,173
25,product-25,31,114,83,182
26,product-26,193,197,67,79
27,product-27,161,172,207,37
28,product-28,119,159,133,129
29,product-29,193,265,32,123
30,product-30,18,74,69,12
31,product-31,23,54,196,194
32,product-32,186,223,59,124
33,product-33,154,241,84,133
34,product-34,211,257,171,71
35,product-35,172,175,148,127
36,product-36,125,184,119,125
37,product-37,48,61,182,110
38,product-38,202,259,86,58
39,product-39,24,51,46,187
40,product-40,221,260,164,44
41,product-41,260,265,78,203
42,product-42,168,241,70,69
43,product-43,126,205,107,53
44,product-44,38,116,78,124
45,product-45,157,200,110,184
46,product-46,164,225,72,190
47,product-47,215,225,35,178
48,product-48,73,96,230,127
49,product-49,36,63,91,199
50,product-50,165,215,37,39
51,product-51,69,80,141,187
52,product-52,118,146,60,217
53,product-53,204,232,50,89
54,product-54,165,224,208,168
55,product-55,94,139,82,83
56,product-56,39,104,224,113
57,product-57,266,355,69,80
58,product-58,199,239,81,72
59,product-59,209,222,121,62
60,product-60,185,261,60,139
61,product-61,124,205,178,92
62,product-62,59,137,137,65
63,product-63,75,110,97,98
64,product-64,165,210,162,77
65,product-65,282,315,51,65
66,product-66,47,122,186,92
67,product-67,105,128,75,85
68,product-68,178,191,85,94
69,product-69,117,166,117,195
70,product-70,90,105,56,159
71,product-71,113,199,23,118
72,product-72,99,145,66,154
73,product-73,189,211,188,114
74,product-74,205,236,123,115
75,product-75,82,113,51,9
76,product-76,181,189,76,95
77,product-77,98,169,81,152
78,product-78,67,108,69,121
79,product-79,40,72,189,187
80,product-80,22,72,76,91
81,product-81,146,194,222,186
82,product-82,184,238,200,67
